Order,I2,N2,O2,H2O
201,20.29710739,0.810675382,0.245955265,129.2425932
202,21.5208801,0.830530872,0.251638182,120.0659431
203,24.21508117,0.871102108,0.269619151,51.20228169
204,22.13063412,0.819598012,0.251164754,117.6393592
205,0.174737146,0.034640148,0.010942856,149.7058567
206,27.21521947,0.998355621,0.360636824,0.530900298
207,3.470554632,1.035985977,0.348101932,0.429466784
208,299.3216395,0.824010906,0.304841232,0.123413303
209,36.85465141,1.561272789,0.498235216,4.533541671
210,0,0.133087176,0.062049281,0.020838687
211,0.408449217,0.331001571,0.104382959,143.9856157
212,294.4037369,0.023016413,0.007439819,1.216551298
213,1.964354589,0.079016537,0.027878551,110.7531831
214,1.314598419,0.436601368,0.142493848,0.067134601
215,0.819935201,0.427154256,0.139152891,0.082890578
216,103.4338353,0.868286219,0.296339977,0.296531742
217,231.1077367,1.032330018,0.412018666,0.793133668
218,674.1697695,0.231911596,0.141184223,0.183193977
219,964.7253649,0.74136765,0.302221258,0.221512774
220,2.799642276,1.016950875,0.322246714,1.203055863
221,149.01376,1.079105807,0.376841514,0.270426587
222,154.6038164,1.709614453,0.643973698,0.297867746
223,45.53040713,1.390475197,0.563623752,0.265617237
224,43.92274317,1.391476144,0.576657895,0.284979797
225,61.84095454,1.237501173,0.48435071,8.064017665
226,363.7378003,0.065282046,0.031310695,0.04762099
227,50.9448904,1.011272113,0.359785109,0.0952412
228,73.75627503,0.976785078,0.349898938,0.110689529
229,239.7929303,1.332567388,0.482182848,0.62786897
230,271.7249582,1.090753639,0.397704682,0.476876729
231,244.3461483,1.118850075,0.40324842,0.638697846
232,150.3358083,1.249242114,0.440478531,0.705578406
233,162.9562635,1.156409638,0.407240514,0.836880488
234,162.9643097,1.203531041,0.418421938,0.684116448
235,204.3112744,1.13178457,0.408170329,0.842660646
236,193.2937639,1.113294425,0.397534303,0.521157634
237,217.2913599,1.102089238,0.399406047,0.641798152
238,0.132833859,0.11553618,0.045099809,101.6695922
239,426.0516176,0.078947343,0.028925255,0.069071035
240,425.3884833,0.084667291,0.032745992,0.091161068
241,437.2367367,0.057332115,0.021201035,0.341041536
242,441.8286374,0.044664355,0.016875624,0.437605079
243,40.06948919,1.750370287,0.64915744,12.60308493
244,8.429218672,1.020492453,0.315413527,1.376181045
245,8.873784107,1.380625868,0.467330816,13.65794881
246,8.38111222,1.345035982,0.45943934,11.74986218
247,10.87102567,1.388528916,0.482177153,15.65548787
248,8.137384261,1.366389914,0.460276315,11.99846207
249,508.1378985,0.453891621,0.174112276,7.172632699
250,45.27083437,0.806815954,0.281473283,0.104225681
251,96.64056673,0.640115442,0.21961085,2.58069367
252,0.00020174,0.720770366,0.290952658,0.090831462
253,114.1414193,1.118505604,0.35517395,13.81746704
254,254.0356144,0.800292902,0.349475329,0.347385805
255,5.433257068,1.318536983,0.486064577,0.210453295
256,778.2906714,0.710860589,0.273770131,0.165311447
257,396.7063933,0.675151716,0.294900791,0.142866189
258,1.644659322,1.015625564,0.348602146,80.01612872
259,68.50079192,0.868662463,0.294573163,54.60763713
260,0,0.373886602,0.196571774,0.638683803
261,350.9840025,0.722538577,0.308380789,0.535534714
262,0,0.700135034,0.321789804,1.55179327
263,27.89527189,0.87612188,0.33382937,45.0794831
264,21.99694036,0.93428528,0.342118204,43.400584
265,32.70660107,0.515692706,0.192506483,7.576678163
266,35.38882875,2.063294981,0.783837435,0.347453954
267,8.847359923,1.001670202,0.356590935,17.21151692
268,113.9354017,1.189631544,0.488337653,40.98253657
269,110.0177776,1.173013779,0.482206501,39.37175713
270,307.603555,1.438691178,0.521954722,0.312232975
271,3.38364823,2.118248828,0.706294146,0.785464218
272,138.1215037,0.759290018,0.257544588,1.099448368
273,29.70818594,0.426723437,0.14548815,2.306910769
274,0.083320172,0.44258465,0.151570809,0.101450482
275,0.076476015,0.442124822,0.152208607,0.101112525
276,0.084510461,0.452503801,0.149244722,0.100183143
277,375.7903523,0.803232035,0.31105245,0.492276769
278,0.73631781,0.489253496,0.202309636,36.3312077
279,24.19399442,1.397931411,0.484580327,0.183597465
280,23.00602175,1.387308348,0.480414312,0.183560235
281,25.34341699,1.399291858,0.479819167,0.184974958
282,24.1087646,1.386613652,0.486564144,0.182294431
283,24.91962806,1.39807614,0.490234205,0.184230367
284,25.41920597,1.388958252,0.480149803,0.19286762
285,24.73028672,1.395384192,0.484415009,0.181326463
286,24.00019491,1.395644703,0.481108647,0.182685341
287,25.19341249,1.394284256,0.485737553,0.188232542
288,24.14128305,1.398423488,0.487390734,0.177882731
289,24.94218119,1.397526172,0.485473045,0.180823864
290,28.398054,1.390608155,0.486035126,0.186017385
291,24.81630329,1.380042984,0.483026337,0.176784459
292,24.63168237,1.396194671,0.485142408,0.18318794
293,25.42707334,1.398307705,0.482530383,0.18318794
294,24.99095887,1.4023601,0.482166683,0.188009165
295,25.95916971,1.383371736,0.47783535,0.182703956
296,25.49656843,1.405920418,0.484448072,0.189405273
297,23.78410451,1.390666047,0.485439981,0.184509588
298,24.81289409,1.405833581,0.489043915,0.185328638
299,23.79616781,1.399783934,0.487787497,0.190354626
300,23.92020999,1.40068125,0.485010154,0.188586223
301,24.22179246,1.406528277,0.485638363,0.193779743
302,23.84678122,1.399957608,0.488052006,0.194207883
303,23.88506908,1.412577923,0.48534079,0.196050745
304,22.82900596,1.401260164,0.482894083,0.187152886
305,23.90972017,1.405283613,0.484117436,0.191583201
306,23.43505559,1.404878373,0.489804378,0.194487105
307,21.49391349,1.399754989,0.486233508,0.195120007
308,23.30445727,1.405052047,0.483026337,0.190894454
309,23.74581665,1.406817734,0.487919752,0.192718702
310,23.03041059,1.432000472,0.493441375,0.198135599
311,21.38586829,1.415761947,0.491060795,0.200834741
312,23.84442101,1.422622073,0.48606819,0.204762457
313,23.04929228,1.415848784,0.487027034,0.203478038
314,20.68934392,1.439671076,0.495921147,0.204613539
315,20.04815337,1.417672362,0.495226811,0.20411094
316,28.62646994,1.350489449,0.471321818,0.160459307
317,2.64033884,0.677452458,0.248013029,42.81208945
318,0.002341477,0.503738351,0.197274486,3.255379753
319,25.06537858,1.274954322,0.429162397,12.8895977
320,54.12422211,0.725437907,0.273114009,0.117629583
321,0.730458519,0.473950453,0.159325123,9.819659541
322,43.91057884,0.705244449,0.219952656,33.05167616
323,0.138126346,1.867738484,0.661585664,4.899721209
324,0.407734645,0.728316074,0.267332347,0.074686382
325,269.9132885,0.57863565,0.196407227,3.052354349
326,16.45950311,1.313954262,0.473136076,0.403853691
327,0,0.184697549,0.110833362,0.054799622
328,0.329796977,0.384223746,0.171249039,1.627859126
329,232.8149093,0.621485582,0.221061866,51.92820569
330,167.4956678,0.766323052,0.272363246,0.074864044
331,170.9776271,0.763653532,0.271972936,0.073408239
332,154.237483,0.714470298,0.24804205,52.03307852
333,141.2023866,0.586610974,0.202522138,66.76466323
334,149.1149629,0.567198226,0.194642753,67.07503793
335,71.22910481,1.104854944,0.368625682,7.788714021
336,11.35120016,1.576148626,0.599880114,0.171338259
337,157.4872189,0.571207654,0.177834422,8.341577041
338,355.8948792,0.384989993,0.141268491,2.384473347
339,695.8348449,0.064806935,0.028040399,27.73076922
340,0.212567689,1.246220368,0.484418928,9.617754234
341,0.158598125,1.899452494,0.586377382,35.65309504
342,0.10808989,0.105025847,0.038707302,0.594193148
343,0.536467914,0.090782577,0.030861276,174.2245907
344,0.002750181,1.157756888,0.493728148,0.529501314
345,1.111834845,0.361735276,0.128125974,0.133799763
346,0.002997285,0.286254052,0.112413537,0.127652297
347,0.895557096,0.364294847,0.134669508,0.120071543
348,29.88932388,1.696922672,0.584501359,0.302564759
349,0.470118952,1.484025119,0.481864496,0.183286808
350,0.021766037,0.201902105,0.068849828,45.64587257
351,0.034825659,0.211277008,0.07297228,44.7351254
352,0.006219365,0.153760576,0.055653389,32.04050374
353,0.005476549,0.148928009,0.053358043,21.18499542
354,36.68910488,0.862047974,0.278790719,56.49539134
355,2.4607271,1.447616696,0.497963501,0.22934877
356,395.1125979,1.413920356,0.558759071,0.124586607
357,418.8453805,1.40996735,0.560810258,0.298590291
358,379.9626841,1.524564588,0.599164672,0.135311492
359,0.002737281,0.233590202,0.099096775,41.87615213
360,39.5845781,0.819568736,0.258841255,97.80204937
361,104.7297833,0.918791292,0.318915219,71.74993753
362,67.17160704,1.042081487,0.378392026,0.253324494
363,14.70782032,0.748995052,0.288105875,115.3580103
364,31.66180464,0.829669097,0.329387018,104.0335712
365,23.52455555,0.758043459,0.289930181,111.9393365
366,11.47992827,0.729143849,0.285722854,114.1832771
367,9.093088773,0.710432006,0.279085331,113.1873649
368,11.4050514,0.699328723,0.282846113,106.393939
369,11.34730062,0.728818403,0.287126748,106.6491513
370,10.20884159,0.591042539,0.247205211,47.97401865
371,26.81694598,0.698433223,0.274269061,92.50390869
372,144.1759356,1.277389065,0.429519929,0.865001923
373,6.121943861,1.791848605,0.737482482,0.454447988
374,265.3026594,0.474204445,0.173377092,9.462137969
375,288.8528209,0.44795065,0.161962382,4.439911211
376,114.1587721,0.761145275,0.269958494,4.576428127
377,178.7221378,0.644958515,0.218093381,1.287754324
378,75.44169094,0.852359496,0.287995031,145.3936766
379,64.8164108,0.918890216,0.313326672,111.5726007
380,85.85596467,0.868228685,0.289773185,128.5291374
381,80.997276,0.883173552,0.302165422,107.0863528
382,1.075509533,0.654620898,0.240376383,81.4956488
383,78.52406503,0.886572099,0.303725904,97.61569924
384,53.01790871,0.976016273,0.329937618,39.01821066
385,27.46133737,0.761644841,0.264734776,116.0500781
386,1.10758718,0.754599447,0.26853281,83.0159214
387,3.720542934,0.826045843,0.286566781,82.36417702
388,105.4019417,0.411589925,0.145874437,0.201918816
389,0.002384182,1.058970053,0.43763605,1.162150142
390,59.03007368,1.37937539,0.488575192,0.258629235
391,49.26161009,1.216613987,0.425436223,0.425986191
392,243.4598299,1.389287078,0.485834262,0.62369553
393,537.3513761,0.102344873,0.037837408,0.866472911
394,616.5045614,0.050703214,0.021415223,0.467271931
395,581.5598645,0.412462989,0.171006439,0.622308089
396,40.61421589,1.216851033,0.441964838,1.389610405
397,132.1937673,1.137856021,0.392069801,44.18373637
398,0.929020868,0.274277678,0.11611442,35.9234847
399,140.3481833,1.547076427,0.56252214,3.978246566
400,6.524501193,0.910804182,0.313302046,1.230427643
401,0,0.269637207,0.150541378,57.95835816
402,186.9595922,0.476674138,0.177645742,39.60606116
403,67.12663877,1.56774937,0.520704694,3.272837693
404,42.33778705,0.733501577,0.232386273,14.41073264
405,669.1671359,0.803822008,0.299448121,0.295787236
406,10.3583834,1.556868187,0.519701934,0.137401618
407,10.96869235,1.360387066,0.448362989,0.120584445
408,23.66835862,1.661855002,0.55192493,0.133723444
409,173.9947501,0.012547401,0.003878192,0.000822737
410,175.9232735,0.004395569,0.001032074,0.000329789
411,4.015663899,0.260249708,0.084596547,188.9577475
412,64.66404711,1.086980793,0.402688143,0.726851632
413,12.62896527,0.771672655,0.272982272,0.29611125
414,119.458503,1.441784277,0.50877452,2.93598237
415,110.4184256,1.485217168,0.527445965,1.895244353
416,378.3162433,1.048064229,0.419379292,1.235596953
417,289.5887288,1.288089739,0.508291202,0.720901548
418,0,0.301106345,0.15342885,59.82929576
419,0.000381732,0.036130036,0.014727272,121.2155886
420,0.000972459,0.019642551,0.007331868,142.1750461
421,0.000400304,0.029912577,0.011115979,144.6220667
422,94.52282496,0.69210373,0.24537728,1.002494596
423,171.4800504,2.168897816,0.704897523,3.412369341
424,93.90431002,0.321029549,0.110049618,0.191765142
425,319.9247457,0.290696257,0.119802072,0.134247156
426,0.44515644,0.067608992,0.021548597,104.4840602
427,128.2374599,1.136353633,0.482610056,0.706625982
428,11.49458824,1.05566695,0.380707885,0.155782985
429,3.234564189,0.40111755,0.122797445,114.818075
430,25.66484136,1.705202864,0.578328256,0.397138014
431,16.01679593,1.633730099,0.542386467,0.816451454
432,1.533741153,1.795116652,0.585129824,0.296389089
433,0.235102117,0.348576445,0.13222745,23.75186408
434,31.1938452,1.157432809,0.410492547,0.128066028
435,112.0616816,1.281368663,0.415454293,0.227345634
436,0.018223196,0.295611112,0.104681578,1.475520086
437,0.000819642,0.682949942,0.236983156,17.54588255
438,189.9163018,1.304189616,0.424546608,18.2969247
439,658.3399138,0.524657592,0.219785916,30.43176476
440,16.77903342,1.50848556,0.507996324,62.30483451
441,633.2220061,0.16288137,0.052736202,96.1057778
442,22.67152181,0.674924017,0.212381869,99.360781
443,0.003978528,0.767208396,0.329966876,6.409121496
444,241.9482523,0.905488901,0.307398989,3.881022644
445,446.4472546,0.83534183,0.302335545,1.415017542
446,52.46793961,1.045501369,0.348891673,0.197836824
447,74.80552781,0.991013992,0.34378268,0.158858171
448,254.7954707,0.674980444,0.248453787,29.9055793
449,274.4614707,0.681445706,0.242732411,27.08151935
450,257.3022782,0.698354852,0.24869725,30.74302654
451,259.8856835,0.698461422,0.254662088,30.37389913
452,270.7294204,0.684998047,0.253444774,29.06175835
453,278.8661655,0.6961524,0.254012854,29.78964159
454,215.50885,0.716045514,0.256082288,33.02575446
455,250.8722477,0.691818543,0.250360912,30.68317298
456,238.5258424,0.688195155,0.250644952,29.21692071
457,2.737267196,0.55469301,0.187618467,0.200678307
458,2.779333007,0.543709923,0.182234095,0.184430033
459,827.7874879,0.136701921,0.045339073,0.787522705
460,216.7114899,1.6768554,0.567679571,1.164789024
461,39.04443955,1.406615114,0.473768525,0.220938691
462,0.033023691,0.305400139,0.116458587,0.112276383
463,0.005363562,0.300218514,0.116391369,0.1276411
464,0,0.037727595,0.020812036,153.5483447
465,7.650870067,0.327453571,0.106627301,0.424745138
466,7.442692961,0.327274057,0.107903183,0.48818818
467,0.108932232,0.303975285,0.118875589,31.95962311
468,0,0.069935201,0.032264715,151.9895701
469,0,1.234696764,0.471830177,10.00787137
470,1.435765825,0.204376632,0.091847947,69.59634001
471,86.46311367,0.500464543,0.180542528,49.68694634
472,508.0242897,0.631617318,0.265070698,0.335826539
473,29.48947518,1.644521668,0.553435481,0.4785825
474,307.603293,0.942864333,0.33252412,0.216475766
475,26.44909292,1.708343781,0.563418277,0.492888909
476,246.0799796,0.999034016,0.341323968,0.151291592
477,28.59414103,1.763801629,0.587346874,0.386617965
478,87.05391571,1.181255042,0.426240804,11.0896742
479,2.21587066,0.655642899,0.200469294,10.30240373
480,2.284550605,0.920612581,0.296431541,133.8705935
481,10.91735058,1.235236115,0.402556321,4.939211806
482,318.3004585,0.900553272,0.328326172,0.529338278
483,0.56793128,0.378263778,0.117023757,137.0509121
484,3.034910145,1.556290545,0.537340374,0.2193861
485,0,0.016804719,0.017784003,60.05343189
486,177.9923922,1.091705173,0.416251853,0.66746221
487,13.92241848,1.52852332,0.508756549,0.371131508
488,10.26492363,0.373180353,0.118691567,15.61395406
489,0.00035225,0.148035577,0.062419986,148.9528227
490,0.033917546,0.266674864,0.097490403,128.0092925
491,0.042488514,0.258722672,0.094777629,140.3006534
492,0.012672658,0.259299828,0.100528923,126.6033022
493,0.024378491,0.28999457,0.106262147,124.2811668
494,0.000410619,0.251222798,0.096914028,143.387384
495,246.7679687,1.473217823,0.540537247,0.205833175
496,131.2226024,0.909101811,0.330421987,0.152447072
497,211.9998465,0.914434847,0.336437925,0.382546206
498,0.412076089,0.429595465,0.156274513,0.098119261
499,141.5295716,1.149602573,0.37810934,0.625679124
500,121.4449016,1.811483507,0.617538746,0.306867025
501,35.74991742,0.609108876,0.207974683,3.942310317
502,677.4575949,0.329253261,0.120054978,0.051225101
503,329.1591808,0.971476237,0.359320746,6.38205817
504,273.732459,1.113844502,0.401161255,0.403932275
505,1.398765827,0.801245461,0.256885782,87.2492655
506,2.459620881,0.630080414,0.217835339,30.4019962
507,108.7795605,0.99813239,0.353405865,116.502878
508,6.008192676,1.202774764,0.418841617,114.0109717
509,0.342397875,0.895194811,0.344780844,121.3449041
510,0.005584471,0.381161831,0.198683537,123.2913669
511,3.789412564,1.087740478,0.401723589,119.8071029
512,0.298769196,0.811789175,0.322206169,120.196341
513,0.56556891,0.99776134,0.40185713,36.19336704
514,6.907292498,1.125340432,0.42258206,120.5533221
515,127.0276193,1.169274469,0.445993968,38.31060305
516,7.264698638,1.096177353,0.404891965,116.505851
517,190.0021318,1.155407141,0.421528363,0.757710198
518,157.8382813,0.842147197,0.335586504,19.91400308
519,3.462118969,0.352595728,0.116462263,4.357594371
520,10.10232092,1.100619977,0.444932271,0.237245456
521,3.539866964,0.493781588,0.155682244,5.171155397
522,5.808896994,1.232234998,0.395097115,81.3094919
523,0,0.005280336,0.004098354,272.2294114
524,3.946151136,0.836926237,0.263075512,0.443905275
525,0.00878204,0.755591331,0.288087162,2.146744496
526,0,0.740486146,0.331975613,1.597094663
527,149.3223754,0.945349827,0.315973833,2.241170995
528,171.544541,1.606088208,0.594402562,29.51748506
529,0.040056883,0.364884572,0.121493638,108.9632656
530,0.051364614,0.383698989,0.121910493,108.4476904
531,0.008568856,0.313763368,0.108379898,64.36765107
532,0.056520044,0.385684098,0.126032029,96.21827998
533,0.021944006,0.38896843,0.127866447,100.5201309
534,0.098601593,0.385405603,0.125651923,107.0026084
535,0.090384711,0.379701684,0.123906377,115.4691611
536,0.795696325,0.413630555,0.130673105,56.88496046
537,0,0.447232752,0.210403584,44.26234012
538,2.208081147,0.689923806,0.221823566,0.423372584
539,40.78695801,0.539917603,0.2010451,0.371140866
540,0.359194202,0.29762934,0.097351518,0.906886234
541,186.2505626,0.230647385,0.10656045,0.022643267
542,282.5278113,0.35355595,0.123641803,2.970130815
