Order,I2,N2,O2,H2O
543,258.4369564,0.419958922,0.151891279,0.099561861
544,303.0278929,0.278774955,0.097712887,2.64714052
545,213.1860279,0.950451884,0.327884287,17.24340998
546,169.5753288,1.037826631,0.362840635,18.90217822
547,93.10743595,1.276797126,0.439214568,5.215526332
548,9.967329026,1.708483747,0.582838912,2.335768416
549,0.009160776,0.003398065,0.00208275,132.149251
550,34.48630722,0.463585739,0.141836385,7.845593264
551,346.8347376,0.266056392,0.226818553,0.233320645
552,346.8295348,0.628079402,0.404658293,0.365300414
553,111.7495334,1.293000742,0.509381953,0.35761554
554,0,0.455618827,0.232963382,6.49169946
555,3.421777546,0.60752293,0.1945937,45.26633541
556,0.095348221,0.988045366,0.309106042,0.19138641
557,58.17429054,0.154303086,0.06257445,0.044215062
558,2.060846883,0.816050498,0.26884893,0.088649176
559,3.080160515,0.726947792,0.233817912,0.348591737
560,310.4665987,1.188609244,0.441809696,1.114044123
561,77.26624291,0.623494096,0.199426055,2.603650601
562,19.58046883,1.271832843,0.461314525,0.329108824
563,0.016566558,0.633888791,0.256976463,0.16698214
564,0.006145659,0.62029261,0.25610056,0.159471357
565,43.54893783,1.312621388,0.452269142,0.261056584
566,431.1552575,1.463829916,0.604386221,0.126038434
567,256.4924957,1.263803729,0.51635668,0.212255324
568,0.987427676,1.696526176,0.541828771,0.214829677
569,438.8931535,1.270946627,0.485795757,8.712811627
570,91.50640135,1.568379369,0.549363057,0.237847749
571,156.9264119,0.082054525,0.036841234,0.946340634
572,158.0421616,0.085772753,0.036969937,0.763959793
573,158.4081234,0.089603654,0.038128264,0.845621775
574,168.9926881,0.100251306,0.040637973,0.889369265
575,171.1981566,0.097687983,0.038997009,0.820713783
576,170.2590586,0.101438303,0.041432661,0.087415401
577,205.5900899,1.682272698,0.625890008,1.975742211
578,183.7695945,0.079239138,0.03365572,2.600215093
579,188.0296005,0.028380973,0.011792282,2.384758678
580,0,0.000675936,0.000717916,145.6389753
581,0,0.000637691,0.000714923,144.9109402
582,11.15715587,0.986116813,0.326603362,102.6872922
583,15.06946722,0.980199587,0.330091359,102.3745599
584,11.71787284,0.992165534,0.328038615,104.8672757
585,411.6675119,0.101021886,0.042767681,0.399440107
586,4.860370552,0.482810009,0.166212821,0.140485101
587,30.40103192,0.386337308,0.124307805,23.92430551
588,666.1628808,0.244707562,0.088564255,0.489018687
589,258.1914083,0.418377034,0.162750323,0.035739668
590,2.30167978,0.26099068,0.087689649,158.2122727
591,2.524932145,0.245238675,0.084397228,157.3713522
592,0.07819624,0.016104778,0.00616869,207.4360752
593,0.04687119,0.015568405,0.006032863,204.9109437
594,103.7409093,1.18419996,0.407116261,0.219352296
595,579.669888,0.607531656,0.23942184,0.08419651
596,1.385873434,1.646653995,0.626340292,1.039442343
597,18.78119222,1.002571259,0.338877968,0.439444767
598,0.045216013,0.476754813,0.18416113,0.20929064
599,0.049764433,0.298168283,0.113610751,0.113818849
600,3.151163046,1.942306571,0.674955365,9.377532608
601,624.4975155,0.266758949,0.09397005,26.74222019
602,61.0334513,1.51049396,0.5101959,0.224938851
603,383.6010436,0.89599013,0.369465709,0.205855916
604,0.42438433,1.467380316,0.484202131,0.205192316
605,5.775953131,0.986659321,0.381683849,0.141625398
606,5.762974387,0.985476903,0.382540982,0.135322812
607,48.52302949,0.321459919,0.107049136,40.50118937
608,9.388439423,1.286299041,0.421888524,0.155748166
609,22.9722843,1.250764101,0.408283259,0.150796839
610,175.3409605,0.716431196,0.247537333,0.076588055
611,2.722249296,1.677165046,0.560915044,0.209385173
612,100.7362525,1.882618976,0.665419539,0.526788853
613,361.2663258,0.073628032,0.052615581,0.092383993
614,74.91507535,2.203939294,0.70583193,0.566067378
615,48.77103306,1.968418024,0.879884947,0.146488863
616,0,0.02132567,0.012576327,131.0493434
617,22.46220621,0.501289661,0.172546612,46.74423031
618,171.4550617,1.320250075,0.42928488,0.307188137
619,7.380847019,0.288839223,0.095595933,0.034124929
620,209.971353,0.990049457,0.382153785,15.08086514
621,84.95868193,0.980872026,0.31350222,10.68859765
622,34.20525698,1.298996431,0.406825185,24.57357517
623,99.46029025,1.565830957,0.512006723,4.177065238
624,257.467293,0.324342332,0.126540758,0.62102332
625,17.01896847,1.057129972,0.351524656,19.78971725
626,285.7296543,0.617935692,0.232197741,0.219658815
627,339.3987835,0.520252429,0.1887707,0.195947337
628,159.8187672,0.228253766,0.106319003,0.025797675
629,5.529535084,1.116173865,0.377152848,50.4339405
630,187.3954835,0.026482653,0.011872387,2.595196365
631,178.261565,0.101044328,0.03960634,2.010688323
632,3.92827148,0.6738187,0.215094727,1.616665231
633,3.30242216,0.589107161,0.18986667,0.569404681
634,3.878161306,0.677733314,0.217662247,1.627920722
635,3.386407465,0.593786294,0.185278205,0.642049341
636,4.133517258,0.700438075,0.22095098,0.972925891
637,3.172444903,0.597847427,0.187900185,0.594897024
638,9.941216266,0.547601091,0.191057808,34.89164286
639,54.49023778,1.268602277,0.464753445,1.621689117
640,566.9755743,0.096840506,0.034693542,0.007933254
641,0,0.140459943,0.067049102,7.300998672
642,21.40268481,1.538858971,0.518976204,0.605890996
643,83.56506584,2.183201754,0.711470237,0.874633319
644,6.352430941,1.156373961,0.394337559,62.91041157
645,0.149856579,0.236902498,0.080466082,127.1508841
646,648.6192742,0.147115926,0.045957964,101.7139169
647,44.65101245,1.390255504,0.468569841,0.244263121
648,45.04782185,1.386618273,0.463116825,0.302691346
649,7.651511751,1.251146688,0.391659955,18.20984761
650,1.867351426,0.940019683,0.295928121,26.5328764
651,6.963649792,0.221839297,0.080061886,0.766050548
652,6.555278583,0.228525438,0.081580675,0.860707482
653,8.262031502,0.224151706,0.078437153,1.509212452
654,29.47311211,0.545110382,0.170603418,1.902202503
655,30.2884778,0.540836571,0.172404268,1.935538259
656,10.39651489,0.448218332,0.137623996,1.920110242
657,230.5567327,0.809589561,0.264309387,7.575152079
658,186.1412952,0.79130044,0.328699445,1.377619489
659,184.3077474,0.782931081,0.311900562,1.529785123
660,0.002375186,0.696779474,0.357526002,0.4168365
661,77.94799142,1.167446171,0.375202797,81.40927244
662,0.580476982,0.332717516,0.121806094,0.092751086
663,0.652773194,0.335687569,0.125709611,0.08834423
664,0.389362109,0.331536651,0.121029478,0.087918502
665,0.533954532,0.34110881,0.122071778,0.093671578
666,0.152417015,0.753661064,0.239133383,15.77001823
667,0.130703976,0.749713718,0.238274542,16.62431796
668,0.023278687,0.197416567,0.07111607,166.6112498
669,0.006454124,0.165402068,0.060511787,165.6758934
670,46.59632675,1.323135785,0.459154408,0.188660682
671,0.013817772,0.18406693,0.068051882,159.057644
672,0.005392507,0.143381623,0.052279259,161.5507462
673,245.2155653,0.245161523,0.08364429,0.034872686
674,249.9642552,0.227454402,0.084692205,0.03289417
675,248.2150449,0.21762871,0.079081,0.026149316
676,246.8178738,0.222839354,0.081417477,0.034267332
677,316.1282638,0.160002015,0.063685094,0.182692069
678,53.44218094,0.363316095,0.124392111,27.58911829
679,81.35181198,0.470557853,0.157181736,10.4799052
680,21.30378663,1.187749614,0.407516689,105.4670782
681,9.443030172,0.423862137,0.166375786,34.61522231
682,104.9868172,0.624468962,0.21164577,0.074723998
683,3.144455374,0.209445543,0.0761487,103.4579156
684,5.041607118,0.373511016,0.13363927,0.10158781
685,0.474239188,1.484661805,0.481345022,0.180537652
686,1.337691842,1.493669657,0.490730134,0.163351939
687,1.181899904,1.438186491,0.489811296,0.231124115
688,193.9371763,0.593601392,0.257565676,36.89650109
689,0.01900994,0.014013279,0.004900499,91.94913337
690,34.13151068,1.531334331,0.508914867,1.638506498
691,171.6909169,1.316838048,0.514992525,0.697904375
692,27.62306487,0.91557975,0.343841889,40.05240338
693,0,0.037195789,0.025567343,50.63198012
694,275.7754763,0.746972057,0.310864138,1.297326105
695,292.4663989,0.702157967,0.295896083,1.750115418
696,305.5119993,0.712422351,0.297245827,1.033922994
697,411.0700921,0.339883103,0.122163905,0.04511784
698,27.7704231,1.323600485,0.428641319,37.72899403
699,15.33390879,1.65628353,0.55389288,0.198742885
700,0.2828942,1.305113879,0.51379211,1.589601919
701,0.373536234,1.319115923,0.50917393,1.938270217
702,3.741984586,1.266054343,0.497224062,1.104645095
703,195.6603326,1.594309909,0.625985192,0.48974991
704,73.64264255,1.70507854,0.552965253,11.6486978
705,499.9310177,0.039145346,0.015265378,0.014143518
706,422.6428362,0.024204436,0.01122773,0.012072916
707,68.46438231,1.393210753,0.470993404,0.246894584
708,56.59030715,1.395900788,0.464371885,0.243410332
709,66.78515082,1.306409768,0.438232032,0.261903669
710,60.92500364,1.342175866,0.459048703,0.28122543
711,97.68994409,1.359452709,0.465540388,0.252693549
712,63.70026664,1.388967318,0.468050506,0.264730056
713,53.82843132,1.383663024,0.462034878,0.273696522
714,61.06694916,1.427444286,0.487917709,7.462047946
715,27.58153078,1.235693209,0.496462208,2.397375918
716,2.965524597,1.446745011,0.556806056,1.422758673
717,525.2408548,1.162493667,0.420017664,2.655338684
718,23.9189018,1.627978939,0.536405559,0.361633839
719,286.9615165,0.40010873,0.161958538,0.977565253
720,0,0.106626108,0.0525033,40.02630954
721,2.700298681,0.681453937,0.231342685,0.251587413
722,0.680440557,1.227346758,0.491300971,0.298465717
723,61.56818172,1.320111798,0.448460544,5.847345187
724,217.8621537,0.811117963,0.45544276,0.156078792
725,632.578578,0.500883765,0.252446313,0.151126326
726,189.2051271,0.041998175,0.018195943,2.490748871
727,0.025839068,0.429518984,0.153374128,61.06621318
728,33.24530026,1.596367073,0.52556067,1.440731631
729,4.89295372,1.694541611,0.555043208,54.71332553
730,18.79243072,1.207467865,0.429401904,87.60275482
731,74.06767574,0.412704892,0.133783601,0.554391112
732,0.000609554,0.571355297,0.236178572,0.300831648
733,104.3750627,0.363826561,0.124070702,35.02873989
734,79.96229257,1.113038767,0.37711853,2.128654601
735,0.419998844,0.339659567,0.123461512,0.102220648
736,0.635590686,0.341985513,0.127221969,0.093107776
737,0.034201745,0.058797486,0.017349413,93.51979475
738,248.5639184,0.920961837,0.325037932,9.355409953
739,0.216350773,0.086992067,0.029257887,78.06134195
740,1.040664203,0.748474654,0.248991684,0.072254649
741,189.3553423,0.714130449,0.251005804,99.01487711
742,202.429876,0.701913199,0.251609148,99.54056631
743,0.089866757,0.452405267,0.153746825,0.096022047
744,222.3791861,1.38603253,0.528610098,21.55990127
745,4.215947615,0.778636148,0.271323005,0.083819801
746,0.076891091,0.935432602,0.411507877,0.151329997
747,59.06530639,1.057430273,0.4495427,0.398063825
748,87.15161919,1.130042642,0.399898694,0.184040296
749,65.27326705,1.415877667,0.506644669,30.38168872
750,57.53584515,0.134880856,0.044742618,7.379469191
751,49.49321625,1.449261165,0.529036119,9.932581777
752,0.100280368,0.095206313,0.034333179,109.4399028
753,39.15277818,0.254885566,0.080816156,5.456370732
754,39.13656511,0.903898026,0.272988006,47.65266662
755,368.1874174,0.002928637,0.001084118,0.00013951
756,366.8887631,0.012650087,0.00458427,0.000741148
757,0.002211103,1.191996105,0.501931112,0.084421077
758,604.5069845,0.207241714,0.089543456,1.031323078
759,578.1438718,0.312284762,0.132690665,1.985929372
760,115.1316216,1.248058182,0.404375126,86.5228497
761,0.330774384,0.655532753,0.212890346,0.64911029
762,334.261795,0.058265199,0.050617482,0.017374617
763,5.349342721,1.737884604,0.55647985,5.933270103
764,6.050600355,1.742009484,0.558752554,6.507497801
765,0,0.0032392,0.003268952,99.10373262
766,0,0.17272877,0.061999492,0.234922731
767,261.2832653,0.967562633,0.333652705,33.22283781
768,657.0950023,0.153351865,0.05414601,38.23489583
769,380.9683498,0.673672843,0.253024724,37.79790628
770,0.000499257,0.03339431,0.012941648,139.0707646
771,649.7586583,0.184343266,0.067893778,0.975584959
772,0,0.244025272,0.143935061,56.68440186
773,251.8385585,0.408085031,0.148068314,2.800711788
774,1.529069679,0.58853107,0.193901621,196.8240467
775,48.94939291,1.785983045,0.587407991,3.862331175
776,0.001731975,0.140178899,0.050978385,32.56122471
777,63.91079159,0.549385219,0.205397467,34.26213221
778,175.8534276,0.863596469,0.320358298,10.94019093
779,0.372709546,0.274601001,0.088591013,89.40764234
780,22.24326955,0.8501759,0.28804494,136.1893426
781,0.683234316,1.22094617,0.507976986,85.75305929
782,5.189098541,0.886953931,0.297114887,0.107908948
783,80.04830522,1.156271082,0.370983435,81.62754737
784,100.1804635,0.965165899,0.333630955,48.79456109
785,108.5595191,0.74537119,0.273236493,49.42492414
786,0.078741459,0.756132937,0.29955541,6.175018056
787,0.032913291,0.510868697,0.175945937,15.45666023
788,0.000876243,0.391282198,0.136253319,21.07585882
789,169.7308169,0.45916844,0.184836081,3.39285982
790,1.178200427,0.3124008,0.10434347,37.05596523
791,1.482926622,0.335768983,0.112388537,36.90144223
792,0.63553833,0.123268616,0.04014568,34.19947308
793,0.560061513,0.11250124,0.036434238,89.42207639
794,13.19350058,1.192389408,0.427725918,0.309153703
795,0.41436362,0.426937978,0.129100557,43.77781644
796,0.434691446,0.416897598,0.127879213,43.36160164
797,10.35439891,1.084342893,0.351608102,35.71351363
798,171.5409332,0.125338123,0.045768271,2.871398486
799,171.42667,0.118697323,0.046958161,2.497566761
800,181.569131,0.091613276,0.037439041,1.393991585
801,174.0336576,0.110977625,0.04415342,2.653822441
802,35.69841893,0.310541457,0.108427756,0.058160565
803,80.86443396,1.234434051,0.51655046,1.472292276
804,0.001956289,0.345943243,0.136734693,0.416220522
805,188.1192908,0.031265712,0.013863636,1.889632716
806,110.9736107,0.938552584,0.341846086,6.324456655
807,60.12003363,0.316327014,0.116187853,8.424358055
808,0.008443476,0.005084898,0.003006868,118.6351048
809,20.78774645,1.264390155,0.404181997,1.176922743
810,109.2636849,0.031837164,0.012298975,53.1558615
811,109.2296251,0.029112918,0.011822581,52.36363304
812,88.99004986,0.95759258,0.303226061,64.1958258
813,148.0131892,0.818156037,0.284967858,0.129134114
814,172.9846009,0.80374592,0.284665576,0.204566373
815,185.8314213,0.823415187,0.282779497,0.141879382
816,738.3976533,0.227086863,0.075094355,1.228761804
817,0.019917706,0.24396499,0.116151865,172.0916904
818,0.094679235,0.392189436,0.175660242,167.622442
819,0.080372151,0.563017568,0.216829782,150.6056178
820,0.002805311,0.262140831,0.120077826,156.6247918
821,136.6008858,0.950515966,0.355352553,50.84404753
822,1.554843436,0.54313871,0.208845226,63.2725802
823,16.86861356,0.54313871,0.194388139,66.28747894
824,0,0.22402286,0.107593552,173.7641908
825,0.001631034,0.229920651,0.106726554,160.6661408
826,13.53638273,1.190685771,0.385265639,74.57576177
827,189.9579102,0.738427192,0.260941392,30.68416345
828,0.927190862,0.192151702,0.0646893,0.018481432
829,199.7931986,1.365325109,0.478870378,5.337166766
830,2.988289117,0.9879047,0.341488483,41.4177622
831,31.35547041,1.732199809,0.582953516,0.227688082
832,247.8732619,0.93573508,0.326599316,23.13609196
833,170.429267,0.731864442,0.263109813,0.070105065
834,241.6788036,0.58021989,0.205586856,51.1466005
835,134.4416284,0.801959824,0.278188824,0.226194616
836,133.281053,0.802708095,0.28039686,0.192830843
837,237.8887866,0.671681705,0.255746026,0.08682783
838,0.493192274,1.486617342,0.494539673,0.172787372
839,0.465998715,1.495212609,0.485293028,0.175127079
840,0.442925393,1.494757833,0.481345022,0.172845865
841,0.447457652,1.488754789,0.487059241,0.180186696
842,0.167719436,0.333542817,0.111455152,31.86521023
843,185.4274354,1.116045081,0.423751602,2.631628343
844,0.144024046,0.751475531,0.251355576,36.05034819
845,69.85699368,1.251106737,0.407606889,0.221207094
846,0,0.008611081,0.00377361,127.8029231
847,31.99381191,1.2379647,0.4187779,14.86015319
848,0.459698089,0.715630227,0.22780267,1.163021501
849,354.8336665,0.305302348,0.108976119,8.915114317
850,46.7630249,0.964644602,0.323223277,78.60574642
851,53.75635497,0.963992573,0.352625003,27.57572985
852,144.9115662,0.16051866,0.057605831,0.011920189
853,381.6557814,0.303536788,0.11744651,0.108971837
854,334.755031,0.320720242,0.109144811,0.152473617
855,12.65031364,0.498039217,0.216897236,117.5317994
856,24.77934479,0.582789634,0.240030622,116.1977771
857,0.000383103,0.536538492,0.195547097,15.91135884
858,151.2877297,0.259373239,0.094006534,34.21142096
859,323.7169781,0.000589732,0.000183717,3.44775E-05
860,323.7568072,0.000393155,0.000142891,0.000022985
861,367.919874,0.004881062,0.001378379,0.000340056
862,0.322700605,0.651720834,0.275209994,0.676018995
863,80.34465559,1.631703274,0.544838453,20.79209455
864,90.9280106,0.728837528,0.251926665,49.66403366
865,0,0.250864324,0.125698514,0.179361989
866,0,0.084879881,0.040576208,0.135115122
867,16.97110728,0.796892941,0.313491036,53.83199714
868,22.17562908,0.809635055,0.317234344,52.03957538
869,93.20067628,1.014911311,0.317832571,71.66405602
870,379.2814966,0.994074436,0.497277084,0.638472137
871,34.13097433,2.065660569,0.748968811,0.695148984
872,25.76636203,1.468734517,0.522066995,0.209104346
873,3.727780472,1.613970329,0.597351984,0.691725275
874,525.3808109,0.281257312,0.122130173,0.069604964
875,3.364055339,1.075341681,0.350225685,57.116305
876,9.000431711,1.356926693,0.43595407,88.55210451
877,385.1331135,1.198844213,0.410753506,4.560253722
878,387.2528044,1.19034907,0.418188453,3.908674584
879,383.7650814,1.203869509,0.419500502,3.627867676
880,390.7194974,1.183529025,0.423737329,4.097023122
881,404.9301202,1.155291647,0.405286632,3.822571956
882,413.8901882,1.154430168,0.407555385,3.326639286
883,12.87668312,2.091268005,0.744147341,3.153745362
884,0.014869615,0.840057064,0.332766929,0.322976223
885,0,0.381846764,0.143553251,33.01056337
886,194.3858638,0.055293821,0.020921803,18.8665787
887,0,0.476527952,0.223884675,51.57701774
888,24.04231334,0.672838018,0.21781482,0.330729652
889,0.097979144,0.224313681,0.071666982,67.61024192
890,0.073666898,0.28500133,0.088222609,6.73462816
891,0.070264882,0.341684645,0.109659405,0.400390359
892,109.6803044,0.535068541,0.165437242,36.77755336
893,696.7886577,0.744797809,0.266130281,0.082354355
894,25.27435373,2.245740801,0.735824041,2.167141167
895,383.840127,0.33703502,0.146721051,0.254666923
896,255.7467477,0.704855637,0.250614519,22.06905224
897,274.5639766,0.717963778,0.252927416,20.93077805
898,235.9041382,0.724464563,0.260566061,23.78656381
899,330.057302,0.47415507,0.188702175,0.517835528
900,0.099960125,0.944367337,0.307293885,1.766975509
901,406.9265258,0.630850386,0.239177453,0.410765474
902,386.6835873,0.526016169,0.218548797,0.301853655
903,30.3381189,0.779962813,0.256746081,0.206751966
904,3.085914996,1.733510372,0.577565889,0.223985872
905,0.002334977,0.467815488,0.205092486,0.132482943
906,0.431970781,0.54938574,0.215641501,0.206845762
907,1.513843549,0.566911102,0.224227909,0.165990409
908,55.07419569,0.679975657,0.234061813,0.371951142
909,301.8346529,0.150312988,0.065132948,0.235989341
910,222.1010518,0.189352275,0.075027608,0.033665861
911,233.5809161,0.239590587,0.094423197,0.081479709
912,9.739008262,1.173309417,0.387772906,0.450326292
913,72.6816483,0.490365246,0.188034436,38.19049976
914,66.21492809,0.49061391,0.187466356,39.43257533
915,15.95693383,0.120163726,0.040794073,70.21133354
916,203.5924242,0.803715181,0.294855722,0.455178728
917,330.6634772,1.582403923,0.660035441,0.755734425
918,189.2385376,0.728736933,0.257013813,1.079147927
919,59.22308348,0.674459333,0.242598882,0.895124789
920,164.615278,0.970615534,0.417387669,0.434464703
921,282.8920293,1.296653974,0.486904268,0.441252886
922,64.37025798,1.490125836,0.503481205,0.461879902
923,10.27262195,1.709740608,0.562939354,0.394710513
924,36.28760635,1.179663116,0.43134085,0.263712627
925,332.9969841,0.552538795,0.197658067,90.07695655
926,11.18601224,1.229114197,0.42180073,63.50606324
927,4.591726069,1.335512412,0.475532976,0.39411049
928,38.32232482,1.365779188,0.498885412,0.327751183
929,197.5978776,1.241131363,0.431094258,0.304972748
930,110.5573892,0.863995757,0.293128908,0.40635456
931,28.37507852,0.670868206,0.209668101,0.459576473
932,0,0.005853545,0.001404518,120.9421871
933,9.187946276,0.33905966,0.122170773,132.9489887
934,7.276327136,1.510756354,0.472868166,2.883527642
935,5.085586247,1.459105742,0.455783826,3.815002791
936,0.495252392,1.516950903,0.491526721,0.170681636
937,0.521621904,1.525409737,0.48970856,0.169862738
938,0.469294904,1.484297984,0.487526768,0.173489284
939,7.196664058,0.66197501,0.264621703,49.97596003
940,207.7013945,1.25749085,0.43998448,7.489170764
941,81.55588512,1.722014443,0.591883679,1.656216469
942,71.59551882,0.413115138,0.143601374,39.27335926
943,0.175246877,0.3465636,0.132017125,39.14318641
944,1.851512726,0.41796291,0.139788145,44.28264751
945,93.78597007,0.775741429,0.294466446,6.022293453
946,89.78435485,0.016379589,0.006287979,46.42828747
947,45.05022468,1.395143032,0.481466656,0.339946041
948,0.384878996,0.76411734,0.263750558,3.488581472
949,0.465318934,1.600537298,0.520267911,1.033494259
950,0.104772428,2.759391755,1.027666737,0.365321011
951,44.56510274,1.198721038,0.421430414,17.07767123
952,45.0313348,1.189434604,0.422540953,16.16090874
953,0.063576529,0.076781349,0.035419165,66.73900025
954,18.54862241,1.357294454,0.469447557,4.324348563
955,13.51966494,1.849374158,0.617431694,0.279243101
956,5.918939888,1.609315704,0.520271754,1.873004169
957,0.049478997,0.364188051,0.129154935,0.192559983
958,0.009323518,0.251928037,0.088097038,0.682282843
959,0.005956692,0.245924987,0.089729674,0.859407249
960,14.23079768,1.513235819,0.507691218,0.235742133
961,74.88278513,0.990324278,0.338840804,0.157527521
962,24.30302044,1.122680168,0.377174342,2.1500619
963,0.061960382,0.043744958,0.016675955,33.29901996
964,1.163505172,0.887971348,0.323978082,2.606894986
965,46.80728304,0.80221723,0.308261171,130.6228549
966,16.38041141,1.192161574,0.422645007,0.370210257
967,4.845541071,1.219066669,0.435038498,0.177817641
968,7.222110759,0.721656635,0.223230686,90.95206673
969,0,0.322099213,0.199648743,0.061604834
970,66.52581557,1.333950588,0.43493593,0.24342269
971,0.708464017,1.632465478,0.584874484,0.241853497
972,46.90238069,0.518057753,0.173267103,39.84508389
973,27.61986326,0.725925032,0.220315046,69.94804814
974,2.581394013,0.338801882,0.122069701,173.3227147
975,0.074124887,1.014370918,0.380316882,18.86736551
976,6.880429088,0.347018367,0.111947216,6.297103772
977,12.56358463,0.34181277,0.110953845,2.807801339
978,230.6566743,0.227349827,0.067069945,104.1750387
979,7.361575285,0.236553001,0.105404899,11.44632459
980,5.087841924,1.751626715,0.828296946,0.162717742
981,127.0437939,1.987391085,0.859694197,0.150992913
982,60.35309586,1.942107725,0.86418103,0.147847228
983,72.31822822,2.061875173,0.887715741,0.151374209
984,20.05098237,0.305224151,0.113345427,71.50810909
985,17.62812702,1.492083207,0.481070403,15.93246264
986,0,1.283969927,0.519048292,1.262994896
987,570.2898373,0.598556464,0.233545029,47.83993027
988,561.872146,0.600692796,0.240021094,50.03599397
989,0.392562596,1.160993079,0.429924807,1.065477937
990,0.000267927,0.590035947,0.222981276,53.86794245
991,190.756927,1.294419946,0.423014724,0.568732677
992,0.029128292,0.087253435,0.036724602,36.13303041
993,48.68538969,0.884621995,0.363004354,0.392657053
994,0.906462605,0.790061167,0.313873305,71.07210787
995,10.65922833,1.004443764,0.340768615,2.239408036
996,5.198307613,0.587243082,0.182791192,50.60830932
997,103.7786295,0.640632245,0.247105344,26.64134423
998,0,0.602199944,0.28331839,2.924013648
999,7.276337399,0.28213647,0.098306966,0.278715387
1000,0.206966022,0.498396614,0.189395483,0.177312034
1001,0.380842143,0.5033647,0.191598057,0.167931448
1002,0.170176629,0.489481281,0.190457901,0.161716628
1003,13.07280789,1.320385905,0.458778016,0.168126793
1004,64.21560993,0.983401168,0.379024016,0.912527193
1005,594.3138378,1.030521172,0.391209913,0.434282434
1006,50.3180059,1.367514424,0.441453433,54.38417647
1007,16.00619167,1.550538294,0.521518276,0.416911883
1008,42.81747715,1.512239381,0.499043254,1.501599932
1009,12.1536419,1.5202493,0.496433004,25.44705154
1010,0.273963887,1.247615084,0.512415291,1.678039189
1011,0.98839729,0.614553487,0.213980732,0.289484037
1012,89.64630482,0.333360959,0.153372278,0.180703008
1013,451.6783714,1.321748767,0.479587082,0.413038597
1014,25.05138184,0.752961243,0.245985522,0.7866635
1015,0.013834676,1.044608243,0.450106134,0.265667957
1016,102.2980908,1.01825444,0.425076012,0.173988616
1017,4.868640776,1.502394716,0.58461025,0.342870947
1018,84.49537368,1.250467522,0.428789621,0.161899357
1019,0.041887226,0.205676728,0.063944024,36.73885719
1020,4.018010098,0.238368323,0.070867525,88.21158668
1021,27.46440063,1.043986754,0.345621277,57.11989603
1022,567.5650748,0.398146314,0.226820429,0.117551454
1023,60.62420384,0.365705102,0.149264256,38.23372843
1024,99.26752654,0.294985976,0.095357225,3.221446697
1025,110.8943852,0.245380587,0.078160247,2.530431232
1026,311.7892739,0.44625764,0.156252917,0.141359057
1027,3.184423978,1.166919166,0.465273881,0.207885188
1028,28.16486724,1.204330142,0.474116683,0.151501679
1029,3.647337218,0.139944208,0.040498461,181.3841484
1030,70.36055496,0.191863697,0.081067981,0.012362127
1031,3.055185808,1.000267614,0.322143716,0.44881332
1032,0.669315446,1.29447779,0.431828804,0.197905958
1033,12.79608235,0.961009057,0.300364155,65.16618497
1034,9.644492433,0.76557025,0.248825266,156.1654372
1035,9.080650324,0.807439668,0.270039243,142.7434594
1036,10.6401168,0.782598907,0.252060317,140.5818808
1037,27.06507247,1.102438998,0.346699769,49.1397206
1038,0.129034033,0.3110366,0.120175351,0.110675538
1039,1.750900002,0.362244821,0.130736646,0.113156848
1040,0.035440059,0.304191056,0.120967448,0.121309721
1041,7.165174458,0.373695548,0.130574164,0.115912587
1042,14.80830644,0.400082006,0.141947866,0.11353419
1043,6.281106079,0.37431787,0.135367367,0.126066516
1044,3.190112813,0.344126251,0.112552139,4.77988214
1045,0.351983245,0.258796261,0.084332952,0.070722794
1046,13.06916126,0.732698379,0.225903159,119.3286406
1047,0.000966547,0.264095731,0.10565357,0.115192207
1048,0.022230582,0.301026104,0.116560138,0.115432334
1049,0.000483274,0.2446615,0.100860367,0.113831489
1050,0.850883597,0.345708833,0.128522836,0.114643346
1051,3.069270194,0.368379139,0.134737752,0.107062203
1052,0.466842231,0.335573872,0.125516929,0.12133259
1053,0.001288729,0.268949843,0.108761028,0.126626812
1054,0.007893468,0.295745256,0.114711912,0.128948037
1055,0.000161091,0.251898217,0.102769524,0.13566015
1056,0.361005328,0.339058876,0.123628082,0.132973017
1057,1.275197757,0.356021599,0.132503632,0.111121488
1058,0.204263612,0.330577515,0.126369956,0.121915755
1059,0.300526438,0.665217476,0.204368246,4.047607187
1060,271.2896509,0.574259006,0.218298061,59.05136475
1061,178.7527178,0.770746605,0.291434056,60.3045968
1062,42.49067919,0.243036554,0.109004688,100.0379904
1063,43.1740252,0.267766107,0.114340362,97.73874618
1064,40.94400204,0.248092374,0.108784983,101.8628535
1065,34.26637964,0.218334478,0.101440585,102.6754117
1066,88.00964545,1.067760286,0.362356039,102.0951587
1067,0.008661679,0.663175287,0.283893609,26.34392709
1068,5.072658219,0.617631611,0.217743143,7.386725904
1069,3.307674005,0.654164809,0.232683719,59.12123123
1070,0,0.036683835,0.022946682,24.34642936
1071,0,0.456087041,0.206000881,79.0036877
1072,5.337478383,1.649233088,0.545404396,0.217739389
1073,3.499978561,1.655542058,0.55227572,0.201950689
1074,130.0743802,0.308385036,0.116639863,89.74153505
1075,2.087666318,0.371356801,0.124183293,14.89085052
1076,3.459379972,0.544883545,0.204988803,64.14727768
1077,13.91399174,1.232677914,0.472396254,0.193338099
1078,2.924516033,0.404874884,0.154900128,174.7243169
1079,2.629059097,0.366411585,0.126362716,16.07792133
1080,9.05322067,1.011922895,0.382114165,1.141388122
1081,0,0.367265679,0.186935233,11.61480715
