ID,linker
363,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
364,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
365,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
366,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
367,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
368,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
369,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
370,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
371,[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
372,[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-]
373,[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-]
374,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
375,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
376,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
377,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
378,[O-]C(=O)C1=[C]C(=C([C]=C1[O])C(=O)[O-])[O]
379,[O-]C(=O)C1=[C]C(=C([C]=C1O)C(=O)[O-])O
380,[O-]C(=O)C1=[C]C(=C([C]=C1[O])C(=O)[O-])[O]
381,[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-]
382,O=C(c1cc(O)c(cc1O)C(=O)[O-])OOC(=O)c1cc(O)c(cc1O)C(=O)[O-]
383,[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-]
384,[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-]
385,Nc1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
386,Nc1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
387,Nc1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
388,n1ccc(cc1)c1nnc(nn1)c1ccncc1
389,[O-]C(=O)c1cc(cc(c1)n1cnnn1)C(=O)[O-]
390,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
391,[O-]C(=O)c1sc2c(c1)cc1c(c2)sc(c1)C(=O)[O-]
392,[O-]C(=O)c1cccc(c1c1c(cccc1C(=O)[O-])C(=O)[O-])C(=O)[O-]
393,[O-]C(=O)c1ccc(cc1)n1ccnc1C
394,[O-]C(=O)c1ccc(cc1)n1ccnc1C
395,[O-]C(=O)c1ccc(cc1)n1ccnc1C
396,[O-]C(=O)c1ccc(s1)C(=O)[O-]
397,[O-]C(=O)C1=CC=c2c(=[C]1)ccc(c2)C(=O)[O-]
398,C1=N[N]C=N1
399,
400,
401,[O-]C(=O)CCCC(=O)[O-]
402,[O]S(CCN1CCN(CC1)CCS([O])([O])[O])([O])[O]
403,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-]
404,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-]
405,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
406,N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N
407,N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N
408,N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N
409,CC(C(=O)[O-])NC(C(=O)[O-])C
410,CC(C(=O)[O-])NC(C(=O)[O-])C
411,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
412,[O-]C(=O)c1cc(OCc2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
413,[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccc(c1)c1nnc(n1c1ccc(cc1)C(=O)[O-])C
414,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
415,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
416,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
417,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
418,[O-]C(=O)CCCC(=O)[O-]
419,Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-]
420,Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-]
421,Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-]
422,O=C(c1cc(cc(c1)C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])NCC(=O)[O-]
423,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
424,[O-]C(=O)c1cccnc1
425,Cc1nnc(s1)SCC=CCSc1nnc(s1)C
426,[O-]C(=O)c1cccc(n1)C(=O)[O-]
427,Clc1ccc2c(c1)c(cc(c2c1c(OCc2ccccc2)cc(c2=C[C]=CC=c12)c1ccc(cc1)C(=O)[O-])OCc1ccccc1)c1ccc(cc1)C(=O)[O-]
428,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
429,[O-]C(=O)c1ncc(nc1)C(=O)[O-]
430,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
431,[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-]
432,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
433,[S]C#N
434,C[C]1N=NC(=C1c1ccc(cc1)C(=O)[O-])C
435,COc1cc(ccc1c1ccc(cc1OC)C(=O)[O-])C(=O)[O-]
436,CN(=O)=O
437,[O-]C(=O)c1cccc(c1)C1=N[N]C(=N[N]1)c1cccc(c1)C(=O)[O-]
438,[O-]C(=O)c1ccncc1
439,[O-]C(=O)c1ccc(cc1)c1cncc(c1)C(=O)[O-]
440,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
441,[O-]C(=O)CCCCC(=O)[O-]
442,[O-]C(=O)c1cccc(c1)C(=O)[O-]
443,n1ccc(cc1)c1ccncc1
444,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
445,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
446,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
447,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
448,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
449,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
450,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
451,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
452,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
453,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
454,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
455,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
456,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
457,n1ccc(cc1)C1=NN=N[N]1
458,n1ccc(cc1)C1=NN=N[N]1
459,
460,
461,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
462,[O-]C=O
463,[O-]C=O
464,[O-]C(=O)C(=O)[O-]
465,[O-]C(=O)C(=O)[O-]
466,[O-]C(=O)C(=O)[O-]
467,[S]C#N
468,[O-]C(=O)CC(=O)[O-]
469,n1ccncc1
470,[O-]C(=O)c1ccc(s1)C(=O)[O-]
471,[O-]C(=O)c1ccc(s1)C(=O)[O-]
472,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
473,[O-]C(=O)c1ccc(cc1)c1c(Br)c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-]
474,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
475,[O-]C(=O)c1ccc(cc1)c1c(Br)c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-]
476,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
477,[O-]C(=O)c1ccc(cc1)c1c(Br)c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-]
478,n1ccc(cc1)C1=N[N]N=N1
479,
480,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
481,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
482,[O-]C(=O)C12c3ccccc3C(c3c1cccc3)(c1c2cccc1)C(=O)[O-]
483,[O-]C(=O)CN(C1=NC(=[N]=C([N]1)N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
484,N1=NN=C([N]1)C1=NC=N[C]1C1=NN=N[N]1
485,[O]S(=O)(=O)[O]
486,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
487,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
488,[O-]C(=O)COCC(=O)[O-]
489,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
490,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
491,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
492,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
493,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
494,[O-]C(=O)C1CCN(CC1)CP(=O)([O])[O]
495,[O-]C(=O)c1ccc(nc1)c1ccncc1
496,[O-]C(=O)c1ccc(nc1)c1ccncc1
497,[O-]C(=O)c1ccc(nc1)c1ccncc1
498,[C]#[C]
499,[O-]C(=O)c1cccc(c1)c1ccncc1
500,[O-]C(=O)c1ccc(cc1)c1ccncc1
501,[O-]C(=O)c1cc2[nH]cnc2cc1C(=O)[O-]
502,N1=NC=C([CH]1)C1=CN=N[CH]1
503,N1=NC=C([CH]1)C1=CN=N[CH]1
504,N1=C[C](C=N1)C1=C[N]N=C1
505,[O-]C(=O)c1cccc(c1)C(=O)[O-]
506,[O-]C(=O)c1cccc(c1)C(=O)[O-]
507,[O-]C(=O)c1ccc(cc1)[CH][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
508,[O-]C(=O)c1ccc(cc1)[CH][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
509,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
510,[O-]C(=O)c1ccc(cc1)[CH][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
511,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
512,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
513,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
514,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
515,[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
516,[O-]C(=O)c1ccc(cc1)[CH][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
517,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
518,CC(C(=O)[O-])NC(=O)c1cc(cc(c1)C(=O)NC(C(=O)[O-])C)C(=O)NC(C(=O)[O-])C
519,[O-]C(=O)COCC(=O)[O-]
520,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
521,COc1cc2c(c3ccc(cc3)C(=O)[O-])c3cc(OC)c(cc3c(c2cc1OC)c1ccc(cc1)C(=O)[O-])OC
522,[O-]C(=O)c1ccc(cc1)c1ccccc1C(=O)[O-]
523,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
524,[O-]C(=O)c1cccc(c1)C(=O)[O-]
525,[NH][CH][CH]CC[CH][CH][NH]
526,NCCCCCCN
527,[O-]C(=O)c1ccncc1
528,CCOc1cc(C2=CC(=[C]C(=C2)C(=O)[O-])C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)Cl)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2)Cl
529,CC(P(=O)([O])[O])(P(=O)([O])[O])O
530,CC(P(=O)([O])[O])(P(=O)([O])[O])O
531,CC(P(=O)([O])[O])(P(=O)([O])[O])O
532,CC(P(=O)([O])[O])(P(=O)([O])[O])O
533,CC(P(=O)([O])[O])(P(=O)([O])[O])O
534,CC(P(=O)([O])[O])(P(=O)([O])[O])O
535,CC(P(=O)([O])[O])(P(=O)([O])[O])O
536,CC(P(=O)([O])[O])(P(=O)([O])[O])O
537,CCc1cnc(c(c1)C(=O)[O-])C(=O)[O-]
538,O=N(=O)C1=N[CH]C=N1
539,O=N(=O)C1=NC=C[N]1
540,OCC1=NN=C([N]1)CO
541,[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]
542,C(Cc1ccncc1)Cc1ccncc1
543,C(Cc1ccncc1)Cc1ccncc1
544,C(Cc1ccncc1)Cc1ccncc1
545,[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-]
546,[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-]
547,[O-]C(=O)[C]1C[C](C[C](C1)C(=O)[O-])C(=O)[O-]
548,O=C1[CH]C(=O)N=[C](=S)[N]1
549,[O-]C(=O)C1C(C(=O)[O-])C(C1C(=O)[O-])C(=O)[O-]
550,[O-]C(=O)CCC(=O)[O-]
551,[O]P(=O)([O])[O]
552,[O]P(=O)([O])[O]
553,[CH]1[N]C=C[C]([CH]1)c1ccncc1
554,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-]
555,n1ccc(cc1)C1=NN=N[N]1
556,[O-]C(=O)C(=O)[O-]
557,C1CN2CCN1CC2
558,CC1=N[CH]C=N1
559,O=N(=O)C1=N[CH]C=N1
560,n1ccc(cc1)c1ccncc1
561,[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-]
562,[O-]C(=O)c1ccc(s1)c1ccc(s1)C(=O)[O-]
563,[O-]C(=O)c1ccc(s1)c1ccc(s1)C(=O)[O-]
564,[O-]C(=O)c1ccc(s1)c1ccc(s1)C(=O)[O-]
565,[O-]C(=O)c1ccc(s1)c1ccc(s1)C(=O)[O-]
566,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
567,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
568,N1=NC=C([CH]1)C#CC#CC1=CN=N[CH]1
569,[O-]C(=O)c1ccc(cc1)P(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
570,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
571,Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C
572,Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C
573,Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C
574,Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C
575,Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C
576,CC1=NN=C([C]1c1c(C)[n-][nH]c1C)C
577,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
578,[O-]C(=O)CNCC(=O)[O-]
579,[O-]C(=O)CNCC(=O)[O-]
580,[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-]
581,[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-]
582,[O-]C(=O)c1ccc(s1)C(=O)[O-]
583,[O-]C(=O)c1ccc(s1)C(=O)[O-]
584,[O-]C(=O)c1ccc(s1)C(=O)[O-]
585,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
586,Nc1ccncn1
587,[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
588,
589,
590,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
591,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
592,[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-]
593,[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-]
594,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
595,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
596,[O-]C(=O)c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1
597,n1ccc(cc1)Nc1ccncc1
598,[O-]C=O
599,[O-]C=O
600,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
601,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
602,[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-]
603,[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-]
604,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
605,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
606,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
607,[C]#N
608,C1=C[N]C=N1
609,C1=N[CH]C=N1
610,C1=N[CH]C=N1
611,N1=N[C]2C(=N1)C=CC(=C2)[C]1C=CC2=NN=NC2=C1
612,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-]
613,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
614,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
615,N#CC(C(c1ccc(cc1)[C](C#N)C#N)(C#N)C#N)(c1ccc(cc1)[C](C#N)C#N)C#N
616,[O-][n+]1cc[n+](cc1)[O-]
617,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
618,[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
619,[O-]C(=O)[C][N][C]C(=O)[O-]
620,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
621,[O-]C(=O)c1cnccc1C(=O)[O-]
622,[O-]C(=O)c1cnccc1C(=O)[O-]
623,[O-]C(=O)c1cnccc1C(=O)[O-]
624,[O-]C(=O)c1ccc(s1)C(=O)[O-]
625,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
626,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
627,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
628,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
629,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
630,[O-]C(=O)CNCC(=O)[O-]
631,[O-]C(=O)CNCC(=O)[O-]
632,CC(C(C(=O)[O-])NCc1ccncc1)C
633,CC(C(C(=O)[O-])NCc1ccncc1)C
634,CC(C(C(=O)[O-])NCc1ccncc1)C
635,CC(C(C(=O)[O-])NCc1ccncc1)C
636,CC(C(C(=O)[O-])NCc1ccncc1)C
637,CC(C(C(=O)[O-])NCc1ccncc1)C
638,Cc1c(CN2[N]C=N[CH]2)c(C)c(c(c1CN1[N]C=N[CH]1)C)CN1[N]C=N[CH]1
639,n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1
640,n1ccc(cc1)C1=NN=N[N]1
641,c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1
642,[O-]C(=O)c1ccc(cc1)c1ccncc1
643,[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
644,N1=NN=C([N]1)c1ccc(cc1)C1=NN=N[N]1
645,[O-]C(=O)c1ccc(s1)C(=O)[O-]
646,[O-]C(=O)CCCCC(=O)[O-]
647,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
648,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
649,[O-]C(=O)CCCCC(=O)[O-]
650,[O-]C(=O)c1cc([S])c(cc1[S])C(=O)[O-]
651,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
652,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
653,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
654,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
655,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
656,[O-]C(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2
657,Nc1cccc(c1)C(=O)[O-]
658,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]
659,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]
660,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
661,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]
662,[O-]C=O
663,[O-]C=O
664,[O-]C=O
665,[O-]C=O
666,[O-]C(=O)CC(=O)[O-]
667,[O-]C(=O)CC(=O)[O-]
668,[O-]C(=O)c1ncc(nc1)C(=O)[O-]
669,[O-]C(=O)c1ncc(nc1)C(=O)[O-]
670,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
671,[O-]C(=O)c1ncc(nc1)C(=O)[O-]
672,[O-]C(=O)c1ncc(nc1)C(=O)[O-]
673,
674,
675,
676,
677,N1=C[N]N([CH]1)Cc1ccc(cc1)c1ccc(cc1)CN1[N]C=N[CH]1
678,[C]#N
679,[C]#N
680,[O-]C(=O)c1ccc(cc1)[N][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
681,[O]S(c1cccnc1)([O])[O]
682,C1N2CN3CN1CN(C2)C3
683,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
684,[O-]C=O
685,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
686,[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]
687,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]
688,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)O
689,[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])O
690,[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
691,[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-]
692,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
693,[O-]C(=O)C1=C([N]N=N1)C(=O)[O-]
694,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1
695,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1
696,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1
697,[O-]C(=O)C=Cc1ccccn1
698,[O]S(S([O])([O])[O])([O])[O]
699,n1ccc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1ccncc1)(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1
700,O=C1NC=NC2=NC=N[C]12
701,O=C1N[CH]N=C2[C]1N=C[N]2
702,O=C1N[CH]N=C2[C]1N=C[N]2
703,[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-]
704,[O-]C(=O)c1cc(cc(c1)c1cccnc1)C(=O)[O-]
705,C1Cc2nnc3c4c2c(C1)nnc4CCC3
706,C1Cc2nnc3c4c2c(C1)nnc4CCC3
707,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
708,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
709,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
710,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
711,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
712,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
713,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
714,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
715,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
716,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
717,O=C(c1cccc(c1)C(=O)Nc1ccncc1)Nc1ccncc1
718,[O-]C(=O)c1ccc(cc1)c1c(Br)c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-]
719,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
720,[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
721,NC1=C2N=CN=C2[N]C=N1
722,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
723,n1ccc(cc1)C1=NN=N[N]1
724,[O]P(=O)([O])[O]
725,C1CCSCCCSCCCS1
726,[O-]C(=O)CNCC(=O)[O-]
727,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]
728,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
729,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
730,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
731,
732,
733,[O-]C(=O)c1ccc(c(c1)S([O])([O])[O])C(=O)[O-]
734,Oc1cc(c(cc1P(=O)(O)[O])O)P(=O)(O)[O]
735,[O-]C=O
736,[O-]C=O
737,[O-]C(=O)C(=O)[O-]
