114 128 La 4
115 81 Ni 3
116 130 Mn 6
117 90 Mn 4
118 200 Co 8
119 32 Bi 4
120 164 Ni 8
121 154 Zn 10
122 138 Cu 6
123 72 Cu 4
124 72 Cu 4
125 64 Nd 4
126 114 Zn 6
127 440 Mo 8
128 192 Zn 8
129 174 Ni 4
130 296 Na 4 Ni 4
131 104 Dy 4
132 104 Gd 4
133 64 Zn 4
134 184 Co 4
135 122 Mn 2
136 153 Fe 3
137 306 Fe 6
138 153 Fe 3
139 100 Cu 4
140 112 Cu 4
141 144 Zn 12
142 56 Pr 2
143 52 Ce 2
144 218 Mg 6
145 222 Ca 6
146 58 La 2
147 204 Cu 4
148 292 Zn 8
149 54 Fe 6
150 54 Fe 6
151 54 Fe 6
152 54 Fe 6
153 54 Fe 6
154 54 Fe 6
155 312 Ni 16
156 360 Cu 24
157 180 Cu 12
158 96 Cu 4
159 96 Cu 4
160 96 Cu 4
161 96 Cu 4
162 136 Pr 8
163 160 Gd 4
164 219 Mn 3
165 336 Cu 12 Mo 12
166 99 Cd 3
167 66 Ba 6
168 112 Gd 4
169 192 Ag 16
170 108 Ca 4
171 232 Cd 16
172 132 Cu 4
173 274 Dy 6
174 100 Co 4
175 52 Mo 4
176 246 Cu 18
177 143 Mg 3
178 112 Nd 4
179 74 Pr 2
180 54 Co 2
181 124 Cu 4
182 138 Mn 6
183 138 Mn 6
184 68 Mn 4
185 84 Co 8
186 172 Dy 8
187 64 Cd 8
188 64 Cd 8
189 70 Co 6
190 176 Cu 4
191 70 Co 6
192 124 Co 4
193 54 Co 6
194 56 Pr 4
195 56 Nd 4
196 146
197 96
198 204 Zn 4
199 92 Co 4
200 38 Ga 2
201 100 Dy 4
202 100 Ho 4
203 100 Er 4
204 100 Tm 4
205 76 Mn 8 Mo 4
206 240 Cu 12 Mo 4
207 220 Cu 12 Mo 4
208 228 Li 10
209 148 Cd 4
210 102 Cu 6
211 94 Dy 4
212 60 La 2
213 116 Nd 4
214 128 Cu 16
215 120 Cu 16
216 220 Cd 4
217 238 Zn 6
218 37 Mn 1
219 41 Mn 1
220 54 Co 6
221 304 Mn 6
222 284 Cu 8
223 136 Cd 4
224 136 Cd 4
225 140 Cu 4
226 112 Yb 2
227 180 Mn 12
228 180 Co 12
229 176 Y 4
230 176 Yb 4
231 176 Lu 4
232 176 Sm 4
233 176 Gd 4
234 176 Dy 4
235 176 Ho 4
236 176 Er 4
237 176 Tm 4
238 252 Nd 12
239 96 Co 4
240 96 Ni 4
241 100 Co 4
242 100 Ni 4
243 170 Mn 6
244 180 Co 12
245 69 Fe 3
246 69 Fe 3
247 69 Fe 3
248 69 Fe 3
249 34 Zn 2
250 340 Co 20
251 58 Cu 6
252 64 Cu 4
253 64 Cu 4
254 328 Co 8
255 136 Co 4
256 96 Mn 2
257 82 Mn 2
258 256 Zn 16
259 200 Mn 12
260 112 Cu 8
261 180 Mn 4
262 34 Cd 1 Ni 1
263 64 V 4 Ni 2
264 64 V 4 Co 2
265 200 Cd 4
266 208 Zn 8
267 176 Mn 8
268 244 Nd 4
269 244 Pr 4
270 376 Co 8
271 160 Zn 4
272 74 Co 6
273 223 Mn 3 Zn 6
274 34 Cu 10
275 34 Cu 10
276 34 Cu 10
277 36 Ga 2
278 222 In 3
279 156 Cu 12
280 156 Cu 12
281 156 Cu 12
282 156 Cu 12
283 156 Cu 12
284 156 Cu 12
285 156 Cu 12
286 156 Cu 12
287 156 Cu 12
288 156 Cu 12
289 156 Cu 12
290 156 Cu 12
291 156 Cu 12
292 156 Cu 12
293 156 Cu 12
294 156 Cu 12
295 156 Cu 12
296 156 Cu 12
297 156 Cu 12
298 156 Cu 12
299 156 Cu 12
300 156 Cu 12
301 156 Cu 12
302 156 Cu 12
303 156 Cu 12
304 156 Cu 12
305 156 Cu 12
306 156 Cu 12
307 156 Cu 12
308 156 Cu 12
309 156 Cu 12
310 156 Cu 12
311 156 Cu 12
312 156 Cu 12
313 156 Cu 12
314 156 Cu 12
315 156 Cu 12
316 156 Cu 12
317 222 In 3
318 52 Cd 2 Ni 2
319 88 Zn 8
320 244 Cu 4
321 186 K 6 U 2
322 122 U 2
323 240 Mn 8
324 20 Zn 2 Ni 2
325 95 Cd 3
326 66 Zn 2 Ni 2
327 20 Zn 2 Ni 2
328 296 Cd 8
329 76 Gd 4
330 76 Gd 4
331 76 Gd 4
332 76 Gd 4
333 76 Gd 4
334 76 Gd 4
335 146 Fe 10
336 183 Zn 3
337 49 Ni 3
338 51 Ni 3
339 216 Cd 8
340 116 Cu 8
341 104 Co 8
342 84 U 6
343 66 U 6
344 108 Zn 4
345 108 Co 12
346 108 Co 12
347 108 Co 12
348 148 Cu 4
349 106 Zn 8
350 112 Mn 8 Re 24
351 112 Mn 8 Re 24
352 112 Mn 8 Re 24
353 112 Mn 8 Re 24
354 176 Zn 8 Co 8
355 166 Zn 8
356 38 Al 2
357 75 Al 4
358 38 Al 2
359 51 Co 3
360 172 Sr 8 Cd 4
361 144 Ca 4 Cd 4
362 230 Ca 2 Cd 4
363 60 Ce 2
364 60 Y 2
365 60 Pr 2
366 60 Nd 2
367 60 Sm 2
368 60 Gd 2
369 60 Dy 2
370 60 Er 2
371 60 Tm 2
372 304 Zn 8
373 224 Zn 4
374 232 Co 8
375 232 Co 8
376 67 Co 3
377 176 Zn 16
378 48 La 2
379 54 La 2
380 52 Nd 2
381 56 Sm 2
382 56 Gd 2
383 56 Gd 2
384 56 Er 2
385 64 La 2
386 64 Nd 2
387 64 Ce 2
388 356 Cu 16 W 4
389 88 Cu 4
390 68 Sc 4
391 132 Zn 4
392 201 Cd 3
393 196 Cd 4
394 196 Co 4
395 392 Cd 8
396 400 Co 12
397 367 Mn 16
398 54 Cd 6
399 144 Zn 4
400 45 K 1 Mn 1
401 94 Nd 4
402 160 Ag 4
403 143 Co 3
404 176 Zn 16
405 192 Be 16
406 62 Mn 2
407 62 Cd 2
408 124 Mn 4
409 125 La 2 Cu 3
410 125 Nd 2 Cu 3
411 216 Pr 8 Cu 8
412 99 Cd 3
413 334 Zn 8
414 156 Cd 4
415 156 Cd 4
416 156 Cu 4
417 156 Co 4
418 94 Nd 4
419 160 Gd 8
420 160 Sm 8
421 160 Ce 8
422 142 Cu 4
423 158 In 4
424 192 Co 12
425 72 Ag 2
426 100 La 4 Mo 8
427 260 Zn 4
428 252 Zn 16
429 44 Tm 2
430 148 Zn 4
431 140 Zn 4
432 74 Zn 2
433 56 Co 4 Hg 4
434 216 Zn 8
435 214 Zn 8
436 220 Rb 12
437 196 La 4
438 143 Ni 9
439 156 Co 6
440 128 Co 8
441 56 Pr 2
442 172 Ba 8 Cd 4
443 50 Ni 2
444 95 Co 5
445 146 Ni 6
446 234 Zn 18
447 234 Zn 18
448 102 Mn 6
449 102 Mn 6
450 102 Mn 6
451 102 Mn 6
452 102 Mn 6
453 102 Mn 6
454 102 Mn 6
455 102 Mn 6
456 102 Mn 6
457 164 Ag 14
458 164 Ag 14
459 58 Zn 2
460 58 Zn 2
461 156 Cu 12
462 108 Fe 12
463 108 Co 12
464 16 Ho 2
465 92 K 4 U 4
466 92 K 4 U 4
467 56 Cd 4 Hg 4
468 84 Sr 4 Co 4
469 28 Zn 1
470 172 Gd 8
471 172 La 8
472 164 Zn 4
473 82 Zn 2
474 168 Zn 4
475 84 Zn 2
476 176 Zn 4
477 88 Zn 2
478 130 Cu 6
479 300 Cd 6
480 84 Mn 8
481 162 Fe 6
482 196 Zn 4
483 94 Gd 4
484 68 Zn 4
485 68 Mn 8
486 180 Zn 8
487 164 Zn 8
488 166 Gd 4 Zn 6
489 104 Ce 4
490 104 Pr 4
491 104 Nd 4
492 104 Sm 4
493 104 Gd 4
494 104 Y 4
495 360 Ni 8
496 280 Zn 8
497 180 Cd 4
498 34 Cd 6
499 284 K 2 Cd 6
500 188 Cd 4
501 184 Ni 4
502 30 Zn 2
503 90 Cd 6
504 30 Cu 2
505 204 Co 24
506 324 Ni 24
507 128 Nd 4
508 128 Nd 4
509 128 Nd 4
510 128 Nd 4
511 128 Nd 4
512 128 Nd 4
513 160 Nd 4
514 128 Nd 4
515 172 Nd 4
516 128 Nd 4
517 176 Dy 4
518 358 Zn 6
519 166 Sm 4 Cu 6
520 130 Cu 8
521 132 Ni 2
522 106 Cd 2
523 64 Gd 4
524 148 Cu 8
525 28 Cd 1 Ni 1
526 34 Cd 1 Ni 1
527 66 Cd 4
528 154 Zn 4
529 66 Ce 2 Ru 4
530 66 Dy 2 Ru 4
531 66 Er 2 Ru 4
532 66 Gd 2 Ru 4
533 66 Ho 2 Ru 4
534 66 La 2 Ru 4
535 66 Nd 2 Ru 4
536 78 Pr 2 Ru 4
537 136 Co 4
538 252 Co 12
539 210 Zn 10
540 288 Cu 32
541 428 La 8
542 142 Cu 8 Mo 2
543 142 Cu 8 Mo 2
544 142 Cu 8 Mo 2
545 71 Cd 3
546 75 Cd 3
547 69 Zn 3
548 42 Zn 2
549 44 U 4
550 72 Cu 8
551 72 Al 12
552 72 Al 12
553 140 Co 4
554 162 Zn 4
555 142 Cd 10
556 80 Mn 4 Cr 4
557 384 Cu 32
558 140 Cd 6
559 252 Cd 12
560 108 La 2
561 158 Co 4
562 124 Zn 4
563 124 Zn 4
564 124 Zn 4
565 124 Zn 4
566 76 Al 4
567 76 Al 4
568 116 Ni 8
569 336 Ca 12
570 68 Mg 4
571 189 Fe 3
572 189 Fe 3
573 189 Fe 3
574 189 Fe 3
575 189 Fe 3
576 183 Fe 3
577 120 Zn 4
578 178 Ce 4 Cu 6
579 178 Ho 4 Cu 6
580 116 Ce 4 U 8
581 116 Nd 4 U 8
582 164 Nd 8
583 164 Nd 8
584 164 Nd 8
585 100 Cd 4
586 108 Cu 6
587 147 Co 3
588 108 Cd 4
589 288 Zn 18
590 65 Ce 2 U 3
591 65 Nd 2 U 3
592 112 Ce 4 U 8
593 112 Nd 4 U 8
594 264 Cu 8
595 404 Zn 12
596 168 Cd 4
597 58 Cd 2
598 108 Mg 12
599 108 Mn 12
600 172 Zn 8
601 172 Cd 8
602 89 Zn 3
603 126 Zn 2
604 106 Zn 8
605 212 Zn 16
606 212 Zn 16
607 216 Fe 4 Ni 6
608 272 Zn 16
609 272 Zn 16
610 340 Zn 20
611 154 Zn 8 Co 2
612 380 Zn 8
613 216 Zn 12
614 124 In 4
615 122 Zn 2
616 62 Mn 4 Nb 2
617 34 Cd 2
618 210 Cu 12
619 118 Pr 4 Cu 6
620 266 Ga 24
621 216 Cd 8
622 172 Zn 8
623 208 Cd 8
624 164 Yb 8
625 228 Co 12
626 178 Ni 6
627 178 Ni 6
628 336 Zn 12
629 210 K 6 Zn 4
630 178 Er 4 Cu 6
631 178 La 4 Cu 6
632 192 Zn 6
633 192 Zn 6
634 192 Zn 6
635 192 Zn 6
636 192 Zn 6
637 192 Zn 6
638 145 Cu 3
639 158 Cu 8
640 64 Cu 4
641 308 Zn 8
642 296 Cu 8
643 136 In 4
644 63 Cd 3
645 66 La 4
646 56 La 2
647 72 V 4
648 72 V 4
649 304 Mg 16
650 108 Mn 12
651 140 Zn 4
652 140 Zn 4
653 144 Zn 4
654 140 Zn 4
655 140 Zn 4
656 140 Zn 4
657 220 Cr 6 Cu 6
658 130 Er 2
659 130 Er 2
660 94 Er 2
661 86 Tm 2
662 108 Mn 12
663 108 Mn 12
664 108 Mn 12
665 108 Mn 12
666 40 Cu 4
667 40 Cu 4
668 36 Nd 2
669 36 Sm 2
670 156 Cu 12
671 36 Gd 2
672 36 Dy 2
673 56 La 2
674 56 Ce 2
675 56 Pr 2
676 56 Nd 2
677 204 Cu 4
678 212 Fe 4 Ni 6
679 212 Co 4 Ni 6
680 124 Gd 4
681 304 Ag 16
682 94 Ag 6
683 64 Er 4
684 108 Mn 12
685 106 Zn 8
686 130 Zn 8
687 71 Zn 4
688 348 Dy 4 Ni 4
689 78 Ca 6
690 74 Zn 2
691 228 In 4
692 138 Fe 6
693 134 Cd 14
694 408 Cd 4
695 408 Cd 4
696 408 Cd 4
697 282 Cu 10
698 98 Cu 2
699 328 Cu 4
700 132 Co 12
701 132 Co 12
702 132 Co 12
703 104 Cu 4
704 208 Cu 8
705 128 Cu 8
706 128 Cu 8
707 72 V 4
708 72 V 4
709 72 V 4
710 72 V 4
711 72 V 4
712 72 V 4
713 72 V 4
714 328 Zn 8
715 232 Zn 8
716 114 Zn 4
717 260 Co 4
718 90 Zn 2
719 264 In 9
720 134 Cd 6
721 176 Cu 8
722 108 Zn 4
723 130 Cu 6
724 62 Al 10
725 124 Ag 4
726 178 Sm 4 Cu 6
727 46 K 2 Gd 2
728 131 Co 3
729 196 Nd 4
730 162 Mg 6
731 332 Cu 16
732 248 Cu 16
733 448 Zn 24
734 46 Zn 2
735 108 Mn 12
736 108 Mn 12
737 131 Na 13 Fe 4 Sb 2 W 18
738 76 Y 4
739 48 Np 6
740 10 Cd 2
741 112 Sm 4
742 112 Pr 4
743 34 Cu 10
744 166 Ni 4
745 134 Zn 6
746 128 Zn 4
747 128 Zn 4
748 192 Cu 12
749 224 Cd 8
750 354 Cd 6
751 87 Co 3
752 208 Dy 16
753 132 Cu 12
754 156 Mn 6
755 120 Ca 4
756 120 Ca 4
757 120 Ca 4
758 64 Ca 4
759 64 Ca 4
760 96 Ca 6
761 15 Cd 3
762 296 Zn 8
763 102 Zn 6
764 102 Zn 6
765 110 Gd 4 Co 2
766 72 Ag 6
767 216 Cd 8
768 216 Cd 8
769 180 Mn 4
770 160 Pr 8
771 104 Cd 4
772 94 Dy 4
773 266 Co 6
774 128 La 8
775 148 Zn 4
776 112 Mn 8 Re 24
777 274 Cd 12
778 274 Zn 12
779 52 La 4
780 102 Mg 6
781 162 Mg 6
782 174 Zn 6
783 86 Tm 2
784 100 Tm 4
785 200 Tm 8
786 114 Zn 2
787 324 Cd 4
788 162 Zn 2
789 142 Ni 2
790 328 Ce 8
791 328 Nd 8
792 242 Yb 8
793 242 Y 8
794 111 Co 5
795 84 Gd 4
796 84 Dy 4
797 144 Na 12
798 178 La 4 Cu 6
799 178 La 4 Cu 6
800 178 La 4 Cu 6
801 178 La 4 Cu 6
802 264 Mn 8
803 176 Cu 4
804 84 Cd 2 Ni 2
805 178 Dy 4 Cu 6
806 100 Yb 4
807 212 Zn 8
808 42 Cd 4
809 92 Cu 8
810 320 Nd 8
811 320 Sm 8
812 138 Zn 10
813 188 Fe 2 Ag 6
814 188 Zn 2 Ag 6
815 188 Zn 2 Ag 6
816 81 Cu 3
817 50 Y 2
818 50 Y 2
819 50 Y 2
820 50 Y 2
821 100 Y 4
822 100 Y 4
823 50 Y 2
824 50 Sm 2
825 50 Gd 2
826 80 Y 4
827 102 Cd 6
828 114 Cu 12
829 124 Co 4
830 84 Co 4
831 96 Cu 6
832 76 Y 4
833 76 Dy 4
834 76 Dy 4
835 76 Er 4
836 76 Er 4
837 76 Yb 4
838 106 Zn 8
839 106 Zn 8
840 106 Zn 8
841 106 Zn 8
842 95 Cu 5
843 276 Cd 4
844 78 Dy 2
845 224 Cu 8
846 64 Zn 4
847 256 Zn 16
848 40 Cd 8
849 56 Sr 4
850 312 La 4
851 138 La 4
852 400 Cu 64
853 74 Zn 6
854 74 Zn 6
855 138 Mg 6
856 138 Mg 6
857 148 Co 12
858 178 Ag 6
859 120 Sr 4
860 120 Sr 4
861 120 Ca 4
862 164 Cu 12
863 320 Zn 4
864 160 Mn 4
865 48 Cu 2
866 132 Zn 4
867 138 Mn 6
868 138 Mn 6
869 170 Ni 6
870 144 Al 24
871 184 Na 2 Zn 2
872 114 In 6
873 108 Ga 6
874 38 Zn 2
875 150 Zn 14
876 68 Ce 2
877 124 Mn 4
878 124 Mn 4
879 124 Mn 4
880 124 Mn 4
881 124 Mn 4
882 124 Mn 4
883 248 Mn 8
884 20 Fe 1 Ni 1
885 228 Mn 4
886 220 Co 4
887 140 Na 8 Co 4
888 248 Cd 8
889 58 Mn 6 W 12
890 58 Co 6 W 12
891 56 Zn 4 W 12
892 200 Zn 8
893 200 Co 8
894 100 Zn 2
895 112 Mn 4
896 136 Mn 8
897 136 Mn 8
898 136 Mn 8
899 112 Mn 4
900 112 Mn 4
901 112 Mn 4
902 112 Mn 4
903 276 Zn 12
904 108 Cu 6
905 104 Cu 4
906 104 Cu 4
907 104 Cu 4
908 116 Cu 4
909 116 Cu 4
910 144 Cu 4
911 144 Cu 4
912 80 Zn 4
913 102 Mn 6
914 102 Mn 6
915 218 Mn 4
916 160 Zn 4
917 200 Ti 8
918 76 Lu 4
919 232 Cu 12 Mo 4
920 108 Zn 4
921 132 Zn 4
922 180 Zn 4
923 196 Zn 4
924 49 Zn 3
925 144 Zn 8
926 204 Mn 10 Ni 2
927 112 Zn 4
928 112 Zn 4
929 112 Zn 4
930 132 Cd 4
931 248 Cd 8
932 208 Tm 16
933 76 Sm 4
934 54 Mg 6
935 54 Mg 6
936 106 Zn 8
937 106 Zn 8
938 106 Zn 8
939 166 Mn 6
940 196 Cd 4
941 116 Zn 2
942 340 La 4
943 96 Pr 2
944 170 Sm 2
945 180 Dy 2 Cu 2
946 192 Ga 12
947 72 V 4
948 74 Fe 6
949 146 Fe 6
950 108 Zn 4
951 36 Cr 2
952 36 Cr 2
953 64 Er 4
954 224 Zn 8
955 108 Cu 6
956 102 Cu 6
957 136 Cd 24
958 248 Cd 24
959 248 Cd 24
960 54 Zn 2
961 234 Zn 18
962 68 Pb 4
963 180 Ag 28
964 200 Co 12
965 72 Li 8
966 134 Co 6
967 118 Cu 4
968 256 Co 8
969 368 Zn 8
970 108 Cu 4
971 162 Cu 6
972 304 Cd 8
973 120 Zn 12
974 136 La 4
975 88 Cu 4
976 166 Dy 4 Cu 6
977 166 Ho 4 Cu 6
978 76 Lu 4
979 248 Cd 4
980 244 Zn 4
981 122 Zn 2
982 122 Zn 2
983 122 Zn 2
984 128 Mn 8
985 204 Fe 12
986 42 Zn 2
987 96 Mg 6
988 96 Mg 6
989 80 Cu 4
990 152 Y 8
991 76 Y 4
992 296 Co 16
993 153 Co 3
994 224 Zn 16
995 200 Ba 4
996 116 U 6
997 80 Cd 4
998 126 Co 2
999 316 Ag 48
1000 108 Mg 12
1001 108 Mg 12
1002 108 Mg 12
1003 100 Cu 4
1004 192 In 8
1005 180 In 4
1006 296 Sm 8
1007 141 Mn 3
1008 142 Mn 1 Co 3
1009 142 Mn 1 Ni 3
1010 184 Cu 8
1011 17 Mn 3
1012 141 Zn 3
1013 141 Zn 3
1014 248 Zn 8
1015 108 Cu 4
1016 216 Cu 8
1017 116 Cu 4
1018 224 Cd 8
1019 114 Co 6 W 4
1020 100 Er 4
1021 198 Cu 6
1022 172 Co 4
1023 320 Cd 16
1024 288 Cd 4 Cu 12
1025 288 Cu 12 Hg 4
1026 74 Co 6
1027 56 Co 4
1028 56 Co 4
1029 188 Gd 12
1030 210 Ba 6 Cu 6
1031 54 Ni 6
1032 40 V 2
1033 76 Er 4
1034 76 Dy 4
1035 76 Ho 4
1036 76 Tm 4
1037 76 Yb 4
1038 108 Fe 12
1039 108 Fe 12
1040 108 Fe 12
1041 108 Fe 12
1042 108 Fe 12
1043 108 Fe 12
1044 166 Nd 4 Cu 6
1045 118 Er 4 Cu 6
1046 146 Ce 2
1047 108 Fe 12
1048 108 Fe 12
1049 108 Fe 12
1050 108 Fe 12
1051 108 Fe 12
1052 108 Fe 12
1053 108 Fe 12
1054 108 Fe 12
1055 108 Fe 12
1056 108 Fe 12
1057 108 Fe 12
1058 108 Fe 12
1059 20 Cd 4
1060 136 Mg 8
1061 102 Ca 6
1062 51 Sr 3
1063 51 Sr 3
1064 51 Sr 3
1065 51 Sr 3
1066 68 Sr 4
1067 232 Zn 8
1068 72 Pb 8
1069 164 Er 8
1070 171 Zn 9
1071 78 Zn 6
1072 102 Cu 6
1073 102 Cu 6
1074 108 La 4
1075 166 La 4 Zn 6
1076 200 Ni 4
1077 160 Ag 4
1078 76 Nd 4
1079 166 Ce 4 Cu 6
1080 144 Zn 4
1081 152 Zn 8
1082 44 Co 4
1083 148 V 8 Ni 4
1084 512 Zn 8
1085 56 Nd 2
1086 56 Nd 2
1087 50 V 4
1088 166 Sm 4 Zn 6
1089 110 Zn 4
1090 222 Zn 6
1091 115 Zn 5
1092 114 Cd 6
1093 222 Zn 10
1094 102 Hf 6
1095 102 Hf 6
1096 216 Cd 8
1097 276 Zn 12
1098 178 Gd 4 Cu 6
1099 178 Sm 4 Cu 6
1100 136 Cd 8
1101 140 Mn 4
1102 116 Cd 2 Cu 2
1103 136 Zn 8
1104 164 Zn 8
1105 164 Zn 8
1106 164 Zn 8
1107 172 Cd 4
1108 344 Cd 8
1109 92 Zn 4
1110 42 Cu 4
1111 104 Sc 6
1112 156 Zn 4
1113 141 Mn 9
1114 72 Cd 8
1115 428 Cd 4
1116 428 Cd 4
1117 408 Cd 4
1118 428 Cd 4
1119 428 Cd 4
1120 428 Cd 4
1121 428 Cd 4
1122 428 Cd 4
1123 428 Cd 4
1124 428 Cd 4
1125 428 Cd 4
1126 408 Cd 4
1127 408 Cd 4
1128 408 Cd 4
1129 408 Cd 4
1130 408 Cd 4
1131 428 Cd 4
1132 428 Cd 4
1133 428 Cd 4
1134 180 Cu 4
1135 208 Cu 8
1136 228 Cu 12
1137 74 Cu 2
1138 108 Co 4
1139 100 Co 4
1140 256 Cu 8
1141 116 Yb 4
1142 68 Ca 4
1143 38 Ca 2
1144 38 Ca 2
1145 196 Zn 4
1146 224 Ag 16
1147 112 Ag 8
1148 112 Ag 8
1149 224 Ag 16
1150 204 La 4
1151 108 Zn 4
1152 202 Ni 6
1153 234 Zn 12
1154 291 Ag 9 W 36
1155 68 Co 4
1156 136 U 8
1157 342 Cu 6
1158 392 Zn 8
1159 92 Mn 4
1160 198 Pr 6
1161 158 Cd 6
1162 198 Er 6
1163 188 Zn 4
1164 172 Zn 4
1165 89 La 2 Ni 3
1166 122 Cd 2
1167 240 Cd 8
1168 76 Ca 4
1169 76 Ca 4
1170 140 Ni 4
1171 220 Cu 8
1172 224 Cu 8
1173 132 Zn 12
1174 144 Co 12
1175 144 Co 12
1176 150 Cd 6
1177 96 Ag 4
1178 208 Cu 8
1179 296 Sm 8
1180 296 Sm 8
1181 296 Gd 8
1182 296 Gd 8
1183 176 Zn 8
1184 176 Zn 8
1185 176 Zn 8
1186 176 Zn 8
1187 176 Zn 8
1188 176 Zn 8
1189 144 Ga 20
1190 196 K 4 Cd 16
1191 142 Zn 6
1192 164 Zn 8
1193 100 Ni 4
1194 72 V 4
1195 72 V 4
1196 72 V 4
1197 188 Na 8 Co 4
1198 92 Mn 4
1199 100 Ni 4
1200 110 U 6
1201 94 Zn 8
1202 94 Zn 8
1203 106 Zn 8
1204 106 Zn 8
1205 106 Zn 8
1206 352 Ni 8
1207 96 Cu 9
1208 116 Ni 2
1209 116 Ni 2
1210 116 Ni 2
1211 166 Zn 6
1212 166 Zn 6
1213 166 Zn 6
1214 94 Mn 2
1215 136 Zn 4
1216 80 La 2
1217 360 Zn 8
1218 80 Ce 2
1219 110 Zn 2
1220 110 Zn 2
1221 10 Cd 2
1222 64 Y 4
1223 64 Lu 4
1224 102 Zn 2
1225 56 Cd 4 Hg 4
1226 56 Mn 4 Hg 4
1227 216 Zn 6
1228 216 Zn 6
1229 142 Zn 4
1230 284 Zn 8
1231 51 Zn 3
1232 312 Zn 8
1233 312 Zn 8
1234 288 Zn 16
1235 192 Sn 8
1236 36 Cr 2
1237 138 Mg 6
1238 138 Mg 6
1239 69 Zn 3
1240 222 Zn 6
1241 216 Cd 6
1242 23 Co 3
1243 144 Zn 4
1244 228 Co 4
1245 248 Zn 8
1246 252 Cu 12
1247 268 Co 8
1248 234 Ni 6
1249 264 Cu 12
1250 74 Gd 2
1251 156 Cu 8 W 4
1252 320 Zn 16
1253 112 Mn 8 Re 24
1254 72 Co 6
1255 56 Pr 2
1256 262 Ni 4
1257 50 La 2
1258 50 Ce 2
1259 84 Cu 4
1260 100 Zn 4
1261 49 Zn 5
1262 60 Zn 2
1263 38 Al 2
1264 112 Zn 4
1265 88 Na 4 Cu 4
1266 90 Cd 6
1267 364 Cd 8
1268 228 Zn 12
1269 90 Cd 2
1270 43 Zn 1
1271 216 Zn 4 Pd 4
1272 98 Co 10
1273 124 Cd 4 Ni 4
1274 148 Cd 4 Ni 4
1275 100 Co 4
1276 100 Zn 4
1277 144 Zn 8
1278 112 Zn 8
1279 98 Zn 8
1280 208 Sm 16
1281 108 Fe 12
1282 108 Fe 12
1283 108 Fe 12
1284 108 Zn 12
1285 164 Dy 8
1286 108 Co 12
1287 108 Co 12
1288 108 Co 12
1289 132 Mg 6
1290 232 Zn 4
1291 132 Mn 4
1292 117 Co 3
1293 88 Cu 8
1294 152 K 4 Co 12
1295 184 Cu 8
1296 184 Cu 8
1297 122 Zn 10
1298 66 Zn 6
1299 128 K 4 In 4
1300 236 Zn 8 Cd 4
1301 236 Ca 4 Zn 8
1302 23 Co 3
1303 23 Co 3
1304 204 Zn 18
1305 156 Zn 12
1306 87 Co 3
1307 204 Co 6
1308 108 Mg 12
1309 280 Zn 8
1310 184 Cd 4
1311 73 Ni 2
1312 388 Zn 12
1313 188 Zn 4
1314 85 Zn 3
1315 144 Co 4
1316 76 Ni 4
1317 76 Co 4
1318 244 Cu 16
1319 74 Co 6
1320 156 Zn 12
1321 100 Co 12
1322 74 Co 6
1323 136 Zn 8
1324 174 Cd 6
1325 372 Cd 8
1326 180 Mn 4
1327 116 Ni 8
