Order,PLD,LCD,Void,Surface[m^2/g],Pore_Volume[cm^3/g],Density[cm^3/g]
828,7.05352,7.28022,0.107443,100.803382,0.04832942,0.44981448
829,4.57843,7.36143,0.115896,62.407805,0.11027387,0.951489868
830,3.6985,4.34834,0.0373367,0,0.02949776,0.790047366
831,4.64391,10.02564,0.326605,859.687602,0.35260667,1.07961197
832,6.39825,6.62027,0.174514,231.105888,0.13631284,0.781099718
833,6.46421,6.73387,0.169685,197.181724,0.10261427,0.604733905
834,6.47199,6.70572,0.176465,225.397118,0.11102975,0.629188505
835,6.40216,6.61242,0.174411,174.763444,0.10699863,0.613485552
836,6.40305,6.62423,0.172894,173.304446,0.10602067,0.613211993
837,6.36893,6.58658,0.172124,156.128543,0.10309742,0.598971771
838,8.15881,15.09006,0.477972,2474.274421,0.80800985,1.690496209
839,8.16133,15.07751,0.477725,2477.066242,0.80909067,1.693632684
840,8.16423,15.10881,0.477618,2480.841565,0.81050228,1.696967618
841,8.16281,15.11431,0.477531,2479.300593,0.81120485,1.69874804
842,3.59464,4.91688,0.104862,0,0.08177473,0.779831859
843,4.04974,6.57793,0.0905726,0.750048,0.09094469,1.004108218
844,3.87226,5.12667,0.0284536,0,0.01771135,0.622464285
845,6.42707,8.15066,0.277224,877.842353,0.30342486,1.094511517
846,3.42311,4.12136,0.00848045,0,0.0056117,0.661722531
847,3.62219,5.36985,0.0789957,0,0.06741962,0.853459414
848,4.70209,6.26263,0.167932,0.113993,0.16032026,0.954673696
849,4.65145,5.76776,0.13329,0,0.09020415,0.67675106
850,5.006,7.72765,0.271831,671.365504,0.25947491,0.954544944
851,4.05851,5.45315,0.059267,0,0.04176292,0.704657249
852,4.46247,5.56517,0.0639168,0,0.03009167,0.470794439
853,5.42741,6.9521,0.14352,73.149882,0.09918052,0.691057114
854,4.42139,5.00378,0.0908879,0,0.05439179,0.598449146
855,3.41848,5.70844,0.104316,0.437435,0.10704048,1.026117609
856,3.54876,5.86139,0.119338,5.74485,0.12603375,1.056107465
857,3.41606,4.29715,0.0396341,0,0.02263568,0.571116254
858,3.41471,5.41574,0.089114,18.067552,0.06399422,0.718116387
859,4.07907,4.9091,0.0173474,0,0.01052212,0.606553375
860,4.09111,4.91164,0.0173805,0,0.01053885,0.606360722
861,3.71412,4.48832,0.00992869,0,0.00642022,0.646632915
862,3.68096,4.74999,0.0488256,0,0.03791025,0.776442149
863,4.30247,4.97967,0.0579082,0,0.05379414,0.928955464
864,4.76465,5.78872,0.0755003,0,0.07200592,0.953717039
865,3.52781,4.23545,0.0373701,0,0.02569149,0.687487856
866,3.38217,3.89002,0.00137689,0,0.00084507,0.613749104
867,3.48323,5.34872,0.109135,1.455461,0.10174958,0.932327679
868,3.52579,5.40002,0.112786,3.406199,0.10619015,0.94151887
869,5.76524,6.5053,0.177054,209.908848,0.1740548,0.983060532
870,3.56551,8.36948,0.767004,956.505463,0.52580366,0.685529229
871,8.60419,11.90489,0.348523,1734.381523,0.57180081,1.640640098
872,14.38426,15.56006,0.332275,804.134998,0.3344435,1.006526233
873,13.91034,14.21106,0.315018,811.985087,0.33170408,1.05296867
874,4.88595,5.81757,0.116695,36.787454,0.0903983,0.774654399
875,7.56515,8.44353,0.40148,1440.952321,0.44839923,1.116865679
876,6.17272,7.89219,0.330584,1091.074072,0.40207584,1.216259215
877,5.833,7.72751,0.17188,273.57338,0.16753988,0.974749155
878,5.82191,7.62646,0.172285,272.17841,0.16740814,0.971693081
879,5.80823,7.63274,0.172042,274.145794,0.16776392,0.975133528
880,5.84523,7.64446,0.172818,276.139421,0.16842081,0.974555957
881,5.77359,7.39636,0.170015,259.129617,0.16497897,0.970378886
882,5.61994,7.30565,0.169467,251.049,0.16437736,0.96996677
883,3.80056,4.67262,0.066733,0,0.05694369,0.853306311
884,4.0009,4.33387,0.00900814,0,0.00695004,0.771528962
885,3.42498,3.88772,0.020292,0,0.01516944,0.747557648
886,3.9811,5.41764,0.0403836,0,0.02908862,0.720307681
887,3.40118,4.0037,0.0057629,0,0.00419407,0.727770779
888,4.8676,7.82073,0.138313,164.125488,0.10701043,0.773683106
889,4.56439,5.75833,0.386845,296.812109,0.20696368,0.535004154
890,4.34012,5.40327,0.361515,217.724318,0.182678,0.505312359
891,6.56008,8.3121,0.454842,799.659884,0.24365958,0.535701579
892,3.63162,4.66829,0.0719723,0,0.05036041,0.699719402
893,4.91092,7.2718,0.109328,22.689984,0.10021153,0.916613557
894,7.06547,9.80097,0.367636,2180.642158,0.69124217,1.880235256
895,4.85792,5.53776,0.0730526,0,0.05935668,0.812519794
896,4.73872,5.4587,0.0976237,0,0.0807588,0.827245832
897,4.77458,5.61101,0.101368,0,0.08496671,0.838200488
898,4.77351,5.52537,0.100215,0,0.083997,0.838167986
899,4.63476,5.03111,0.0490993,0,0.03861809,0.786530382
900,4.01855,4.33354,0.0215147,0,0.01568707,0.729132501
901,5.11701,5.997,0.0967355,0,0.08137969,0.841259826
902,5.09223,5.99378,0.0946143,0,0.07957527,0.841049053
903,9.28854,11.11956,0.200136,552.298026,0.18543291,0.926534497
904,6.48735,12.04212,0.453643,2450.890928,0.73373049,1.617418308
905,3.43855,4.51272,0.0184569,0,0.01175571,0.63692741
906,3.63905,4.71712,0.0247741,0,0.01608797,0.649386577
907,3.67608,4.72309,0.0268131,0,0.01753447,0.65395168
908,4.29241,5.0955,0.0318271,0,0.02152745,0.676387424
909,5.20447,5.51433,0.083048,0,0.05974412,0.719392598
910,3.99061,5.26929,0.0932912,0,0.05633381,0.603849109
911,4.2799,5.46894,0.0779975,0,0.0512304,0.656821041
912,4.0829,7.48776,0.284921,527.681144,0.29698108,1.042327814
913,3.83503,5.34899,0.0630385,0,0.0469654,0.745027221
914,3.82255,5.35864,0.0627036,0,0.04678126,0.746069788
915,3.57084,5.59028,0.0508516,6.392601,0.04288956,0.84342606
916,4.64459,4.80944,0.0419492,0,0.0329718,0.785993517
917,4.00579,5.67719,0.0596383,0,0.05592338,0.937709215
918,6.30299,6.54326,0.170358,130.610746,0.10085924,0.592042864
919,3.42147,6.34556,0.106736,1.908308,0.07265123,0.68066285
920,3.85496,5.44184,0.0206938,0,0.0166943,0.806729654
921,4.86598,6.07587,0.0753047,0,0.07045032,0.935536783
922,5.87248,7.43599,0.197417,172.35585,0.22496319,1.139533026
923,6.46746,8.07625,0.302579,1314.272216,0.42280529,1.397338505
924,3.61584,5.40274,0.0581442,0,0.05028325,0.864802498
925,4.11381,5.5133,0.273561,368.283028,0.22953674,0.839069672
926,5.60808,9.61909,0.347789,1223.529611,0.4086537,1.175004676
927,3.43089,4.5602,0.025249,0,0.01989839,0.78808632
928,3.49041,4.60829,0.0350464,0,0.02879326,0.821575537
929,3.47576,4.45952,0.0399775,0,0.03304852,0.82667797
930,3.56815,4.65754,0.0481464,0,0.03310685,0.687628781
931,4.84151,7.46107,0.126773,134.267138,0.0967864,0.763462278
932,3.64983,5.42515,0.0918413,10.106712,0.03620244,0.394184801
933,4.47216,6.17087,0.436377,836.620064,0.25236259,0.578313219
934,10.97629,11.69771,0.362667,1086.373068,0.39356417,1.085194316
935,11.12074,11.85872,0.367034,1146.935897,0.41569744,1.132585654
936,8.19004,15.02342,0.480783,2469.968867,0.80544893,1.675285784
937,8.1947,15.01345,0.481593,2470.627368,0.80581042,1.673218709
938,8.17545,15.10901,0.47831,2485.38132,0.81194264,1.697523866
939,4.19404,5.11882,0.0676802,0,0.05736257,0.847553226
940,4.57652,5.85408,0.119548,5.710539,0.11718714,0.980251802
941,4.52717,5.69947,0.121597,0,0.13275876,1.091793053
942,4.75444,5.59625,0.0676692,8.098163,0.05070652,0.74932937
943,3.63093,5.4894,0.0794787,0,0.05754866,0.724076473
944,3.62066,5.27308,0.0621099,0,0.04562855,0.734642186
945,4.02229,5.78409,0.0537261,0,0.03829496,0.712781364
946,4.83203,5.99502,0.105585,25.607249,0.05386523,0.510159907
947,7.18153,7.4758,0.182146,432.325439,0.1821466,1.000003311
948,5.23163,7.3767,0.33656,1160.07866,0.37280645,1.10769684
949,10.87895,13.73967,0.508536,2526.630605,1.00043961,1.96729359
950,4.23505,4.57168,0.00966034,0,0.00741063,0.767118695
951,6.36535,6.50839,0.144095,165.290949,0.13895299,0.964315115
952,6.36535,6.50839,0.14379,165.303168,0.13865887,0.964315115
953,3.51138,4.67203,0.130132,0,0.05927091,0.455467628
954,5.75995,6.07394,0.211876,120.345876,0.24429334,1.153001479
955,6.72332,10.38191,0.416352,1748.484324,0.55639058,1.336346594
956,6.43328,10.88803,0.412661,1613.714697,0.53763294,1.302844086
957,3.67217,4.6867,0.0470073,0,0.03460359,0.736132262
958,3.722,4.41224,0.0195014,0,0.01221474,0.626352042
959,3.66286,4.50526,0.0174785,0,0.0108903,0.623068222
960,7.51815,9.38837,0.25192,836.352051,0.30491938,1.210381805
961,5.42031,6.62142,0.147052,119.830548,0.11643131,0.791769661
962,4.25757,4.97643,0.0826253,0,0.04900202,0.59306317
963,3.5668,4.47295,0.0697842,0,0.02459533,0.352448414
964,4.02251,4.72351,0.0601853,0,0.05366696,0.891695414
965,5.21921,5.52506,0.116709,25.365153,0.11706295,1.003032789
966,5.53843,6.6531,0.184404,140.881444,0.19644283,1.065285078
967,6.84884,7.56556,0.211974,665.586656,0.28424302,1.340933431
968,8.41178,9.09493,0.205087,588.84917,0.20479277,0.998565356
969,3.37393,4.60442,0.00346681,0,0.00260949,0.752705716
970,7.01968,7.42919,0.266573,678.64545,0.28067143,1.052887683
971,9.37647,12.42053,0.32706,1226.338078,0.44788887,1.369439458
972,5.00915,5.77154,0.123994,157.322019,0.09494439,0.765717609
973,5.08752,5.69818,0.213122,0,0.16496691,0.774049193
974,3.67114,5.18902,0.192297,0.945309,0.15913849,0.827566151
975,3.60081,4.39696,0.0645047,0,0.05433652,0.842365233
976,7.11048,8.29917,0.141039,195.292362,0.09134032,0.647624524
977,6.85824,8.10583,0.130491,158.407354,0.0823778,0.63129104
978,4.14379,4.93872,0.0710287,0,0.03639571,0.512408573
979,3.36584,4.40007,0.018057,0,0.01321263,0.731717624
980,3.48374,5.2252,0.0119874,0,0.01206961,1.006857988
981,3.80357,5.75121,0.0191767,0,0.01957419,1.020727765
982,3.6599,5.66954,0.0157302,0,0.015988,1.016388718
983,3.69805,5.68043,0.0178966,0,0.01833512,1.024502989
984,4.6495,5.42606,0.149013,2.553475,0.10453796,0.701535862
985,9.52619,15.58707,0.473818,1752.76355,0.6555718,1.383594115
986,3.75705,4.18223,0.0674338,0,0.05646929,0.837403293
987,5.9309,6.09815,0.154189,7.368176,0.13746222,0.891517666
988,5.92902,6.09201,0.153638,8.997485,0.13730723,0.893706196
989,3.65062,4.52128,0.0396957,0,0.0342853,0.863703104
990,3.9625,4.49398,0.0212694,0,0.01301695,0.612003569
991,4.65217,4.91957,0.0365196,0,0.02330501,0.638150858
992,4.14004,4.4217,0.0938288,0,0.05373628,0.572705648
993,3.9758,6.40717,0.0571169,15.805226,0.04891823,0.856458029
994,3.9075,4.65727,0.0918765,0,0.07928613,0.862964244
995,8.79623,9.20278,0.260315,724.203607,0.25376161,0.974825137
996,12.86107,13.08902,0.360307,588.371029,0.228946,0.63541923
997,3.6897,4.86536,0.0507529,0,0.03440789,0.677949243
998,3.53356,4.55805,0.0170284,0,0.0148659,0.873006247
999,3.45516,6.05499,0.129701,42.751284,0.05471913,0.421886689
1000,3.78371,4.75053,0.0258694,0,0.01851366,0.715658472
1001,3.77659,4.78291,0.0271101,0,0.01948289,0.71865805
1002,3.72823,4.72442,0.0252812,0,0.01802769,0.713086956
1003,7.03068,7.6924,0.267276,902.789957,0.35848026,1.341236259
1004,7.59208,9.2604,0.165151,303.694251,0.12408049,0.751315394
1005,4.20073,6.04829,0.127481,36.722091,0.12348984,0.968692101
1006,7.53244,9.54063,0.281095,824.891956,0.27566013,0.980665374
1007,5.66323,8.27946,0.269882,892.854609,0.35708408,1.323111875
1008,5.08355,7.53054,0.223994,416.190277,0.26140378,1.167012403
1009,5.73787,9.20307,0.365925,1773.576606,0.53618324,1.465281785
1010,3.4732,4.51229,0.0510304,0,0.04664298,0.91402331
1011,4.78563,5.92468,0.0791898,0,0.07569085,0.955815635
1012,3.67388,4.51513,0.0155374,0,0.01124558,0.723774817
1013,4.49095,6.02658,0.136035,0,0.13965095,1.026581027
1014,4.62863,7.00582,0.110552,60.274773,0.09204375,0.832583285
1015,3.59818,4.33912,0.0131812,0,0.0106401,0.807218063
1016,3.88005,4.85022,0.0192807,0,0.01552425,0.805170551
1017,3.86504,5.58604,0.0470862,0,0.04204204,0.892873956
1018,5.50118,6.67154,0.176139,120.140534,0.16981818,0.9641146
1019,3.65052,4.87211,0.0817056,0,0.05103812,0.624658814
1020,4.51314,4.70324,0.128692,0,0.06961646,0.540954054
1021,6.39958,7.12025,0.263936,728.570188,0.2690963,1.019551333
1022,3.54845,6.24493,0.0668375,39.025403,0.06483832,0.970088891
1023,3.42122,6.5681,0.0825701,45.741106,0.05124146,0.620581354
1024,5.20524,6.0267,0.105862,68.087291,0.06379809,0.602653362
1025,5.17201,5.98391,0.104986,58.712073,0.05774354,0.550011789
1026,5.46046,6.81099,0.135615,94.939475,0.09551022,0.704274719
1027,3.5552,4.23217,0.020879,0,0.01331028,0.637496094
1028,3.61289,4.36453,0.0243601,0,0.01585123,0.650704603
1029,5.15988,5.77078,0.332065,466.854646,0.17128535,0.515818734
1030,4.20266,5.23644,0.0154013,0,0.00747022,0.485038219
1031,11.05441,11.45204,0.352742,843.173625,0.29548036,0.837667071
1032,11.54618,11.77604,0.34135,1574.584483,0.52753275,1.545430643
1033,4.61466,7.15837,0.283167,379.39779,0.2297906,0.811502035
1034,4.57761,7.29743,0.281838,370.786174,0.22912797,0.812977567
1035,4.61349,7.15958,0.28454,381.048085,0.23290132,0.818518717
1036,4.5995,6.97868,0.280374,360.135966,0.22449837,0.800710381
1037,4.58521,7.11916,0.276701,345.697361,0.21741047,0.785723486
1038,3.53128,4.75419,0.0267737,0,0.01538507,0.574633821
1039,3.8788,4.84506,0.0333362,0,0.01957926,0.587327335
1040,3.77252,4.54433,0.0231804,0,0.01314316,0.566994367
1041,4.00691,4.99612,0.0440982,0,0.02664975,0.604327404
1042,4.05909,4.9457,0.0483265,0,0.02967954,0.614146353
1043,4.05591,4.98396,0.0416839,0,0.02497059,0.599046418
1044,7.36983,8.50827,0.153759,244.948826,0.10557979,0.686657658
1045,7.07381,8.63967,0.122255,181.5694,0.07937105,0.649225352
1046,7.1849,7.96983,0.245399,840.326122,0.25615981,1.043850251
1047,3.64754,4.53601,0.0182911,0,0.01024091,0.559885084
1048,3.60728,4.7625,0.0236219,0,0.01348851,0.571017131
1049,3.60675,4.47539,0.0162018,0,0.00899124,0.554952875
1050,3.79472,4.73755,0.0317636,0,0.01855998,0.584315955
1051,3.69038,4.87118,0.038106,0,0.0227798,0.597800927
1052,3.76045,4.78153,0.0287742,0,0.01661844,0.57754669
1053,3.58778,4.54995,0.018552,0,0.01032893,0.556755762
1054,3.59315,4.71054,0.0227495,0,0.0128813,0.566223427
1055,3.54108,4.49009,0.0166882,0,0.00920371,0.551510166
1056,3.82865,4.83784,0.0292767,0,0.01696423,0.579444754
1057,3.8783,4.93023,0.0334257,0,0.01966061,0.588188342
1058,3.81957,4.85687,0.0274773,0,0.01578,0.57429233
1059,5.37563,6.48276,0.282194,177.652472,0.26904234,0.953394979
1060,4.89142,5.61317,0.0961699,0,0.09198913,0.956527229
1061,5.14248,5.81453,0.109417,35.101971,0.10199179,0.932138446
1062,4.54049,5.07545,0.0662371,0,0.05065188,0.764705521
1063,4.55364,4.94506,0.0669146,0,0.05131292,0.766841847
1064,4.57043,5.17231,0.0698682,0,0.05394535,0.772101566
1065,4.51211,5.08826,0.0635777,0,0.04838344,0.761012783
1066,5.58969,6.13012,0.151778,62.209176,0.1413164,0.931073036
1067,3.57459,4.14611,0.0360508,0,0.03075483,0.853096918
1068,3.74726,5.83191,0.310079,229.635578,0.14627474,0.47173377
1069,4.26503,5.16817,0.155242,41.245212,0.09318835,0.600277933
1070,3.38271,3.96293,0.00362437,0,0.00221526,0.611212965
1071,3.44483,4.27143,0.0803773,0,0.06695554,0.83301558
1072,6.66206,9.8628,0.41516,1840.946213,0.57466194,1.384193908
1073,8.31729,12.12225,0.391701,1440.728984,0.5127654,1.309073511
1074,3.83982,6.1832,0.0839389,0.873738,0.0558592,0.665474511
1075,7.63298,8.81743,0.165668,295.33928,0.121863,0.735585612
1076,3.53192,4.62585,0.0473317,0,0.04110211,0.868384476
1077,4.95576,5.86122,0.110945,0,0.11904998,1.073053995
1078,4.14157,5.03367,0.13922,0,0.1023697,0.735308855
1079,7.46863,8.45577,0.16811,284.962545,0.11513404,0.684873213
1080,3.99634,5.00782,0.0957944,0,0.08713095,0.909562003
1081,3.95518,4.67161,0.0212034,0,0.01355163,0.639125482
1082,4.75063,5.36478,0.187887,0,0.15019987,0.799415984
1083,3.77695,4.38025,0.00719245,0,0.00447079,0.621594674
1084,3.40689,4.89689,0.0131146,0,0.00980259,0.747456115
1085,4.18465,5.78776,0.117737,0,0.09050194,0.768678865
1086,4.14737,5.75147,0.113292,0,0.08570467,0.756493567
1087,3.97026,4.41395,0.0983942,0,0.05903295,0.599963728
1088,7.26788,8.52073,0.15165,230.659848,0.10508763,0.692961598
1089,7.50317,9.86008,0.481618,3163.374554,0.87259043,1.811789498
1090,4.32508,5.97359,0.118186,0,0.11901762,1.007036537
1091,4.46805,7.67577,0.203467,244.393632,0.21071576,1.035626241
1092,4.24424,5.36973,0.0570086,0,0.03054033,0.535714356
1093,4.66793,6.9978,0.170893,21.227592,0.17717636,1.036767802
1094,8.87778,12.2637,0.452647,1579.916069,0.46748844,1.032788119
1095,9.05021,11.74741,0.451423,1573.427678,0.46302716,1.025705738
1096,4.18036,6.56425,0.133993,76.267888,0.10629931,0.793319874
1097,3.56003,11.76602,0.213382,610.471208,0.23346776,1.094130548
1098,5.1682,7.18693,0.0863857,38.194461,0.04507695,0.521810321
1099,5.24163,7.36476,0.0941466,49.403993,0.05167188,0.548844834
1100,6.5463,7.93561,0.409174,1558.32775,0.48660562,1.189238867
1101,4.40454,5.84414,0.21067,274.543288,0.18266249,0.867055074
1102,4.61045,6.11298,0.0228408,0,0.0146269,0.64038461
1103,4.15682,6.4317,0.12812,18.237551,0.11810655,0.921843205
1104,3.9125,4.92581,0.0571746,0,0.04068902,0.711662489
1105,4.86051,5.42237,0.16205,0,0.15310708,0.944813798
1106,3.68205,5.18029,0.0554221,0,0.03813645,0.688109079
1107,4.61851,5.66778,0.0721848,0,0.06272828,0.868995751
1108,4.05494,5.06564,0.0398903,0,0.03248818,0.814438123
1109,5.09313,5.5879,0.0865818,0,0.06821065,0.787817426
1110,4.11302,4.40142,0.110974,0,0.05617806,0.506227229
1111,7.89088,8.21661,0.347798,1534.514211,0.50440108,1.450270218
1112,3.83896,5.02605,0.0472057,0,0.03540943,0.750109217
1113,4.32605,6.35409,0.0393327,0.250751,0.03391009,0.86213494
1114,3.72096,4.05657,0.137449,0,0.05653796,0.411337741
1115,4.03479,4.60621,0.033077,0,0.02483435,0.750804274
1116,4.0518,4.87108,0.0344342,0,0.02595845,0.753856624
1117,3.90677,4.82914,0.033497,0,0.02754639,0.822354077
1118,4.08017,4.80963,0.0358916,0,0.02746935,0.765342007
1119,3.98278,4.78006,0.0353741,0,0.02711573,0.766541913
1120,3.91589,4.77355,0.0338841,0,0.0256162,0.755994605
1121,3.89918,4.79142,0.0333203,0,0.02515813,0.755039078
1122,3.92755,4.83197,0.0347457,0,0.02637125,0.758978802
1123,4.08291,4.78402,0.0342973,0,0.02599973,0.758069375
1124,3.93828,4.67508,0.0322126,0,0.02421406,0.751695257
1125,4.05553,4.65202,0.0342183,0,0.02589143,0.756654584
1126,3.82474,4.73311,0.0340626,0,0.02830109,0.830855131
1127,3.84975,4.72229,0.0342575,0,0.02834728,0.827476695
1128,3.80283,4.98557,0.0342717,0,0.02839388,0.82849338
1129,3.81551,5.00645,0.0351241,0,0.02919657,0.831240393
1130,3.82601,5.29991,0.0348999,0,0.0289894,0.830644288
1131,3.88801,4.62808,0.029418,0,0.02200137,0.747887885
1132,3.77977,4.64742,0.0325985,0,0.02460088,0.754662824
1133,3.77174,4.65625,0.0326959,0,0.02465871,0.754183544
1134,4.80969,5.35413,0.111797,27.372107,0.09628911,0.861285241
1135,5.1024,6.19452,0.243927,179.801094,0.26448755,1.084289759
1136,9.17682,9.49359,0.304286,754.293659,0.33463228,1.099729466
1137,3.38176,4.10503,0.0247519,0,0.01551118,0.626666302
1138,3.96327,4.83252,0.0177563,0,0.01255643,0.707153344
1139,3.49174,3.90067,0.00715218,0,0.00478551,0.669098043
1140,4.01548,7.40782,0.12053,140.538443,0.11114924,0.922170736
1141,8.86311,9.22928,0.300539,888.320873,0.30484528,1.014328508
1142,4.71154,5.4069,0.102798,0,0.10372484,1.009016137
1143,5.24599,5.69657,0.190892,17.162806,0.21594292,1.13123083
1144,4.55838,5.04303,0.0946142,0,0.0784939,0.829620686
1145,3.42411,4.29969,0.00784397,0,0.00600755,0.765881778
1146,3.3987,4.72767,0.019219,0,0.00969302,0.504345889
1147,3.40356,4.87193,0.0211876,0,0.0108089,0.51015217
1148,3.63176,4.86754,0.0170956,0,0.00866952,0.507120062
1149,3.60421,4.35829,0.015908,0,0.00798759,0.502111823
1150,5.01265,5.81946,0.117771,0,0.11254662,0.955639503
1151,5.20933,5.92266,0.0485704,0,0.03178569,0.654425056
1152,3.86049,5.40583,0.0860069,0,0.06811413,0.791961192
1153,4.08482,6.81195,0.18554,287.265482,0.18388909,0.991102134
1154,3.64513,6.91088,0.171755,160.133381,0.05177705,0.301458753
1155,5.07454,5.84533,0.178093,106.023748,0.14271965,0.80137709
1156,8.36753,9.84974,0.328897,398.348971,0.17024682,0.517629594
1157,4.26156,9.85128,0.216306,616.752712,0.25924663,1.198517968
1158,5.22908,8.90293,0.147848,323.870057,0.14455401,0.977720442
1159,4.08929,5.05943,0.0740035,0,0.06220613,0.840583653
1160,4.23947,6.94309,0.0661803,13.367887,0.042848,0.647443379
1161,3.96817,5.18652,0.0723881,0,0.0578589,0.799287452
1162,5.00061,12.11443,0.331069,877.251817,0.34722135,1.048788483
1163,3.85542,4.25422,0.00445575,0,0.0034094,0.765167514
1164,3.45222,4.35227,0.0399527,0,0.02679395,0.670641815
1165,4.85221,7.39284,0.0841627,42.889294,0.04655692,0.553177647
1166,3.37849,3.82305,0.00301102,0,0.00213609,0.709423118
1167,4.05004,5.19516,0.030584,0,0.01872885,0.612374215
1168,6.37667,6.94221,0.236187,655.475285,0.33841374,1.432821186
1169,6.67234,7.38605,0.28832,1159.101677,0.45612859,1.582022034
1170,4.2567,4.52474,0.00809779,0,0.00607031,0.749625658
1171,6.47076,8.33602,0.286826,1007.689542,0.33328394,1.161972569
1172,6.19341,7.81774,0.250272,589.807887,0.25723566,1.027824355
1173,3.79501,5.12949,0.196206,1.297108,0.13511213,0.688623839
1174,3.55863,4.48617,0.187149,0.094365,0.12788064,0.68330922
1175,3.58387,4.68732,0.191805,1.094636,0.13233821,0.689962271
1176,4.67833,6.35227,0.0835868,33.229782,0.05267973,0.630239855
1177,4.25449,4.6488,0.0150153,0,0.01111579,0.740297823
1178,5.59613,6.13543,0.128966,15.136211,0.08743083,0.677937074
1179,5.3697,6.56102,0.117465,49.140682,0.08921309,0.759486602
1180,7.61885,9.69493,0.280231,824.337338,0.27528196,0.982339426
1181,5.57629,6.71715,0.119661,75.124825,0.09064961,0.757553484
1182,7.50869,9.3948,0.265342,744.279526,0.25234398,0.951014081
1183,3.35446,4.61646,0.0122449,0,0.00856124,0.699168042
1184,3.62233,4.43849,0.0152158,0,0.01065567,0.700303176
1185,3.66098,4.47334,0.0154069,0,0.01085514,0.704563863
1186,3.59854,4.42431,0.0151086,0,0.01058234,0.700418582
1187,3.55963,4.58482,0.023774,0,0.01687445,0.709785987
1188,3.87955,4.79999,0.0302832,0,0.02216742,0.732003734
1189,3.71965,4.39809,0.422021,195.912536,0.1908962,0.452338146
1190,4.72411,7.64786,0.166972,162.154841,0.09333761,0.559001562
1191,4.07497,5.29009,0.0707319,0,0.05260047,0.743659806
1192,3.95909,5.10254,0.0544953,0,0.03827418,0.702339057
1193,3.47492,4.63944,0.00764666,0,0.00506115,0.661876772
1194,6.6178,6.95755,0.166916,305.999234,0.16209755,0.971132498
1195,6.1247,6.52431,0.156365,233.593694,0.1491099,0.953601502
1196,5.11218,5.46553,0.100923,0.260003,0.0840675,0.832986491
1197,4.1477,6.0143,0.0539645,0,0.04509975,0.835729931
1198,5.07503,6.07268,0.107289,3.58775,0.10119054,0.943158568
1199,3.80607,4.6223,0.00650442,0,0.00427507,0.657256013
1200,4.09511,9.15829,0.13701,145.416705,0.08086917,0.590242806
1201,8.13874,14.96127,0.477563,2506.217959,0.80289156,1.681226473
1202,8.12996,14.86929,0.472329,2445.137318,0.7842383,1.660364501
1203,8.1404,14.86674,0.483317,2431.982738,0.79140356,1.637442018
1204,7.78421,14.91799,0.480612,2447.119627,0.79357271,1.651171231
1205,7.88362,14.81279,0.492129,2480.050469,0.80208706,1.629830918
1206,3.39946,4.37454,0.0130339,0,0.01073312,0.823476997
1207,7.11522,9.90869,0.303939,800.65852,0.29190146,0.960394883
1208,4.46674,4.82451,0.0429444,0,0.04054504,0.944128654
1209,4.19764,4.83539,0.0378006,0,0.03568274,0.943972893
1210,4.43497,5.70088,0.0455885,0,0.0432291,0.948245798
1211,3.92927,7.89808,0.155247,191.41748,0.1467499,0.945267243
1212,4.06461,7.9391,0.167626,231.408779,0.16240693,0.968864798
1213,3.91362,8.10601,0.162349,215.699434,0.15504457,0.955007879
1214,3.9921,5.31471,0.016796,0,0.01333439,0.793902643
1215,3.63439,4.12818,0.00464373,0,0.00317862,0.684497569
1216,7.70535,8.16595,0.234962,465.342996,0.18522624,0.788324226
1217,3.63094,6.26247,0.0620458,0,0.05684325,0.916149898
1218,7.70613,8.17163,0.236746,460.042041,0.18560784,0.783995665
1219,3.96971,4.85242,0.0441881,0,0.03901907,0.883022104
1220,3.86123,4.77527,0.0428451,0,0.03756183,0.876688965
1221,5.66233,7.0079,0.159812,112.803083,0.15437725,0.965992829
1222,3.89751,4.55998,0.0959078,0,0.07337298,0.765036623
1223,3.8822,4.74017,0.0884468,0,0.04962992,0.561127403
1224,3.66722,4.20443,0.0290435,0,0.02740523,0.943592633
1225,3.83754,5.50409,0.15895,0.794095,0.09528872,0.599488639
1226,3.43865,5.20559,0.155403,1.358313,0.10307354,0.663266081
1227,5.07007,5.34194,0.0563442,36.970498,0.03748558,0.665296172
1228,5.06362,5.33403,0.0563299,36.885533,0.03755994,0.666785065
1229,4.9495,6.30539,0.0831476,2.880283,0.0771336,0.927670831
1230,5.77242,8.15491,0.222374,484.834809,0.24873195,1.118529813
1231,3.35204,4.31923,0.0326662,0,0.02414714,0.739208784
1232,4.81829,6.33372,0.0995631,65.397899,0.08861468,0.890035354
1233,5.02861,7.1039,0.112221,81.718293,0.10155198,0.904928455
1234,3.84481,5.63719,0.215377,0.703096,0.17864023,0.829430415
1235,4.20033,4.96199,0.0184875,0,0.01297023,0.701567702
1236,7.30776,8.51257,0.181027,447.64837,0.18207904,1.005811507
1237,4.14047,6.57082,0.187805,288.574584,0.22058739,1.174555494
1238,4.14047,6.57082,0.187805,288.797626,0.22058739,1.174555494
1239,3.50135,4.89663,0.0681826,0,0.05584401,0.819036055
1240,3.71897,5.15353,0.0598847,0,0.04186335,0.699065808
1241,6.57067,9.30401,0.190965,403.137279,0.15702364,0.822263964
1242,3.77168,4.16465,0.0248871,0,0.011392,0.457747355
