Order,PLD,LCD,Void,Surface[m^2/g],Pore_Volume[cm^3/g],Density[cm^3/g]
408,7.64966,8.51584,0.20639,751.595387,0.27282606,1.321895725
409,3.46607,5.00067,0.00732679,0,0.00373432,0.509680533
410,3.51688,5.05669,0.00804935,0,0.00401693,0.499037731
411,4.08222,6.64228,0.275936,568.067183,0.19803428,0.717681916
412,4.99291,6.22228,0.129003,1.719384,0.10989155,0.851852659
413,8.59361,9.90031,0.202436,618.835059,0.20339143,1.004719654
414,3.97019,7.30437,0.161598,277.145442,0.15691931,0.971047351
415,4.15774,7.33597,0.169894,321.598641,0.16574364,0.975570874
416,4.04086,6.55787,0.133068,157.571236,0.13537498,1.017336854
417,3.99143,6.71997,0.140184,229.815305,0.14579778,1.040045825
418,3.44428,4.35504,0.0101942,0,0.0055298,0.54244587
419,3.50206,4.22142,0.0633955,0,0.03251123,0.512831793
420,3.49137,5.06524,0.0689111,0,0.03643042,0.528658287
421,3.59966,4.34315,0.0738838,0,0.04188164,0.566858205
422,3.78941,5.51261,0.0769021,0,0.06360812,0.827131134
423,5.47271,9.82532,0.325419,844.637788,0.38993864,1.198266343
424,5.99423,7.62668,0.0996058,64.226152,0.06053604,0.607756149
425,4.06717,5.68217,0.100658,0,0.06472934,0.643062049
426,4.24344,5.38952,0.167592,178.599439,0.07741127,0.461903119
427,3.76151,5.03768,0.035414,0,0.03624589,1.023490405
428,4.86417,7.97407,0.161331,173.921369,0.1639891,1.01647608
429,5.01287,5.53353,0.16677,222.406584,0.10641898,0.638118253
430,5.99008,8.71715,0.244901,871.47411,0.31495459,1.286048607
431,5.99507,7.78871,0.236033,621.42959,0.28499277,1.207427648
432,12.13329,13.1087,0.428254,2213.944963,0.79449022,1.855184585
433,3.78206,4.74941,0.139832,0,0.07846827,0.561161011
434,6.74911,7.63364,0.180563,460.5948,0.18929917,1.048382934
435,6.21255,10.23981,0.298703,1254.857877,0.38108352,1.275794085
436,3.74981,4.45545,0.0536518,0,0.04117766,0.767498269
437,3.82259,4.3183,0.0544631,0,0.03329335,0.611301058
438,7.83735,9.06921,0.43765,1985.467428,0.66507373,1.519647514
439,5.46964,6.01294,0.111149,0.428521,0.10920849,0.982541331
440,4.55215,5.93219,0.254111,529.036439,0.27831761,1.095259967
441,4.17822,5.76521,0.118989,0,0.09152401,0.769180389
442,5.15899,6.45908,0.235797,104.705889,0.17865639,0.757670308
443,3.53776,4.30497,0.0511572,0,0.04968226,0.971168479
444,4.132,5.88313,0.141413,5.888927,0.11669586,0.825213117
445,5.91496,6.58289,0.114522,18.89553,0.10807339,0.943691056
446,5.87678,6.92967,0.161619,241.677327,0.13214928,0.817659286
447,5.42031,6.62142,0.147203,119.994411,0.11655087,0.791769661
448,4.71542,5.508,0.095176,0,0.07670078,0.805883625
449,4.73403,5.51469,0.0958719,0,0.07739326,0.807256985
450,4.75689,5.52716,0.0971913,0,0.0787566,0.810325622
451,4.7916,5.55469,0.0991194,0,0.0807493,0.814666955
452,4.80343,5.57041,0.0998845,0,0.08143698,0.815311501
453,4.84127,5.62996,0.101873,0,0.08351002,0.819746341
454,4.69709,5.50875,0.095114,0,0.07711685,0.810783332
455,4.73325,5.5146,0.0972812,0,0.07876384,0.809651217
456,4.73732,5.54343,0.094567,0,0.07594644,0.80309659
457,4.60057,8.77108,0.213214,291.786528,0.15236274,0.714600064
458,4.51126,8.71983,0.208048,279.414663,0.14686029,0.705896175
459,3.42774,5.07777,0.052755,0,0.04089955,0.775273384
460,3.92353,4.70893,0.0439925,0,0.03325524,0.755929793
461,6.7462,13.19824,0.414984,1256.566598,0.47220706,1.137892202
462,3.34943,4.70475,0.024218,0,0.0138399,0.571471525
463,3.40433,4.75356,0.0188026,0,0.01012753,0.538624029
464,3.527,4.38314,0.0961014,0,0.04524167,0.470770195
465,4.73441,5.69673,0.148111,0.516771,0.07285159,0.491871538
466,4.7333,5.69894,0.147593,0.549002,0.0725968,0.491871538
467,4.02811,4.82607,0.153789,0,0.08198666,0.533111318
468,3.37091,4.18633,0.0437349,0,0.02745693,0.627803648
469,3.84435,4.24273,0.0243905,0,0.01550007,0.635496179
470,3.48432,5.43936,0.102646,0,0.05962851,0.580914083
471,5.04311,5.71784,0.130072,5.214121,0.08560532,0.658137921
472,4.37067,6.40835,0.0703982,3.421142,0.06343164,0.901040619
473,9.18662,11.78414,0.394531,1690.001171,0.59024851,1.496076371
474,5.8535,7.93212,0.148165,321.823126,0.14899793,1.005621621
475,11.01228,12.56764,0.456032,2227.102194,0.78445061,1.720165705
476,8.7257,9.49206,0.218925,690.163302,0.23547299,1.075587497
477,12.45297,13.21557,0.500495,2459.375253,0.92083176,1.839842075
478,4.65267,6.59097,0.145683,31.162561,0.14807491,1.016418613
479,15.11504,15.18006,0.216481,483.612825,0.19447399,0.898342075
480,4.79817,6.67006,0.396113,1556.840089,0.48457855,1.223334117
481,8.56711,10.35234,0.352069,1078.651869,0.4041345,1.147884359
482,5.2732,6.45058,0.135648,55.254854,0.13797372,1.017145251
483,3.87458,4.52049,0.0969734,0,0.05931608,0.611673727
484,4.31045,4.67589,0.119196,0,0.07989671,0.670296915
485,3.61791,3.80719,0.149295,0,0.07526994,0.50416919
486,3.39783,4.98187,0.0768498,0,0.07523575,0.978997278
487,7.81417,8.37422,0.280093,860.515165,0.32045834,1.144114046
488,7.00364,8.30223,0.138262,186.739806,0.09189706,0.664658857
489,3.74799,4.54478,0.125905,0,0.08224378,0.653220915
490,3.76435,4.58611,0.126997,0,0.08377569,0.659666647
491,3.75891,4.60441,0.121685,0,0.07933871,0.65200077
492,3.72286,4.53361,0.123651,0,0.07820118,0.632434705
493,3.71554,4.5819,0.114255,0,0.07040675,0.616224643
494,3.63092,4.49241,0.103886,0,0.07650755,0.736456744
495,5.82089,9.46067,0.173517,391.074037,0.18115737,1.044032415
496,6.48142,7.27958,0.136558,280.454252,0.1164059,0.852428297
497,5.13385,7.18207,0.123088,118.171229,0.10218651,0.830190713
498,3.79318,5.52311,0.0631292,0,0.04784459,0.75788367
499,9.01732,10.4223,0.273039,784.075605,0.28457847,1.042263095
500,5.4752,7.469,0.167725,136.69256,0.18740801,1.117352872
501,4.59512,5.17093,0.0641742,0,0.04701808,0.732663351
502,5.49608,5.93957,0.0877076,0,0.07614948,0.868219913
503,4.82055,5.29338,0.148762,0,0.11447288,0.769503519
504,4.60231,5.37948,0.0503525,0,0.03806365,0.755943538
505,7.9288,10.20195,0.510884,1643.748224,0.51258375,1.003327079
506,3.81582,10.1359,0.251988,472.644983,0.19428598,0.771012816
507,4.81333,6.20065,0.221185,75.422363,0.20978862,0.948475816
508,4.44138,6.2541,0.197575,30.676124,0.1831017,0.9267453
509,3.80487,5.57121,0.137573,0,0.11901719,0.865120285
510,3.37266,4.80086,0.0793047,0,0.06401942,0.807258843
511,4.10869,5.87611,0.167461,0.976264,0.14975864,0.894289644
512,3.79099,5.25103,0.118949,0,0.10169634,0.854957527
513,3.6936,4.77391,0.0235958,0,0.01703763,0.722062041
514,4.09674,5.82831,0.173661,1.584903,0.15692505,0.903628598
515,3.56647,6.64185,0.0817861,37.888725,0.0677396,0.828253216
516,4.24105,5.98674,0.174152,5.31109,0.15988893,0.918099896
517,3.94539,7.3141,0.144527,126.271103,0.12523351,0.866505957
518,3.4401,6.47002,0.0850488,55.679841,0.08028578,0.943996582
519,7.38581,8.51519,0.154207,238.923567,0.10454604,0.677959119
520,6.64296,9.31849,0.27146,649.06732,0.24371015,0.897775546
521,6.66029,7.3078,0.138967,315.943102,0.13166951,0.947487601
522,6.13642,7.62677,0.295193,1329.514443,0.41667782,1.411543703
523,4.09993,5.39041,0.231449,115.377733,0.13791775,0.595888293
524,3.96145,4.6339,0.0192348,0,0.01134027,0.589570673
525,3.83682,4.32367,0.0521724,0,0.04252035,0.814997083
526,4.16679,4.49429,0.0577346,0,0.04568148,0.791232291
527,5.68803,8.87304,0.168514,194.094012,0.11636688,0.690547276
528,4.2093,6.05194,0.196139,299.471687,0.22371649,1.140601743
529,3.46816,4.73412,0.323479,204.885781,0.18955147,0.585977661
530,3.47994,4.61213,0.327051,172.852545,0.18117239,0.553957601
531,3.42927,4.53296,0.319891,143.287155,0.17217334,0.538225034
532,3.48799,4.61099,0.329117,175.237595,0.18357016,0.557765649
533,3.43794,4.51892,0.316713,137.630014,0.17139487,0.541167791
534,3.47926,4.76023,0.33528,243.353126,0.19827607,0.591374575
535,3.52908,4.65357,0.33208,192.799813,0.19128184,0.576011321
536,3.73556,4.31385,0.289902,127.681602,0.17110998,0.590233882
537,3.38924,3.89435,0.00859365,0,0.00645327,0.750934726
538,3.8196,11.26293,0.278656,657.194672,0.2545878,0.913627553
539,3.90934,4.89996,0.0609803,0,0.03927866,0.644120409
540,4.70461,6.58143,0.251902,278.34503,0.13822785,0.548736611
541,4.9276,5.48839,0.0535966,29.853072,0.03433008,0.640527285
542,4.39646,5.55248,0.0816875,0,0.0562785,0.688948704
543,4.36365,5.52139,0.0768908,0,0.05247521,0.682464131
544,4.23297,5.56691,0.0807818,0,0.0549747,0.680533243
545,3.83525,5.31232,0.128975,0,0.10617537,0.823224408
546,4.05369,5.30454,0.150179,0,0.13496177,0.898672711
547,4.87569,5.82675,0.162719,0,0.16963108,1.042478646
548,3.92524,4.75705,0.125663,0,0.11826234,0.941107109
549,4.1903,4.70525,0.192297,16.851628,0.06896221,0.35862345
550,4.2709,5.66019,0.172685,70.663284,0.10592701,0.613411787
551,3.3664,5.38696,0.562039,477.579567,0.31643884,0.563019359
552,3.6396,5.3838,0.568168,511.377677,0.32761619,0.576618514
553,3.79598,6.53378,0.0825636,31.06158,0.08872495,1.074625469
554,3.39782,3.99396,0.0105795,0,0.0075744,0.715950292
555,6.48324,7.26093,0.307384,696.28523,0.24078769,0.783344895
556,7.33598,9.61074,0.540774,2723.840621,0.81579488,1.508568982
557,4.80588,7.29165,0.0859918,19.932382,0.03386088,0.393768671
558,3.67369,12.88693,0.255803,740.159232,0.27790411,1.086398932
559,3.92188,13.04608,0.293352,730.590703,0.25845893,0.881053923
560,3.87748,6.13144,0.0916117,0,0.0936925,1.022713249
561,4.41006,5.56587,0.0889548,0,0.07389208,0.830670006
562,5.50777,6.34112,0.158965,190.22923,0.14900954,0.937373247
563,3.75046,4.54393,0.00932422,0,0.00614762,0.659316908
564,3.71437,4.39231,0.00838158,0,0.00546024,0.651456693
565,5.06163,7.33054,0.164977,104.186156,0.15329281,0.929176865
566,6.9042,7.19344,0.179496,401.655359,0.18998614,1.058442189
567,5.31482,7.04742,0.117313,75.647906,0.12726942,1.084870592
568,7.50376,15.38329,0.430686,2668.542297,0.77773584,1.8058071
569,3.89464,5.2334,0.0712714,0,0.07203622,1.010731053
570,7.12495,7.22295,0.16991,423.597792,0.18096443,1.06506049
571,3.42692,6.09356,0.0454242,0,0.03339821,0.73525145
572,3.49051,6.08148,0.045778,0,0.03361064,0.734209528
573,3.50093,6.0767,0.0457182,0,0.03368158,0.736721522
574,3.57213,6.1253,0.0488807,0,0.03632411,0.743117578
575,3.61113,6.15475,0.0493602,0,0.03717843,0.75320661
576,3.59887,6.13858,0.0488997,0,0.0367764,0.752078319
577,5.30792,5.76449,0.116403,0,0.1271115,1.091995095
578,5.24368,7.3712,0.0929816,50.676131,0.05172866,0.556332238
579,5.18249,7.12952,0.0859082,35.465501,0.04363127,0.507882502
580,4.19436,4.39568,0.19497,32.878463,0.07083613,0.363318109
581,4.18327,4.38756,0.194824,34.057429,0.07023881,0.360524398
582,5.66711,6.99554,0.319766,699.090127,0.30854465,0.964907606
583,6.09046,6.56005,0.332726,782.298091,0.3270227,0.982858856
584,5.91136,6.75373,0.325994,736.280556,0.31729861,0.973326544
585,5.27553,5.60252,0.0808966,0,0.05368542,0.663630068
586,6.18949,8.05193,0.112428,143.539617,0.10345019,0.920146169
587,3.96155,4.48798,0.067996,0,0.05709685,0.839709025
588,3.61233,5.2686,0.0884653,0,0.05643201,0.637899914
589,3.6546,7.1907,0.186242,218.603968,0.12750765,0.684634218
590,3.528,5.36486,0.131429,0,0.06375717,0.485107287
591,3.51416,5.53333,0.13032,0,0.06257314,0.480149969
592,4.25006,5.7311,0.267053,275.453975,0.11822577,0.442705258
593,4.23346,5.69246,0.267836,268.977115,0.11751759,0.438766978
594,5.88105,6.88861,0.149184,178.910833,0.14511427,0.972720073
595,4.44564,6.73118,0.0870475,0,0.07987503,0.917602787
596,3.62929,4.46602,0.04195,0,0.03752768,0.894581198
597,3.50214,4.90669,0.0299938,0,0.01914399,0.63826493
598,3.53811,4.63379,0.0221622,0,0.01561479,0.704568599
599,3.54518,4.78138,0.0283963,0,0.01711513,0.602723869
600,4.22372,4.60093,0.0287902,0,0.02292076,0.796130787
601,3.96913,5.44607,0.111995,0,0.08075404,0.721050429
602,12.05657,12.5848,0.365154,1260.794975,0.49963378,1.368282369
603,4.67324,6.06076,0.0510654,0,0.04627688,0.906227626
604,8.10873,15.05143,0.476973,2498.679477,0.81659157,1.712028918
605,4.15104,7.85169,0.0886838,47.977005,0.07660659,0.863817218
606,4.14066,7.92631,0.0896747,51.649856,0.07693838,0.857971965
607,4.49793,6.02477,0.108707,108.083616,0.09312419,0.856653141
608,6.54297,8.83944,0.190151,464.650778,0.22263296,1.170821912
609,5.70588,7.28949,0.23545,686.713821,0.2873637,1.220487138
610,4.58532,7.0827,0.0997197,62.212947,0.08735313,0.875986689
611,6.8096,11.4049,0.420653,2046.586251,0.64776854,1.539911851
612,4.3386,7.95201,0.142269,94.561515,0.15541052,1.092370914
613,4.84886,5.81545,0.0521406,0,0.03534102,0.677802379
614,7.61145,7.99368,0.372983,1187.750906,0.45895759,1.230505396
615,3.62176,5.603,0.0151561,0,0.01538525,1.015119615
616,3.34014,4.4974,0.126668,0,0.0998286,0.788112202
617,3.80753,4.99032,0.0647341,0,0.04311762,0.666072721
618,5.846,10.38685,0.340889,923.452185,0.40055208,1.175022026
619,5.10514,7.87684,0.0788337,52.358735,0.04448468,0.56428506
620,6.72485,7.78532,0.251265,430.126423,0.19261975,0.766599995
621,5.78018,6.75609,0.201223,310.709029,0.15726911,0.781566291
622,5.58107,7.89006,0.283987,585.952464,0.29233591,1.02939893
623,5.16926,7.02197,0.198571,119.622919,0.19571192,0.985601709
624,3.89247,6.18153,0.120682,1.734852,0.07034405,0.582887671
625,5.01675,7.7894,0.262445,472.730834,0.25751874,0.981229344
626,3.34564,5.16943,0.0226295,0,0.01707568,0.75457598
627,3.34098,5.19414,0.0230062,0,0.01736819,0.754935173
628,3.71105,4.78933,0.0168903,0,0.01192999,0.706322206
629,8.20419,9.9911,0.265251,898.655793,0.31510264,1.187941384
630,5.17229,7.1268,0.0846046,34.476597,0.04273729,0.505141455
631,5.27946,7.42906,0.0943924,54.352397,0.05327214,0.564368904
632,10.18844,10.27265,0.209445,539.500462,0.1953881,0.932885014
633,10.26832,10.36353,0.210451,473.770623,0.1717171,0.815948129
634,10.22436,10.28722,0.209827,542.945459,0.19644253,0.936211874
635,10.32135,10.41281,0.211417,475.863011,0.17282986,0.817483246
636,10.43751,10.47585,0.21243,549.300852,0.19888812,0.936252493
637,10.3807,10.4938,0.216872,492.527341,0.17917443,0.826175949
638,3.86978,4.93061,0.0835931,0,0.07103561,0.849778391
639,4.0705,6.03439,0.130206,0,0.13856003,1.06416013
640,4.12983,4.57391,0.0424254,0,0.02849812,0.671722987
641,4.04009,4.47258,0.00610266,0,0.0040841,0.669232668
642,4.72513,9.13428,0.220389,622.270032,0.26306676,1.193647398
643,5.62118,7.81583,0.355539,1092.664462,0.44655835,1.256003853
644,6.29247,7.13009,0.291504,737.285639,0.30912724,1.060456241
645,4.01234,4.67701,0.203035,98.187198,0.11532273,0.56799432
646,4.2449,5.83824,0.121797,0.000463,0.09654738,0.792690949
647,7.20101,7.48881,0.181124,436.537561,0.18125091,1.000700667
648,7.18153,7.4758,0.182332,432.689627,0.1823326,1.000003311
649,7.3234,9.72895,0.338533,1361.673424,0.45416023,1.341553796
650,10.28945,11.27933,0.39133,1041.181763,0.37746559,0.964571057
651,5.77835,7.2447,0.052182,42.128528,0.03922099,0.751619114
652,5.76002,7.27251,0.051058,39.658802,0.03858768,0.755761738
653,5.78947,7.29661,0.0519738,41.878635,0.03853507,0.741432665
654,8.11555,8.84554,0.101511,218.621388,0.07529605,0.741752643
655,8.08184,8.76514,0.100854,216.754643,0.07480411,0.741706959
656,7.61119,8.94244,0.104512,216.969285,0.07902858,0.756167517
657,5.62275,8.07948,0.184399,285.345662,0.168156,0.911913857
658,3.46141,6.14834,0.0557673,0,0.04584663,0.822105924
659,3.64982,5.83002,0.0548627,0,0.04510295,0.822105924
660,3.341,4.0258,0.0110265,0,0.0069316,0.628630643
661,5.69146,6.15336,0.179594,232.501102,0.17624632,0.981359736
662,3.68395,5.03327,0.0373406,0,0.02312235,0.61922802
663,3.62757,4.66773,0.0371635,0,0.02296912,0.618055995
664,3.59829,5.00673,0.036092,0,0.02224085,0.616226712
665,3.64419,5.03579,0.0373391,0,0.02311429,0.619037061
666,3.88901,4.79866,0.146646,0,0.11397217,0.77719246
667,3.86844,4.77732,0.143819,0,0.11091505,0.771212793
668,4.30775,5.59454,0.148575,6.626669,0.09582882,0.644986149
669,4.23256,5.50377,0.14818,1.096141,0.09172833,0.619033122
670,6.4144,13.20865,0.409659,1229.716254,0.46588506,1.137250891
671,4.20357,5.23928,0.133243,0.415718,0.08019298,0.601855112
672,4.16253,5.25234,0.127643,0,0.07452755,0.583874921
673,4.34454,5.50007,0.119449,0,0.06717727,0.562392886
674,4.29258,5.45494,0.120595,0,0.06671516,0.553216623
675,4.20158,5.38583,0.121595,0,0.06598705,0.542678974
676,4.20751,5.39174,0.11593,0,0.06236569,0.537959925
677,4.39398,6.13171,0.0904355,10.024247,0.07077444,0.782595796
678,4.5306,6.35831,0.107465,89.414044,0.09241392,0.859944362
679,4.78031,6.63677,0.112369,70.964722,0.09773915,0.86980531
680,4.85383,6.51576,0.219277,57.795772,0.19740139,0.900237535
681,3.79824,4.8241,0.0871562,0,0.0556118,0.638070475
682,6.04452,7.07203,0.201605,186.203349,0.13973785,0.6931269
683,3.90344,5.56394,0.157154,36.14672,0.09056861,0.57630486
684,3.82517,5.0492,0.0449992,0,0.02833916,0.629770216
685,8.16197,15.0673,0.476432,2457.255852,0.80315961,1.685780159
686,6.71406,15.71791,0.415272,1836.061033,0.63635427,1.532379425
687,4.63375,11.54756,0.323025,1125.364476,0.45554421,1.410244454
688,4.05364,6.16811,0.0842588,2.336695,0.06462546,0.766987693
689,3.84393,4.58349,0.0947232,0,0.05420764,0.572274211
690,6.2942,8.35153,0.245443,672.178451,0.28982069,1.180806511
691,3.72884,5.70483,0.165188,53.782722,0.16713334,1.011776528
692,3.52604,5.40229,0.111167,2.570847,0.10414651,0.936847334
693,3.46883,4.46797,0.0214406,0,0.00883909,0.41225923
694,4.0104,5.3831,0.033332,0,0.02739833,0.821982892
695,4.06805,5.40962,0.0339867,0,0.02795547,0.822541405
696,4.07913,5.12517,0.0344496,0,0.02838627,0.82399416
697,4.11149,5.56711,0.0392968,0,0.02895058,0.736715932
698,6.6978,8.06161,0.235242,615.07233,0.27430091,1.16603714
699,7.15638,10.10291,0.31953,1443.530636,0.46905088,1.467940046
700,4.42545,4.5894,0.0215591,0,0.01154387,0.53545214
701,4.41854,4.66569,0.0221165,0,0.01188694,0.537469404
702,4.51302,4.70609,0.0256777,0,0.01377143,0.536318582
703,4.14788,5.81325,0.0943806,0,0.09403981,0.99638922
704,5.7018,6.26721,0.238918,52.995342,0.30619471,1.281589113
705,4.41794,5.70852,0.0973513,0,0.05817229,0.597550224
706,4.33438,5.5699,0.105368,0,0.0545104,0.517333498
707,6.45676,6.68181,0.172972,413.599452,0.17101754,0.988700726
708,6.71436,7.01155,0.176509,417.88446,0.17477379,0.990169279
709,6.50803,6.78345,0.168937,331.178309,0.16452977,0.973911979
710,6.61172,6.84659,0.173931,382.836754,0.17132927,0.985041601
711,6.07471,6.30208,0.162147,87.307848,0.15869096,0.978685759
712,6.37723,6.62791,0.172801,380.957576,0.172614,0.998917802
713,6.57848,6.82637,0.176165,422.798903,0.17596341,0.998855657
714,3.59379,4.52371,0.0199062,0,0.01609235,0.808408793
715,3.53426,5.43991,0.0482885,0,0.04130964,0.855475708
716,3.75034,5.44738,0.0577794,0,0.05023818,0.869482532
717,5.0402,7.68023,0.150642,157.2706,0.16290341,1.081394369
718,10.43961,11.94129,0.387646,1618.160535,0.61129126,1.576931694
719,3.96511,6.36795,0.0822524,4.960595,0.05890104,0.716101197
720,3.35904,3.66348,0.0120849,0,0.00657251,0.543861543
721,4.32064,5.57902,0.120525,16.937551,0.09314727,0.77284608
722,3.87764,4.81697,0.0159853,0,0.01280563,0.801087722
723,4.97275,7.06089,0.173058,117.060312,0.1842545,1.064697989
724,3.93371,5.07687,0.423985,313.705115,0.20987408,0.495003543
725,3.87032,5.47511,0.0959082,0,0.08612022,0.897944268
726,5.2093,7.20433,0.0899008,40.38105,0.04748476,0.528190582
727,4.12668,4.90582,0.123753,0,0.07413744,0.599075868
728,4.49127,7.57794,0.219553,340.553683,0.25748195,1.172755334
729,7.09876,10.01124,0.400201,2015.454115,0.61842666,1.545290151
730,6.03644,6.49817,0.189034,260.439817,0.25158548,1.330900696
731,3.97144,6.23117,0.111695,118.709387,0.10023506,0.89739971
732,3.51653,4.08874,0.0076031,0,0.0048298,0.635240854
733,4.70303,5.87048,0.102954,33.317918,0.07175581,0.696969636
734,4.83562,6.41429,0.219867,318.125241,0.19195881,0.87306786
735,3.64025,5.00868,0.035151,0,0.02144643,0.610122784
736,3.8011,5.08397,0.0366943,0,0.02248792,0.612844997
737,4.74597,6.30357,0.337399,489.835636,0.12247057,0.362984395
738,6.2907,6.56598,0.171431,172.94544,0.13210282,0.77058889
739,6.2398,7.06758,0.255799,236.026288,0.09910618,0.387437715
740,5.60562,6.93882,0.15363,91.231038,0.14552384,0.947235859
741,4.70926,5.30541,0.234531,105.52879,0.19833814,0.845679837
742,4.70684,5.40067,0.237101,121.068627,0.20786029,0.876674053
743,5.18616,6.55708,0.244459,171.147956,0.22529992,0.921626613
744,4.46415,5.95469,0.093944,0.099833,0.10022687,1.066878889
745,3.75176,11.31874,0.195296,522.165044,0.21631206,1.107611331
746,3.84553,4.80559,0.0164621,0,0.01387265,0.842702187
747,4.12544,6.03693,0.0621633,4.112819,0.05328349,0.85715357
748,3.90019,9.79385,0.206897,458.88148,0.19105379,0.923424637
749,4.0935,5.88963,0.150295,64.523735,0.15242974,1.014203638
750,6.1334,6.288,0.0362886,7.662345,0.02583032,0.711802575
751,4.91537,5.29574,0.0855777,0,0.07410594,0.865949184
752,3.45067,4.94876,0.0610842,0,0.02374361,0.388703033
753,3.92764,5.15134,0.139837,13.502318,0.0675629,0.48315469
754,6.37414,7.19519,0.267123,653.798252,0.24645558,0.922629561
755,3.70782,4.49036,0.00999123,0,0.00643953,0.644518164
756,3.60399,4.36214,0.0082477,0,0.00526336,0.638161011
757,3.69679,4.23404,0.0036406,0,0.00234433,0.643940496
758,5.22194,5.6615,0.102392,0,0.08434709,0.823766383
759,4.99025,5.45276,0.102218,0,0.08563283,0.837747066
760,4.80131,5.925,0.19738,67.424372,0.20208014,1.023812667
761,5.69786,7.03442,0.26821,214.58818,0.25666199,0.956944152
762,4.22095,6.55073,0.0495077,6.277699,0.03987336,0.805397189
763,6.86012,11.05682,0.430949,1954.997304,0.61050665,1.416656368
764,8.05087,12.62072,0.415404,1616.001452,0.57646646,1.387724869
765,3.5169,4.50387,0.0751809,0,0.04202651,0.5590052
766,3.47807,3.74075,0.0755675,0,0.03025007,0.400305232
767,3.87741,4.74462,0.0269647,0,0.0206038,0.764102566
768,3.87333,4.98765,0.0287133,0,0.02211692,0.770267411
769,4.94993,5.35104,0.0886778,0,0.07872769,0.887794783
770,3.58005,4.88247,0.075219,0,0.04207448,0.559359744
771,3.43011,4.7283,0.0478316,0,0.03228904,0.675056672
772,3.34803,4.22027,0.00696145,0,0.00338337,0.486014514
773,5.46727,6.98284,0.0870164,7.500734,0.07499411,0.861838763
774,3.86626,9.35987,0.281292,648.110526,0.27003913,0.959995761
775,4.39375,8.5607,0.200763,474.142275,0.23867018,1.188815555
776,4.0708,4.88279,0.325564,27.097681,0.11917931,0.36607031
777,3.46416,5.25379,0.0986592,1.420949,0.06745688,0.68373637
778,3.43008,5.17684,0.0853201,0.315115,0.06345999,0.743787154
779,4.27938,5.95453,0.165256,7.699734,0.1036868,0.627431379
780,4.34933,5.57877,0.253226,213.104532,0.30838035,1.217806817
781,4.09991,4.85643,0.0789176,0,0.08460712,1.072094479
782,10.46171,10.56998,0.261455,734.470934,0.26397194,1.009626649
783,5.72101,6.16276,0.179756,230.744182,0.1764053,0.981359736
784,5.57372,7.57452,0.156632,197.159563,0.11579381,0.739272993
785,5.05559,7.54925,0.134677,110.55759,0.0922583,0.685033799
786,3.40345,4.56029,0.0492955,0,0.03790973,0.769030162
787,3.66704,4.21514,0.0194224,0,0.01502714,0.773701622
788,3.68933,4.0489,0.0135047,0,0.01116592,0.826817349
789,3.90718,4.74387,0.0278541,0,0.02476904,0.889242142
790,5.05656,6.84122,0.166016,244.228215,0.1006178,0.60607291
791,5.09621,6.98507,0.17461,293.52477,0.10619762,0.608198967
792,7.07821,7.37825,0.121536,185.201837,0.06529648,0.537260434
793,6.97943,7.31506,0.121737,223.08298,0.07828164,0.643038992
794,3.89208,4.60592,0.0358456,0,0.02814536,0.78518309
795,6.26546,6.90103,0.390084,925.070277,0.28591639,0.732961069
796,6.2658,6.93452,0.38967,903.629837,0.28052965,0.719915964
797,7.15062,7.27177,0.122365,203.054072,0.1179567,0.963974175
798,5.07668,7.34058,0.0936846,54.680063,0.0528951,0.56460823
799,5.11399,7.32397,0.0930173,53.764792,0.05251557,0.564578574
800,5.01415,7.28763,0.0899343,49.453152,0.05025473,0.558793802
801,5.12804,7.31754,0.0929174,52.766293,0.05217486,0.561518744
802,4.7811,5.39854,0.0701516,4.274727,0.04605359,0.656486628
803,3.77707,5.15991,0.020579,0,0.01823848,0.886266765
804,3.62849,4.78912,0.031845,0,0.02331542,0.732153161
805,5.16448,7.15013,0.0855637,36.446123,0.04394041,0.513540349
806,3.51795,5.77122,0.145066,0,0.09838881,0.678234825
807,3.65102,5.20016,0.0522572,0.50237,0.03553663,0.680033229
808,3.79196,4.58682,0.146245,0,0.0649176,0.443896218
809,5.20617,5.43824,0.241914,66.51347,0.19860467,0.820972203
810,3.87572,5.38943,0.0303408,0,0.01772337,0.584143084
811,3.90129,5.35903,0.0300497,0,0.01726999,0.574714386
812,4.12036,6.53094,0.163073,215.713344,0.14053757,0.861807702
813,6.11519,7.73462,0.144631,206.1306,0.12194338,0.843134432
814,6.56602,8.23523,0.172739,311.753157,0.15213127,0.88070021
815,6.53985,8.24971,0.172042,290.002379,0.14977651,0.870581108
816,3.86239,4.83431,0.0532042,0,0.04179585,0.785574263
817,3.50315,4.59818,0.105037,0,0.09270447,0.882588671
818,4.26528,5.43996,0.16929,0.943551,0.16547396,0.977458585
819,4.23254,5.11202,0.166456,0.318688,0.15870002,0.953405208
820,3.80649,4.9632,0.135494,0,0.12119512,0.894468514
821,4.85432,7.02643,0.126274,108.836121,0.10480485,0.829979637
822,4.68825,5.15934,0.0783176,0,0.06029277,0.769849593
823,4.32498,5.51787,0.0994804,0,0.07673973,0.771405485
824,3.69854,4.67478,0.122012,0,0.09446391,0.774218214
825,3.62571,4.6408,0.116308,0,0.0875515,0.752755587
826,6.3159,7.3079,0.245299,594.069138,0.26238505,1.069653955
827,5.3455,6.3156,0.134095,91.719966,0.09723887,0.72514914
