Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
1376,-3583.6062,-5050.59799,-736.67415,-709.3642,0.000228751,6.79E-07,7.10E-07,4.89E-07
1377,-3285.33117,-4919.29748,-683.18184,-665.23987,0.000145923,6.89E-07,7.21E-07,5.08E-07
1378,-7266.49035,-7221.29818,-1474.19114,-1454.62316,0.123631,9.59E-07,1.08E-06,4.99E-07
1379,-7084.30529,-8398.45992,-1450.803,-1393.34285,0.0296603,6.99E-07,7.89E-07,3.88E-07
1380,-5626.37401,-4225.39903,-1058.49753,-1093.36604,0.000995794,3.09E-07,3.50E-07,2.05E-07
1381,-5555.00111,-8432.03999,-1072.52033,-1081.5033,0.00122328,3.96E-07,4.48E-07,2.63E-07
1382,-4549.66033,-1590.29122,-982.43965,-1000.10854,0.00031802,2.41E-07,2.68E-07,1.62E-07
1383,-4625.34738,-1904.67287,-993.23435,-1014.30874,0.000466487,3.16E-07,3.52E-07,2.11E-07
1384,-5106.25136,-3233.22748,-1106.18766,-1108.27071,0.00369346,6.98E-07,7.61E-07,4.18E-07
1385,-5134.26789,-3119.74663,-1111.6039,-1112.60519,0.00391106,7.04E-07,7.68E-07,4.22E-07
1386,-6254.19679,-4018.38541,-931.90807,-900.26461,0.00607499,8.54E-07,9.23E-07,5.80E-07
1387,-5791.57312,-7288.39919,-1540.56909,-1367.6705,0.00189409,6.43E-07,7.23E-07,3.63E-07
1388,-3701.04924,-7336.55802,-1876.07426,-1675.14446,3.37E-07,1.65E-07,2.39E-07,1.20E-07
1389,4005.29264,-9879.03722,-1486.55915,-1418.14286,6.90E-16,1.57E-08,2.80E-08,2.00E-08
1390,-7956.45282,-2579.80385,-1986.77513,-1944.807,0.0209127,4.22E-07,5.02E-07,1.98E-07
1391,-5005.88848,-1573.91587,-1151.77552,-1135.87384,0.000295131,3.57E-07,4.08E-07,2.28E-07
1392,-7255.01319,-6179.80375,-1487.97699,-1399.75855,0.0669504,4.31E-07,4.75E-07,2.38E-07
1393,-4861.63247,-1101.92574,-993.14242,-1012.2747,0.00133425,8.70E-07,9.56E-07,5.66E-07
1394,-5739.33886,-10574.61368,-1098.21172,-1055.29604,0.00445446,5.99E-07,6.53E-07,3.80E-07
1395,-7818.53912,-1424.50555,-1090.23268,-1141.21666,0.011115,7.55E-07,8.55E-07,4.84E-07
1396,-7716.21496,-1428.48805,-1086.76349,-1141.93044,0.00799594,7.50E-07,8.58E-07,4.82E-07
1397,-7670.43746,-1436.95697,-1083.50283,-1134.30715,0.00761007,7.47E-07,8.53E-07,4.82E-07
1398,-6942.76428,-5576.19912,-1599.77563,-1530.31436,0.0159148,8.52E-07,1.01E-06,4.66E-07
1399,-5519.84938,-3020.5682,-1548.39512,-1550.02403,0.000191015,5.33E-07,6.45E-07,3.06E-07
1400,-6761.15603,-4060.33249,-1489.46078,-1362.0373,0.0038646,5.33E-07,6.12E-07,3.22E-07
1401,-7824.63672,-1295.48706,-1090.53361,-1142.24604,0.0114264,7.53E-07,8.57E-07,4.82E-07
1402,-7204.01713,-3720.81623,-1682.36581,-1742.54481,0.0489262,6.98E-07,9.19E-07,4.00E-07
1403,-5544.68499,-2532.46342,-1196.5918,-1205.03369,0.0034051,3.29E-07,3.65E-07,1.95E-07
1404,-5439.59208,-965.9816,-878.47031,-889.33181,0.00157748,1.04E-06,1.11E-06,6.99E-07
1405,-6357.44206,-13192.53513,-1393.63652,-1341.56665,0.0146496,5.29E-07,5.94E-07,2.96E-07
1406,-5670.51494,-6098.71821,-1709.38367,-1577.01304,0.000454129,5.70E-07,7.09E-07,3.25E-07
1407,-5466.60446,-16513.47265,-2200.96218,-1471.83711,0.000551224,4.95E-07,6.05E-07,2.96E-07
1408,-5508.01103,-15219.05593,-2069.79384,-1476.33785,0.000581796,4.94E-07,6.07E-07,2.97E-07
1409,-5486.21975,-15318.67908,-2087.55411,-1473.09061,0.000556263,4.94E-07,6.04E-07,2.96E-07
1410,-5216.68524,-1210.79582,-1164.67435,-1198.41589,0.00396678,9.15E-07,1.03E-06,5.49E-07
1411,-8115.9754,-2617.21174,-1509.29303,-1426.53173,0.398214,2.65E-07,2.64E-07,1.20E-07
1412,-6848.61849,-4713.17994,-1380.96136,-1299.87186,0.0297568,5.25E-07,5.61E-07,2.91E-07
1413,-7212.84039,-4986.74283,-1462.64418,-1396.88377,0.0265661,3.55E-07,3.90E-07,1.94E-07
1414,-4565.19566,-3821.27198,-1117.15086,-1035.64804,0.000356137,3.73E-07,4.17E-07,2.54E-07
1415,-3179.10095,-900.2876,-675.55184,-674.29892,1.47E-05,2.39E-07,2.77E-07,2.11E-07
1416,-8197.69935,-7230.86943,-1666.46201,-1585.75167,0.208573,2.84E-07,3.04E-07,1.28E-07
1417,-8164.31483,-7072.11424,-1652.1499,-1556.6058,0.266946,2.96E-07,3.13E-07,1.31E-07
1418,-4077.38512,-1946.45201,-866.0787,-900.78533,0.000269234,5.32E-07,5.94E-07,3.76E-07
1419,-5525.46811,-6934.54516,-1316.31386,-1049.68216,0.00160229,1.55E-07,1.66E-07,1.01E-07
1420,-5639.27651,-6264.55055,-1292.32831,-1070.54657,0.00200944,1.61E-07,1.73E-07,1.03E-07
1421,-5595.24964,-5037.6647,-1216.10116,-1073.55799,0.00132111,1.42E-07,1.55E-07,9.22E-08
1422,-5613.59468,-8010.64937,-1415.07625,-1071.78906,0.0018956,1.52E-07,1.62E-07,9.65E-08
1423,-5273.45762,-3313.04621,-1285.06609,-1286.77819,0.00222137,6.69E-07,7.71E-07,4.02E-07
1424,-5261.56241,-7061.88247,-1145.93801,-1087.32869,0.00302344,7.36E-07,8.14E-07,4.68E-07
1425,-7041.12368,-3943.28058,-1677.05055,-1577.55703,0.00707919,4.73E-07,5.66E-07,2.70E-07
1426,-7299.11487,-10297.26589,-1829.68615,-1508.7368,0.0476521,6.11E-07,7.12E-07,3.27E-07
1427,-8062.308,-8558.24338,-1664.0883,-1563.58455,0.414724,6.93E-07,7.59E-07,3.32E-07
1428,-3905.31317,-1078.98321,-797.35055,-794.14944,0.000402755,8.18E-07,8.71E-07,5.67E-07
1429,-3184.37386,-1644.88456,-898.31016,-943.9802,2.49E-05,4.52E-07,5.27E-07,3.46E-07
1430,-8465.83924,-3124.15553,-1950.89172,-2103.49729,0.252112,5.33E-07,7.10E-07,2.69E-07
1431,-2809.79209,-18151.83999,-2277.06732,-1454.33936,1.78E-08,1.30E-07,2.11E-07,1.35E-07
1432,-3627.04829,-19424.07181,-2165.14515,-1459.53385,3.46E-07,1.41E-07,1.91E-07,1.09E-07
1433,-3394.05352,-22314.02214,-2434.46221,-1465.01449,1.96E-07,1.43E-07,1.94E-07,1.11E-07
1434,-3372.02368,-22245.15726,-2448.46032,-1465.5671,1.97E-07,1.43E-07,1.95E-07,1.11E-07
1435,-5221.59565,-7205.14392,-1289.45564,-1321.79143,0.00122564,4.54E-07,5.45E-07,2.93E-07
1436,-7558.15537,-4913.89123,-1654.02351,-1605.12171,0.0462271,6.97E-07,8.13E-07,3.59E-07
1437,-8189.71943,-2897.4566,-2037.98679,-1958.42692,0.0565587,7.45E-07,9.11E-07,3.38E-07
1438,-7229.84681,-7518.89057,-1580.47304,-1523.95077,0.034259,6.16E-07,7.45E-07,3.46E-07
1439,-6831.37658,-1500.58405,-1405.35755,-1407.58677,0.0524508,5.57E-07,6.07E-07,2.84E-07
1440,-5574.95166,-9374.75698,-2157.80846,-1690.95895,2.77E-05,2.73E-07,3.92E-07,1.91E-07
1441,-5413.95992,-1591.53412,-1045.26838,-1069.08034,0.00121418,4.99E-07,5.67E-07,3.31E-07
1442,-5479.74119,-1919.52947,-1076.72553,-1105.94792,0.00205944,7.22E-07,8.20E-07,4.67E-07
1443,-4773.20526,-2430.75438,-1704.59491,-1648.19689,6.45E-06,1.68E-07,2.18E-07,1.08E-07
1444,-4994.23884,-2522.87926,-1703.22272,-1646.93502,1.17E-05,1.69E-07,2.18E-07,1.07E-07
1445,-6928.55966,-2309.13673,-1566.62578,-1507.96243,0.00283685,2.12E-07,2.53E-07,1.26E-07
1446,-7477.40095,-3444.02198,-1788.86088,-1843.22622,0.024831,3.83E-07,5.19E-07,2.26E-07
1447,-2864.64133,-2555.2219,-1746.81998,-1693.21084,4.14E-08,1.32E-07,1.87E-07,9.43E-08
1448,-5994.87608,-2451.05521,-1672.16449,-1607.02986,0.000187196,1.89E-07,2.35E-07,1.14E-07
1449,-2786.74667,-2641.7599,-1748.65888,-1697.28338,3.50E-08,1.34E-07,1.90E-07,9.43E-08
1450,-5625.38859,-2451.69795,-1667.18563,-1610.37582,7.49E-05,1.83E-07,2.30E-07,1.13E-07
1451,-8304.37545,-2902.52518,-1855.56613,-1838.99972,0.136287,6.30E-07,7.90E-07,3.17E-07
1452,-7428.37684,-3361.95689,-1527.20898,-1476.29367,0.149242,1.05E-06,1.15E-06,5.17E-07
1453,-7191.65897,-4124.66737,-1742.87842,-1687.03598,0.00394596,3.29E-07,4.26E-07,1.92E-07
1454,-7056.13944,-2079.6057,-1628.34008,-1631.13932,0.0247664,8.85E-07,1.06E-06,4.52E-07
1455,-5717.16611,-9179.68714,-1354.85176,-1238.22806,0.00109643,1.24E-07,1.60E-07,1.03E-07
1456,-5929.23035,-6049.14282,-1205.21963,-1143.12713,0.00668661,4.25E-07,4.49E-07,2.51E-07
1457,-7257.20854,-10432.47754,-1496.25051,-1412.00291,0.0156365,5.97E-07,6.92E-07,3.52E-07
1458,-6316.89872,-6582.65346,-1457.16936,-1364.52995,0.00463903,7.17E-07,8.30E-07,4.13E-07
1459,-6844.0822,-6357.77782,-1655.18823,-1595.00139,0.0159319,6.64E-07,7.72E-07,3.39E-07
1460,-7663.39495,-1893.47469,-1999.77097,-1916.26639,0.0238167,4.77E-07,5.18E-07,1.86E-07
1461,-7149.70606,-3829.27806,-2047.56215,-1977.79852,0.00163278,4.94E-07,6.33E-07,2.39E-07
1462,-5678.74252,-4603.55786,-1169.19994,-1142.92853,0.00585049,1.07E-06,1.20E-06,6.65E-07
1463,-1645.02743,-1455.22186,-1224.97265,-1247.16786,1.46E-08,2.43E-07,3.50E-07,2.18E-07
1464,-4599.41955,-978.23421,-994.12334,-1059.23847,0.000708262,4.58E-07,5.31E-07,3.35E-07
1465,-7484.7631,-4644.77953,-1409.05154,-1391.90253,0.128775,9.06E-07,9.81E-07,4.62E-07
1466,-7502.45486,-4079.47694,-1464.61104,-1441.20224,0.159229,9.28E-07,1.00E-06,4.56E-07
1467,-5836.60087,-9065.3342,-1337.42264,-1366.50768,0.00443228,4.26E-07,5.16E-07,2.71E-07
1468,-1589.27752,-7837.46734,-1798.64865,-1755.03064,7.76E-09,5.03E-07,6.65E-07,3.01E-07
1469,-4795.93955,-5666.02336,-993.40547,-964.73508,0.00179765,7.80E-07,8.38E-07,5.00E-07
1470,-3002.81425,-7067.29089,-808.10341,-617.2124,1.61E-05,2.44E-07,2.70E-07,2.08E-07
1471,-6804.37229,-18168.38203,-1649.37696,-1419.59005,0.0314372,5.16E-07,5.79E-07,2.75E-07
1472,-6783.46661,-17310.12972,-1607.60005,-1409.58241,0.0299802,5.12E-07,5.74E-07,2.73E-07
1473,-6864.98462,-8558.60269,-1451.47713,-1412.8765,0.0343677,5.12E-07,5.72E-07,2.71E-07
1474,-8929.50206,-1849.1153,-1764.34078,-1723.37274,4.52533,1.39E-06,1.47E-06,5.64E-07
1475,-5561.29177,-4830.93088,-2310.25911,-2163.5998,9.07E-06,2.61E-07,3.75E-07,1.26E-07
1476,-6739.34061,-1207.61862,-1288.25814,-1271.92745,0.0188694,4.39E-07,4.71E-07,2.34E-07
1477,-9459.58237,-3613.11769,-2030.63374,-1973.96966,2.09835,1.20E-06,1.38E-06,4.71E-07
1478,-7164.19225,-1733.06938,-1642.36451,-1633.04668,0.00921109,5.14E-07,6.40E-07,2.86E-07
1479,-4209.45531,-13555.88228,-1891.46591,-1270.44888,8.12E-06,8.82E-08,1.50E-07,1.08E-07
1480,-3832.09501,-19136.86648,-2154.72947,-1136.56737,5.28E-06,7.66E-08,1.24E-07,9.65E-08
1481,-7502.7489,-6685.01953,-1676.94641,-1535.21233,0.042523,5.43E-07,6.38E-07,2.95E-07
1482,-7916.84843,-2769.26588,-1786.86909,-1715.70448,0.0398781,3.27E-07,3.89E-07,1.68E-07
1483,-2858.56596,-3706.98306,-1686.1492,-1696.9343,6.44E-08,4.62E-07,7.39E-07,3.59E-07
1484,-5616.52746,-6545.78939,-1250.65433,-1173.24373,0.0046621,6.81E-07,7.68E-07,4.29E-07
1485,-6617.77896,-2610.63214,-1516.11569,-1521.38845,0.0123011,6.68E-07,8.42E-07,4.01E-07
1486,-6025.12553,-9289.4353,-1772.45937,-1542.29423,0.0001993,2.18E-07,3.11E-07,1.75E-07
1487,-5305.77091,-16593.20924,-1528.07027,-1102.10611,0.00187461,4.51E-07,5.24E-07,3.16E-07
1488,-6551.27287,-9928.60529,-1422.9519,-1390.21186,0.0210556,7.40E-07,8.24E-07,3.96E-07
1489,-6456.54917,-9072.67058,-1420.64886,-1401.87012,0.0194721,7.36E-07,8.19E-07,3.91E-07
1490,-5410.48969,-5638.75767,-964.47224,-970.08036,0.00220244,6.63E-07,7.26E-07,4.47E-07
1491,-8915.38362,-1788.61313,-1744.02343,-1707.94217,1.00981,1.14E-06,1.23E-06,4.81E-07
1492,-9007.57503,-2032.40846,-1775.66322,-1737.67309,1.45722,1.29E-06,1.39E-06,5.30E-07
1493,-8559.09742,-2019.05506,-1819.09162,-1788.57513,0.668601,1.34E-06,1.45E-06,5.43E-07
1494,-8801.23005,-2228.29977,-1870.99573,-1835.04179,1.08988,1.40E-06,1.53E-06,5.52E-07
1495,-6433.97554,-8698.90558,-1388.75371,-1293.51587,0.0101632,4.33E-07,4.89E-07,2.66E-07
1496,-5685.68761,-2736.95409,-1356.40906,-1304.37281,0.0013237,5.03E-07,5.77E-07,3.08E-07
1497,-7094.5034,-4788.64572,-1489.79368,-1416.95065,0.0516992,5.38E-07,5.81E-07,2.69E-07
1498,-3010.66736,-746.58992,-597.7541,-614.16304,6.79E-05,7.58E-07,8.09E-07,5.91E-07
1499,-7004.692,-3874.11298,-1375.20242,-1365.8503,0.0674915,7.79E-07,8.85E-07,4.55E-07
1500,-6372.27689,-1181.02688,-1092.60341,-1118.7119,0.0198114,1.07E-06,1.16E-06,6.39E-07
1501,-6290.3433,-1242.10152,-1062.44852,-1085.43404,0.0161527,1.04E-06,1.13E-06,6.34E-07
1502,-7189.92106,-1506.60248,-1506.63773,-1494.44014,0.088056,8.27E-07,9.53E-07,4.41E-07
1503,-7167.54545,-1470.44867,-1498.00127,-1487.55372,0.083975,8.17E-07,9.41E-07,4.35E-07
1504,-5644.00482,-3136.3003,-1498.52164,-1485.62399,0.000471138,6.90E-07,9.16E-07,4.54E-07
1505,-5944.69884,-3253.42159,-1472.22111,-1474.79577,0.00128537,6.73E-07,9.07E-07,4.57E-07
1506,-8527.98389,-5099.54937,-2489.0243,-2382.91748,0.0847349,1.52E-06,1.85E-06,5.02E-07
1507,390.09706,-1611.90478,-2010.9637,-2021.60813,1.48E-11,2.61E-07,3.84E-07,1.66E-07
1508,-6931.75269,-2027.23387,-1587.98917,-1613.04386,0.0350077,8.96E-07,1.07E-06,4.70E-07
1509,-8400.05606,-4825.81465,-1650.80179,-1611.01852,0.266757,8.24E-07,9.44E-07,4.02E-07
1510,-7014.02208,-2855.19723,-1491.55579,-1471.8733,0.0365342,1.04E-06,1.24E-06,5.73E-07
1511,-7193.96276,-8131.99408,-1642.10266,-1592.60366,0.00901235,6.31E-07,7.67E-07,3.38E-07
1512,-7205.11971,-2124.72464,-1580.62772,-1594.8987,0.0327734,9.20E-07,1.14E-06,5.05E-07
1513,-4305.66996,-12976.85852,-1423.8651,-1016.26245,3.08E-05,9.08E-08,1.07E-07,7.30E-08
1514,-5808.68673,-16317.99471,-1342.81832,-1220.60033,0.000245897,7.09E-08,7.89E-08,4.52E-08
1515,-8139.72382,-2710.46604,-1612.01071,-1575.53542,0.458353,1.15E-06,1.26E-06,5.37E-07
1516,-6949.67185,-2689.28885,-1939.11286,-1875.00644,0.00314618,6.72E-07,8.51E-07,3.36E-07
1517,-6077.85988,-11645.29644,-1822.56524,-1438.61115,0.000325335,1.63E-07,2.02E-07,1.07E-07
1518,-6788.48584,-11828.3138,-1419.09147,-1351.41576,0.0212408,7.94E-07,8.93E-07,4.43E-07
1519,-6450.19612,-2317.05163,-1247.96445,-1233.59002,0.0237056,3.82E-07,4.01E-07,2.11E-07
1520,-6392.92152,-2233.08735,-1237.72287,-1226.51167,0.0213102,3.79E-07,3.97E-07,2.10E-07
1521,-6423.18448,-2249.1895,-1240.71656,-1234.7195,0.0220606,3.83E-07,4.02E-07,2.11E-07
1522,-6641.77062,-2341.62127,-1543.46927,-1583.03354,0.00149029,9.83E-07,1.25E-06,5.72E-07
1523,-6799.98957,-2111.25894,-1482.22474,-1507.23038,0.00199673,9.45E-07,1.17E-06,5.60E-07
1524,-5143.29045,-1758.80522,-1098.77594,-1095.61176,0.00228704,4.05E-07,4.33E-07,2.40E-07
1525,-5059.31592,-1651.02045,-1074.5733,-1074.88784,0.00189546,3.80E-07,4.03E-07,2.27E-07
1526,-5820.40229,-7581.01809,-1354.68098,-1221.21501,0.00418414,6.57E-07,7.69E-07,4.28E-07
1527,-7912.01248,-6663.74853,-1692.47307,-1675.12406,0.13214,7.72E-07,9.27E-07,3.90E-07
1528,-8529.77142,-3090.72836,-1654.01195,-1622.897,0.272609,4.79E-07,5.42E-07,2.31E-07
1529,-5783.89197,-15503.05718,-1476.1459,-1283.69875,0.00387724,7.49E-07,8.17E-07,4.09E-07
1530,-6954.41896,-4458.40218,-1836.65848,-1854.65678,0.00342429,6.39E-07,9.27E-07,4.08E-07
1531,-7703.66517,-9155.11726,-1891.62035,-1688.03796,0.0116391,1.66E-07,1.96E-07,8.98E-08
1532,-2363.71097,-2756.71031,-1591.97175,-1560.16806,7.86E-08,3.62E-07,4.95E-07,2.48E-07
1533,-5530.2774,-2475.27461,-1105.74497,-1063.1077,0.00191407,1.79E-07,1.92E-07,1.12E-07
1534,-4475.74085,-13634.12976,-1294.92915,-956.87961,0.000151135,2.55E-07,2.85E-07,1.83E-07
1535,-4652.66182,-13576.25271,-1311.85945,-1002.17781,0.000158305,2.44E-07,2.76E-07,1.73E-07
1536,-2932.8718,-627.70413,-576.02155,-592.77431,5.87E-05,7.47E-07,7.97E-07,5.91E-07
1537,-8230.43491,-4054.72167,-1704.98528,-1626.76893,0.0523336,3.86E-07,4.69E-07,2.16E-07
1538,-7094.20315,-2794.086,-1473.98586,-1460.48615,0.0502935,7.65E-07,8.89E-07,4.21E-07
1539,-7253.38087,-2779.47791,-1510.66293,-1498.31091,0.0565572,7.33E-07,8.61E-07,4.04E-07
1540,-7212.30768,-2800.53638,-1530.596,-1520.59367,0.0392213,7.04E-07,8.41E-07,3.95E-07
1541,-7254.09115,-2627.38586,-1498.43847,-1483.73468,0.0639712,7.63E-07,8.86E-07,4.13E-07
1542,-7310.73989,-3030.85174,-1536.11815,-1522.96327,0.0502366,6.99E-07,8.38E-07,3.92E-07
1543,-7559.41831,-4345.54425,-1681.46,-1653.27362,0.0202866,5.14E-07,6.25E-07,2.87E-07
1544,-5855.07496,-5365.64475,-1156.8846,-1135.98218,0.00539897,2.78E-07,3.02E-07,1.70E-07
1545,-3908.07481,-15951.87023,-1180.21458,-880.21882,0.00013202,3.67E-07,4.21E-07,2.84E-07
1546,-6303.58911,-1366.62573,-1217.18189,-1187.18665,0.0203503,7.69E-07,8.30E-07,4.44E-07
1547,-6377.46327,-1435.73935,-1233.38504,-1197.90952,0.0224197,7.70E-07,8.29E-07,4.41E-07
1548,-4838.93178,-7800.77555,-1161.68067,-1114.89548,0.00128657,6.97E-07,8.04E-07,4.62E-07
1549,-4581.92527,-9629.85373,-1124.93597,-1062.03663,0.000750493,7.01E-07,8.05E-07,4.75E-07
1550,-6724.74295,-2306.82616,-1618.62531,-1597.04806,0.0042224,5.86E-07,7.27E-07,3.31E-07
1551,-4988.85178,-6617.69098,-1327.74767,-1156.85754,0.000398685,2.03E-07,2.45E-07,1.55E-07
1552,-5576.97086,-13181.94098,-1339.80984,-1296.25744,0.0032999,8.95E-07,1.06E-06,5.46E-07
1553,-5847.99224,-1364.05168,-1062.6387,-1091.49119,0.00603042,8.89E-07,9.88E-07,5.64E-07
1554,-5665.3028,-1836.83556,-1995.62274,-1967.67013,0.000162843,8.41E-07,1.11E-06,4.10E-07
1555,-6502.73409,-6948.31981,-1623.02476,-1550.70736,0.00371804,6.14E-07,7.47E-07,3.51E-07
1556,-4869.65404,-11816.53514,-1388.08704,-1070.02395,0.000335229,1.91E-07,2.27E-07,1.45E-07
1557,-6124.4644,-16841.41846,-1794.14544,-1244.77218,0.00214667,2.37E-07,2.78E-07,1.60E-07
1558,-7609.61824,-6434.16927,-1640.41137,-1577.47344,0.0577996,6.74E-07,7.66E-07,3.34E-07
1559,-5466.5822,-8558.70722,-1999.11546,-1659.0904,0.000161512,3.34E-07,3.97E-07,1.81E-07
1560,-5461.56153,-6987.13432,-1786.04331,-1554.90452,5.80E-05,1.86E-07,2.63E-07,1.45E-07
1561,-5494.93962,-3543.37865,-1187.78781,-1138.48847,0.00450382,4.77E-07,5.13E-07,2.85E-07
1562,-4882.94662,-6367.57181,-952.58762,-890.20715,0.000949585,5.08E-07,5.50E-07,3.48E-07
1563,5544.27795,-1836.24264,-1474.53088,-1517.0312,8.22E-17,4.83E-08,8.70E-08,5.74E-08
1564,-4784.31246,-4534.30337,-1131.88267,-1047.32952,0.000358895,4.44E-07,5.00E-07,2.96E-07
1565,-8424.49016,-1902.32498,-1677.00321,-1673.88273,0.0987482,2.14E-07,2.49E-07,1.05E-07
1566,-5430.49402,-4899.57933,-1189.03334,-1145.25788,0.00565096,1.07E-06,1.17E-06,6.29E-07
1567,-6850.46324,-14568.72396,-1521.53093,-1392.99607,0.0104869,6.82E-07,7.89E-07,3.89E-07
1568,-4281.56788,-18604.51476,-1581.39738,-948.46475,1.56E-05,5.04E-08,6.70E-08,5.40E-08
1569,-7164.44879,-6542.19795,-1488.22692,-1455.92275,0.0668883,5.68E-07,6.30E-07,2.90E-07
1570,-4984.08316,-3851.05742,-2055.72458,-2016.3652,2.21E-05,3.11E-07,3.94E-07,1.42E-07
1571,-6298.79024,-9888.18709,-1488.64649,-1411.8358,0.00636275,3.47E-07,4.41E-07,2.27E-07
1572,-7182.43239,-4714.2911,-1808.08846,-1770.13529,0.00413921,3.87E-07,4.93E-07,2.13E-07
1573,-7429.11291,-8390.88711,-1272.18436,-1244.39897,0.0864011,1.01E-06,1.12E-06,5.85E-07
1574,-7436.82173,-8365.0308,-1270.87701,-1235.47693,0.0870364,1.01E-06,1.12E-06,5.86E-07
1575,-6124.12098,-10028.20818,-1672.38839,-1647.37792,0.00105073,6.85E-07,9.16E-07,4.24E-07
1576,-6096.69895,-9537.76787,-1634.69035,-1600.51145,0.00162544,7.34E-07,9.52E-07,4.43E-07
1577,-5921.77379,-3811.8805,-1229.79944,-1212.8505,0.00439453,2.70E-07,3.02E-07,1.68E-07
1578,-6789.53756,-4173.88998,-1628.24404,-1679.87623,0.00246258,2.69E-07,3.77E-07,1.92E-07
1579,-5702.16448,-4708.6604,-1133.57669,-1111.91245,0.00409714,2.60E-07,2.81E-07,1.62E-07
1580,-2549.46966,-835.09964,-412.57283,-422.5796,1.99E-05,6.88E-07,7.23E-07,5.92E-07
1581,-2963.68766,-724.00586,-587.20241,-605.9339,6.37E-05,7.71E-07,8.22E-07,6.03E-07
1582,-2966.30991,-764.72897,-591.18628,-604.88682,6.45E-05,7.72E-07,8.22E-07,6.04E-07
1583,-4459.95437,-4856.98579,-1434.33441,-1152.34561,1.67E-05,1.39E-07,1.72E-07,1.06E-07
1584,-5978.2442,-1720.50832,-1239.99857,-1229.84193,0.0189225,1.03E-06,1.12E-06,5.80E-07
1585,-4910.28972,-1272.87864,-1005.42668,-1010.06234,0.00155635,4.46E-07,4.84E-07,2.96E-07
1586,-6554.47124,-1685.74972,-1402.59514,-1435.50445,0.00260925,2.73E-07,3.51E-07,1.84E-07
1587,-5719.72831,-968.31938,-1178.23168,-1201.94066,0.00702062,5.29E-07,5.77E-07,3.04E-07
1588,-6848.9462,-6403.48675,-1418.44246,-1374.56496,0.149131,1.10E-06,1.18E-06,5.43E-07
1589,-7304.96613,-6720.46283,-1449.93857,-1407.99005,0.214541,1.12E-06,1.19E-06,5.42E-07
1590,-2930.89094,-15550.93635,-947.0889,-574.88635,1.22E-05,1.83E-07,1.98E-07,1.56E-07
1591,-3052.06299,-19739.46551,-1788.08027,-708.30793,6.98E-06,9.83E-08,1.14E-07,9.29E-08
1592,-6834.94741,-5190.58263,-1485.44964,-1471.2704,0.15029,1.28E-06,1.42E-06,6.21E-07
1593,-6770.92285,-1225.98932,-1433.75817,-1448.22281,0.153291,1.31E-06,1.44E-06,6.35E-07
1594,-6676.1782,-1182.57833,-1395.72555,-1406.68998,0.121427,1.22E-06,1.33E-06,6.01E-07
1595,-7175.6996,-2609.04995,-1432.77074,-1404.31102,0.0772327,6.58E-07,7.19E-07,3.38E-07
1596,-5415.10651,-1548.21664,-1052.12289,-1055.80894,0.00393874,9.32E-07,1.01E-06,5.73E-07
1597,-8747.48579,-2900.57579,-1932.82164,-1936.1183,0.497503,7.11E-07,9.12E-07,3.57E-07
1598,-7316.49414,-8014.82157,-1623.54146,-1572.66499,0.0113486,4.21E-07,4.94E-07,2.29E-07
1599,-7449.82376,-2200.65924,-1830.45083,-1812.58934,0.00788558,4.05E-07,4.83E-07,1.84E-07
1600,-8235.73843,-10092.00603,-1902.85711,-1857.80705,0.164726,6.68E-07,7.66E-07,2.89E-07
1601,-6685.57021,-4457.63939,-1426.91651,-1395.38983,0.0389931,7.02E-07,7.82E-07,3.73E-07
1602,-6556.1752,-3870.02738,-1392.89622,-1385.21268,0.03155,6.95E-07,7.83E-07,3.86E-07
1603,-3773.85194,-5848.84146,-1145.29701,-1070.16812,1.02E-05,2.37E-07,2.81E-07,1.74E-07
1604,-4354.19069,-3944.87745,-1256.32616,-1176.40292,3.72E-05,2.95E-07,3.46E-07,1.99E-07
1605,-6394.72705,-19288.57984,-1971.58462,-1511.16323,0.000966148,1.29E-07,1.53E-07,7.38E-08
1606,-6324.46052,-19220.28678,-1951.86693,-1544.14032,0.000679339,1.25E-07,1.49E-07,7.16E-08
1607,-6373.63105,-19879.31937,-1993.45435,-1578.34576,0.000698005,1.27E-07,1.50E-07,7.12E-08
1608,-3779.50258,-12823.7872,-1287.15614,-1012.74696,1.37E-05,2.51E-07,2.95E-07,1.88E-07
1609,-3757.09498,-13013.69228,-1305.32774,-1030.20606,1.23E-05,2.46E-07,2.90E-07,1.83E-07
1610,-3746.76328,-12613.82218,-1291.03636,-1047.10154,1.13E-05,2.42E-07,2.86E-07,1.81E-07
1611,-3756.02596,-13135.49152,-1352.54237,-1070.27188,1.05E-05,2.39E-07,2.83E-07,1.77E-07
1612,-3788.61547,-12932.91409,-1340.67883,-1072.39182,1.12E-05,2.38E-07,2.83E-07,1.76E-07
1613,-8078.97357,-3146.48211,-1718.21701,-1644.18207,0.241785,9.77E-07,1.07E-06,4.40E-07
1614,-5029.21659,-8687.43747,-1916.27428,-1844.65604,2.34E-05,4.26E-07,5.79E-07,2.46E-07
1615,-8171.26978,-2227.87354,-1709.77564,-1687.57677,0.0543506,2.64E-07,3.10E-07,1.35E-07
1616,-6612.46273,-5502.06441,-1977.28201,-1916.63415,0.00182323,6.96E-07,8.69E-07,3.29E-07
