Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
1003,17.70043811,7.080175244,10.62026287,0,0,0,0,3.540087622,3.540087622,0,0,0,0,0,0,0,0,0
1004,13.94548623,27.89097245,0,0,11.62123852,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,13.74104451,27.48208902,0,0,9.160696339,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,10.76392885,21.52785771,3.587976284,6.577956521,0.597996047,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,15.7266718,18.34778377,0,0,7.863335901,0,0,0,3.276389959,0,0,0,0,0,0,0,0,0
1008,17.01077936,19.84590926,0,0,8.505389681,0,0,0,3.543912367,0,0,0,0,0,0,0,0,0
1009,13.5548024,15.81393613,0,0.564783433,6.212617766,0,0,0,2.823917166,0,0,0,0,0,0,0,0,0
1010,11.18216412,22.36432824,6.709298473,0,8.945731297,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96206561,14.61608747,0,0,0
1012,31.7982178,33.02122617,2.446016754,1.223008377,9.784067015,0,0,0,6.115041884,0,0,0,0,0,0,0,0,0
1013,22.41883363,23.28109646,1.724525664,0,7.760365486,0,0,0,4.311314159,0,0,0,0,0,0,0,0,0
1014,21.30430879,17.04344703,8.521723516,4.260861758,4.260861758,0,0,8.521723516,0,0,0,0,0,0,0,0,0,0
1015,19.52886574,31.73440683,2.441108218,0,9.764432872,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,19.57852677,31.815106,2.447315846,0,9.789263385,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,19.0514405,27.51874739,2.116826722,0,8.467306889,0,0,2.116826722,0,0,0,0,0,0,0,0,0,0
1018,16.08509321,25.02125611,3.574465159,0,3.574465159,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,6.882024292,6.882024292,3.441012146,0,0,0,0,0,0,0,0,0,0,8.602530365,13.76404858,0,0,5.161518219
1020,16.16118292,32.32236585,0,16.16118292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,22.74232601,11.37116301,2.274232601,0,3.411348902,0,2.274232601,0,6.822697804,0,0,0,1.137116301,0,1.137116301,0,0,0
1022,22.27350897,28.21311137,1.484900598,0,5.939602393,0,0,1.484900598,1.484900598,0,0,0,0,1.484900598,0,0,0,0
1023,17.91255965,24.4262177,1.628414514,3.256829027,9.770487082,0,0,0,3.256829027,0,0,0,1.628414514,0,0,0,0,0
1024,18.23345009,14.58676007,21.88014011,0,1.823345009,0,0,0,0,5.470035026,0,0,0,0,0,0,0,0
1025,18.49085567,14.79268454,22.18902681,0,1.849085567,0,0,0,0,5.547256702,0,0,0,0,0,0,0,0
1026,12.64752454,22.13316795,3.161881136,0,12.64752454,3.161881136,0,0,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,8.618556449,4.309278224,0,8.618556449,10.77319556,0,4.309278224,0,4.309278224,0,0,0,0,0,0,0,0,0
1030,36.28998792,10.36856798,0,2.592141994,18.14499396,2.592141994,0,0,15.55285197,0,0,0,0,0,0,0,0,0
1031,4.617344835,18.46937934,0,0,13.85203451,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,18.24936126,0,0,6.517629021,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,5.948216837,17.84465051,0,11.89643367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,6.013898122,18.04169436,0,12.02779624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,5.934148337,17.80244501,0,11.86829667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,6.0015239,18.0045717,0,12.0030478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,6.049962637,18.14988791,0,12.09992527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,14.37002831,14.37002831,0,0,28.74005662,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,14.05945845,14.05945845,0,0,28.11891689,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,14.56364427,14.56364427,0,0,29.12728853,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,13.663958,13.663958,0,0,27.32791599,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,13.44549915,13.44549915,0,0,26.8909983,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,13.78441473,13.78441473,0,0,27.56882946,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,16.55692529,8.278462643,0,8.278462643,12.41769397,0,0,0,8.278462643,0,0,0,0,0,0,0,0,0
1045,0,8.607791757,0,8.607791757,12.91168764,0,0,0,0,0,0,0,0,0,8.607791757,0,0,0
1046,34.9959055,1.841889763,0,1.841889763,5.525669289,0,0,0,16.57700787,0,0,0,3.683779526,0,1.841889763,0,0,0
1047,14.74856984,14.74856984,0,0,29.49713969,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,14.46104472,14.46104472,0,0,28.92208944,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,14.87964951,14.87964951,0,0,29.75929902,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,14.13191647,14.13191647,0,0,28.26383295,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,13.81313392,13.81313392,0,0,27.62626784,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,14.29755274,14.29755274,0,0,28.59510549,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,14.83146621,14.83146621,0,0,29.66293243,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,14.58347337,14.58347337,0,0,29.16694674,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,14.9725332,14.9725332,0,0,29.9450664,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,14.25071884,14.25071884,0,0,28.50143768,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,14.03887781,14.03887781,0,0,28.07775563,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,14.37857315,14.37857315,0,0,28.75714629,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,7.683168991,7.683168991,0,0,0
1060,13.37161653,26.74323306,0,0,13.37161653,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,12.66111053,25.32222105,0,0,12.66111053,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,12.51776169,25.03552337,0,0,12.51776169,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,12.48288877,24.96577753,0,0,12.48288877,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,12.39785268,24.79570537,0,0,12.39785268,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,12.57850287,25.15700574,0,0,12.57850287,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,10.28104252,20.56208505,0,0,10.28104252,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,17.14063457,29.99611049,0,0,8.570317284,0,0,0,0,0,0,0,0,0,4.285158642,0,0,0
1068,5.816968277,11.63393655,1.938989426,3.877978851,5.816968277,0,0,0,0,0,1.938989426,0,0,0,0,0,0,0
1069,7.67228002,26.85298007,0,15.34456004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,21.7620312,21.7620312,10.8810156,5.440507799,8.160761698,0,0,0,5.440507799,0,0,0,0,0,0,0,0,0
1071,7.10770597,21.32311791,0,2.369235323,11.84617662,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,5.470966636,14.58924436,0,0,7.294622181,0,0,0,0,0,0,0,0,0,1.823655545,0,0,0
1073,5.784914773,15.42643939,0,0,7.713219697,0,0,0,0,0,0,0,0,0,1.928304924,0,0,0
1074,17.96570854,8.982854269,0,17.96570854,4.491427134,0,0,0,8.982854269,0,0,0,0,0,0,0,0,0
1075,15.51755632,7.75877816,0,7.75877816,11.63816724,0,0,0,7.75877816,0,0,0,0,0,0,0,0,0
1076,20.24499877,32.39199802,2.699333169,1.349666584,8.097999506,0,0,0,0,0,0,0,0,0,1.349666584,0,0,0
1077,16.4694072,22.80379458,0,0,0,0,0,0,1.266877477,0,0,0,0,2.533754954,3.800632431,0,0,1.266877477
1078,6.994847088,20.98454127,0,13.98969418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,16.70837284,8.354186421,0,8.354186421,12.53127963,0,0,0,8.354186421,0,0,0,0,0,0,0,0,0
1080,18.55517968,20.2420142,3.373669033,1.686834517,8.434172583,0,0,3.373669033,1.686834517,0,0,0,0,0,1.686834517,0,0,0
1081,21.87046231,25.84691,3.976447693,1.988223846,11.92934308,0,0,3.976447693,1.988223846,0,1.988223846,0,0,0,0,0,0,0
1082,4.095481041,20.4774052,0,2.04774052,14.33418364,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,25.34581956,31.68227445,6.33645489,0,8.448606521,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,29.17192021,42.43188395,5.303985493,2.651992747,3.97798912,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,26.09092442,6.522731105,0,8.696974807,4.348487403,0,0,0,13.04546221,0,0,0,0,0,0,0,0,0
1086,26.51118668,6.62779667,0,8.837062227,4.418531113,0,0,0,13.25559334,0,0,0,0,0,0,0,0,0
1087,30.06091277,0,0,0,6.012182554,3.006091277,6.012182554,0,12.02436511,0,0,0,0,0,0,0,0,0
1088,16.17915399,8.089576993,0,8.089576993,12.13436549,0,0,0,8.089576993,0,0,0,0,0,0,0,0,0
1089,8.322335501,14.56408713,0,0,4.16116775,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,16.73904945,27.5701991,0,1.969299936,5.907899807,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,14.35302627,23.64027856,0,0.844295663,5.910069639,0.844295663,0,0,0,0,0,0,0,0,0,0,0,0
1092,10.55749313,31.67247938,0,3.519164376,17.59582188,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,14.08900017,24.6557503,0,0.880562511,7.044500087,0,0,0,0,0,0.880562511,0,0,0,0,0,0,0
1094,6.809590117,13.61918023,0,0,6.809590117,0,0,0,0,0,2.269863372,0,0,0,0,0,0,0
1095,6.856609559,13.71321912,0,0,6.856609559,0,0,0,0,0,2.28553652,0,0,0,0,0,0,0
1096,17.03530989,23.4235511,4.258827472,4.258827472,4.258827472,0,0,0,2.129413736,0,0,0,0,0,0,0,0,0
1097,24.19200767,14.5152046,9.676803067,0,0,0,0,0,4.838401533,0,0,0,0,0,0,0,0,0
1098,26.8099871,10.72399484,0,10.72399484,10.72399484,0,0,0,10.72399484,0,0,0,5.361997421,0,0,0,0,0
1099,25.76415321,10.30566129,0,10.30566129,10.30566129,0,0,0,10.30566129,0,0,0,5.152830643,0,0,0,0,0
1100,5.248619095,13.99631759,0,0,6.998158793,0,0,0,0,0,0,0,0,1.749539698,0,0,0,0
1101,13.51890999,27.03781997,0,6.759454993,6.759454993,0,0,0,0,0,0,0,0,3.379727497,0,0,0,0
1102,30.92183523,30.92183523,2.81107593,0,2.81107593,0,0,2.81107593,2.81107593,2.81107593,0,0,2.81107593,0,0,0,0,0
1103,8.017914761,21.38110603,0,4.00895738,9.354233887,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,27.69333139,17.30833212,3.461666424,0,0,0,3.461666424,0,5.192499636,0,0,0,0,0,0,0,0,0
1105,20.8594595,13.03716219,2.607432437,0,0,0,2.607432437,0,3.911148656,0,0,0,0,0,0,0,0,0
1106,28.64125144,17.90078215,3.58015643,0,0,0,3.58015643,0,5.370234645,0,0,0,0,0,0,0,0,0
1107,19.94051802,28.48645432,5.697290864,0,5.697290864,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,21.2762946,30.39470657,6.078941315,0,6.078941315,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,16.41218262,32.82436524,0,0,10.94145508,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,10.19342369,30.58027106,0,3.397807895,20.38684737,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,7.750014868,15.50002974,0,0,8.395849441,0,0,0,0,0,0.645834572,0,0,0,0,0,0,0
1112,18.26710036,36.53420071,3.653420071,3.653420071,7.306840142,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,11.21363823,24.6700041,4.485455292,0,8.970910583,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,26.45037361,35.26716481,7.347326002,0,5.877860802,0,0,0,0,1.4694652,0,0,1.4694652,0,0,0,0,0
1116,26.3432766,35.1243688,7.317576832,0,5.854061466,0,0,0,0,1.463515366,0,0,1.463515366,0,0,0,0,0
1117,26.56947557,35.42596743,7.380409881,0,1.476081976,0,0,0,0,0.738040988,0,0,1.476081976,0,0,0,0,0
1118,25.94794664,34.59726219,7.207762955,0,5.766210364,0,0,0,0,1.441552591,0,0,1.441552591,0,0,0,0,0
1119,25.90732902,34.54310537,7.196480285,0,5.757184228,0,0,0,0,1.439296057,0,0,1.439296057,0,0,0,0,0
1120,26.26877681,35.02503574,7.296882446,0,5.837505957,0,0,0,0,1.459376489,0,0,1.459376489,0,0,0,0,0
1121,26.30202083,35.06936111,7.306116897,0,5.844893518,0,0,0,0,1.461223379,0,0,1.461223379,0,0,0,0,0
1122,26.1654917,34.88732227,7.26819214,0,5.814553712,0,0,0,0,1.453638428,0,0,1.453638428,0,0,0,0,0
1123,26.19688145,34.92917527,7.276911514,0,5.821529211,0,0,0,0,1.455382303,0,0,1.455382303,0,0,0,0,0
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,26.29762488,35.06349983,7.304895799,0,2.92195832,0,0,0,0,0.73048958,0,0,1.46097916,0,0,0,0,0
1127,26.40499325,35.20665767,7.334720348,0,2.933888139,0,0,0,0,0.733472035,0,0,1.46694407,0,0,0,0,0
1128,26.3725904,35.16345386,7.325719554,0,2.930287822,0,0,0,0,0.732571955,0,0,1.465143911,0,0,0,0,0
1129,26.2854365,35.04724866,7.301510138,0,2.920604055,0,0,0,0,0.730151014,0,0,1.460302028,0,0,0,0,0
1130,26.30430001,35.07240001,7.306750003,0,2.922700001,0,0,0,0,0.730675,0,0,1.461350001,0,0,0,0,0
1131,26.55351686,35.40468915,7.375976906,0,5.900781524,0,0,0,0,1.475195381,0,0,1.475195381,0,0,0,0,0
1132,26.31513428,35.0868457,7.309759522,0,5.847807617,0,0,0,0,1.461951904,0,0,1.461951904,0,0,0,0,0
1133,26.33185742,35.10914322,7.314404838,0,5.851523871,0,0,0,0,1.462880968,0,0,1.462880968,0,0,0,0,0
1134,30.12992687,23.43438757,6.695539305,3.347769653,3.347769653,0,0,0,6.695539305,0,0,0,0,0,0,0,0,0
1135,11.63681555,11.63681555,4.987206665,0,2.493603332,0,0,1.662402222,1.662402222,0,0,1.662402222,0,1.662402222,0,3.324804443,0,0
1136,8.706766753,21.76691688,0,0,8.706766753,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,23.34423169,39.68519388,11.67211585,2.334423169,7.003269508,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,30.30362299,21.2125361,3.030362299,0,12.1214492,0,0,3.030362299,6.060724599,0,0,0,3.030362299,0,0,0,0,0
1139,30.22341437,23.50710007,3.358157152,0,13.43262861,0,0,0,6.716314305,0,0,0,3.358157152,0,0,0,0,0
1140,23.62967288,15.75311525,0,0,12.79940614,0,0,0,7.876557625,0,0,0,0,0,0,0,0,0
1141,9.112134582,19.52600268,0,7.81040107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,11.69645108,23.39290216,0,0,11.69645108,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,9.01887423,18.03774846,0,0,9.01887423,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,12.29770274,24.59540548,0,0,15.37212843,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,25.69822472,38.54733708,3.21227809,1.606139045,4.818417136,0,0,0,0,0,0,0,0,3.21227809,0,0,0,0
1146,35.13015469,11.71005156,17.56507735,0,0,0,0,0,11.71005156,0,0,0,0,0,0,0,0,0
1147,34.73032191,11.57677397,17.36516095,0,0,0,0,0,11.57677397,0,0,0,0,0,0,0,0,0
1148,34.93797709,11.64599236,17.46898854,0,0,0,0,0,11.64599236,0,0,0,0,0,0,0,0,0
1149,35.28646067,11.76215356,17.64323034,0,0,0,0,0,11.76215356,0,0,0,0,0,0,0,0,0
1150,19.93300149,26.57733531,2.214777943,4.429555886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,22.60672022,26.84548027,2.825840028,2.825840028,8.477520084,0,0,1.412920014,2.825840028,0,0,0,1.412920014,0,0,0,0,0
1153,12.08204358,16.91486101,3.624613073,3.624613073,6.041021788,0,0,0,2.416408715,0,0,0,0,0,0,0,0,0
1154,15.33685408,3.53927402,2.359516013,0,16.90986476,0,0.786505338,1.966263344,5.112284695,0,0.393252669,0,1.573010675,0,0,0,0,0
1155,9.554486577,25.47863087,0,1.592414429,12.73931544,0,0,1.592414429,0,0,0,0,0,0,0,0,0,0
1156,4.950789165,14.8523675,0,0,4.950789165,0,4.950789165,0,0,0,0,0,0,0,0,0,0,0
1157,19.0608349,23.23039254,7.147813089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595651091,0
1158,27.97058987,22.37647189,8.39117696,1.398529493,1.398529493,0,0,0,4.19558848,0,0,0,0,0,0,0,0,0
1159,15.98070629,31.96141258,0,0,10.65380419,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,32.15140398,6.889586567,0,11.48264428,2.296528856,0,0,0,13.77917313,0,0,0,2.296528856,0,0,0,0,0
1161,17.29673576,21.6209197,1.441394646,0,10.08976253,0,0,1.441394646,2.882789293,0,0,0,0,0,0,0,0,0
1162,10.7589318,17.931553,0,7.1726212,1.195436867,0,0,0,1.195436867,0,0,0,0,0,0,0,0,0
1163,43.3294454,15.75616196,7.878080982,3.939040491,3.939040491,0,0,0,15.75616196,0,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,26.33489627,10.53395851,0,10.53395851,10.53395851,0,0,0,10.53395851,0,0,0,5.266979255,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,18.26008549,4.565021373,0,0,9.130042746,0,0,0,9.130042746,0,0,0,0,0,0,0,0,0
1169,16.53797279,4.134493197,0,0,8.268986395,0,0,0,8.268986395,0,0,0,0,0,0,0,0,0
1170,21.09661667,33.75458667,8.438646667,0,8.438646667,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,12.18108599,22.73802718,0,0,8.120723994,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,14.66581992,25.66518487,0,0,9.166137452,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,9.748160818,9.748160818,0,4.874080409,14.62224123,0,0,0,9.748160818,0,0,0,0,0,0,0,0,0
1174,13.13307402,9.849805518,0,4.924902759,14.77470828,1.641634253,0,0,9.849805518,0,0,0,0,0,0,0,0,0
1175,13.00643665,9.754827486,0,4.877413743,14.63224123,1.625804581,0,0,9.754827486,0,0,0,0,0,0,0,0,0
1176,22.09567653,24.8576361,13.80979783,0,0,0,0,0,2.761959567,2.761959567,0,0,0,0,0,0,0,0
1177,14.61528451,24.35880751,14.61528451,0,2.435880751,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,23.70088008,22.30671066,2.788338832,0,4.182508249,0,4.182508249,0,2.788338832,0,0,0,0,0,1.394169416,0,0,0
1179,13.89861557,27.79723115,4.632871858,9.265743716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,10.74558552,21.49117104,3.58186184,7.16372368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,13.74968919,27.49937838,4.58322973,9.166459461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,10.95265062,21.90530124,3.65088354,7.301767079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,28.53118723,14.26559361,21.39839042,0,0,0,0,0,10.69919521,0,0,0,0,0,0,0,0,0
1184,28.48494052,14.24247026,21.36370539,0,0,0,0,0,10.68185269,0,0,0,0,0,0,0,0,0
1185,28.31268443,14.15634221,21.23451332,0,0,0,0,0,10.61725666,0,0,0,0,0,0,0,0,0
1186,28.48024713,14.24012357,21.36018535,0,0,0,0,0,10.68009268,0,0,0,0,0,0,0,0,0
1187,28.10437886,14.05218943,21.07828415,0,0,0,0,0,10.53914207,0,0,0,0,0,0,0,0,0
1188,27.25135594,13.62567797,20.43851695,0,0,0,0,0,10.21925848,0,0,0,0,0,0,0,0,0
1189,0,2.921295326,0,0,7.303238315,0,7.303238315,0,0,0,0,0,0,0,0,0,0,0
1190,0,15.60156708,11.70117531,5.850587656,9.750979426,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,18.91190834,26.47667168,1.891190834,0.945595417,13.23833584,0,0,0,2.836786251,0,0,0,0,0,0,0,0,0
1192,28.06095569,17.53809731,3.507619462,0,0,0,3.507619462,0,5.261429193,0,0,0,0,0,0,0,0,0
1193,30.58052682,23.7848542,3.397836314,0,13.59134526,0,0,0,6.795672628,0,0,0,3.397836314,0,0,0,0,0
1194,10.73931153,21.47862307,0,0,13.42413942,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,10.93674288,21.87348576,0,0,13.6709286,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,12.52036444,25.04072888,0,0,15.65045555,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,14.24269568,28.48539135,0,0,9.495130451,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,30.79551952,23.95207074,3.421724391,0,13.68689756,0,0,0,6.843448782,0,0,0,3.421724391,0,0,0,0,0
1200,9.639152019,19.27830404,0,9.639152019,3.213050673,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,2.814281594,11.25712638,0,0,5.628563189,0.469046932,0,0,0,0,0,0,0,0,0,0,0,0
1202,2.849642181,11.39856872,0,0,5.699284361,0.474940363,0,0,0,0,0,0,0,0,0,0,0,0
1203,5.733662753,11.46732551,0,0,5.733662753,0.477805229,0,0,0,0,0,0,0,0,0,0,0,0
1204,5.685988302,11.3719766,0,0,5.685988302,0.473832358,0,0,0,0,0,0,0,0,0,0,0,0
1205,5.760438216,11.52087643,0,0,5.760438216,0.480036518,0,0,0,0,0,0,0,0,0,0,0,0
1206,25.16785221,25.16785221,5.033570442,0,1.677856814,0,0,5.033570442,0,0,0,0,1.677856814,5.033570442,0,0,0,0
1207,19.60561707,6.032497561,9.048746342,0,1.50812439,1.50812439,0,0,6.032497561,0,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,16.18978408,28.33212214,0,0,8.094892039,0,0,0,0,0,0,0,1.349148673,0,0,0,0,0
1212,15.79546765,27.64206839,0,0,7.897733825,0,0,0,0,0,0,0,1.316288971,0,0,0,0,0
1213,16.02465582,28.04314769,0,0,8.012327912,0,0,0,0,0,0,0,1.335387985,0,0,0,0,0
1214,26.90629423,40.35944135,3.363286779,0,6.726573558,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,30.03484734,32.53775129,2.502903945,0,12.51451973,0,0,0,5.00580789,0,0,0,0,0,0,0,0,0
1216,11.61031236,27.09072884,0,3.87010412,3.87010412,0,0,0,0,0,0,3.87010412,0,0,0,0,0,0
1217,28.19981267,21.93318763,6.266625038,3.133312519,3.133312519,0,0,0,6.266625038,0,0,0,0,0,0,0,0,0
1218,11.65060318,27.18474076,0,3.883534394,3.883534394,0,0,0,0,0,0,3.883534394,0,0,0,0,0,0
1219,26.55843738,31.87012486,2.655843738,2.655843738,2.655843738,0,0,5.311687476,0,0,0,0,0,0,0,0,0,0
1220,26.75029364,32.10035237,2.675029364,2.675029364,2.675029364,0,0,5.350058728,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.54538346,0,0,0
1222,9.085317933,9.085317933,0,0,18.17063587,0,0,9.085317933,0,0,0,0,0,0,0,0,0,0
1223,9.305742267,9.305742267,0,18.61148453,0,0,0,9.305742267,0,0,0,0,0,0,0,0,0,0
1224,23.56180149,31.41573532,2.617977943,2.617977943,2.617977943,0,0,2.617977943,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,15.89920586,27.82361026,0,0,7.94960293,0,0,0,5.962202198,0,0,0,0,0,0,11.9244044,0,0
1228,15.86370384,27.76148172,0,0,7.931851919,0,0,0,5.94888894,0,0,0,0,0,0,11.89777788,0,0
1229,20.96906162,24.46390522,0,0.873710901,9.610819907,0,0,0,4.368554503,0,0,0,0,0,0,0,0,0
1230,17.39103115,20.28953634,0,0.724626298,7.970889278,0,0,0,3.62313149,0,0,0,0,0,0,0,0,0
1231,14.20294174,28.40588348,0,2.367156957,11.83578478,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,19.73090322,31.24059676,1.644241935,0.822120967,7.399088706,0,0,1.644241935,0,0,0,0,0,0,0,0,0,0
1233,19.4061766,30.72644628,1.617181383,0.808590692,7.277316224,0,0,1.617181383,0,0,0,0,0,0,0,0,0,0
1234,19.8508359,6.6169453,0,1.654236325,11.57965428,0,0,0,16.54236325,0,0,0,0,0,0,0,0,0
1235,42.95021116,13.21544959,0,0,6.607724794,0,0,0,13.21544959,0,0,0,0,0,0,0,0,0
1236,10.32190244,20.64380488,0,0,12.90237805,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,12.90663325,25.81326651,0,0,8.604422169,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,12.90663325,25.81326651,0,0,8.604422169,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,15.78661085,31.57322169,0,0,10.52440723,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,15.89575023,31.79150045,23.84362534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,18.58346343,28.71989804,5.0682173,1.689405767,5.0682173,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,6.05140338,24.20561352,0,0,24.20561352,6.05140338,0,0,0,0,0,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,19.25324752,32.84377518,3.397631915,1.132543972,5.662719858,0,0,1.132543972,0,0,0,0,0,0,0,0,0,0
1245,20.05308054,37.87804101,0,0,8.912480239,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,18.39347799,24.52463732,12.26231866,6.13115933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,25.26823551,25.26823551,13.78267391,0,0,0,0,0,3.445668478,0,0,0,1.148556159,4.594224638,0,0,0,1.148556159
1248,21.04195581,24.04794949,6.011987374,1.001997896,5.009989478,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,31.5452868,9.46358604,6.30905736,0,0,0,0,0,15.7726434,0,0,0,0,0,0,0,0,0
1250,12.82514251,25.65028501,4.275047502,8.550095005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
