Order,I2,N2,O2,H2O,Selectivity,PLD,LCD,Void,Surface_Area,Pore_Volume,Density,Metal_Ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken_EN,Polarizability,Electron_Affinity,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1,I2_Heat,H2O_Heat,N2_Heat,O2_Heat,I2_Henry,N2_Henry,O2_Henry,H2O_Henry
16,138.416597,0.70152652,0.241365411,0.087741166,447674.9855,4.22462,6.45274,0.0871874,13.671593,0.07771836,1.121837871,0.058823529,27,58.9332,1.52,4.3,7.5,64,21.00186247,21.00186247,14.00124165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037.05104,1491.18518,1435.48629,1415.71008,0.0282687,4.46E-07,5.12E-07,2.57E-07
17,45.32176691,1.377817288,0.477250946,39.55787391,3647.955169,6.5175,8.26215,0.214267,558.853621,0.20228694,1.059223126,0.025,62,150.36,2.38,3.1,28.8,16,14.99545402,26.24204454,0,6.248105842,1.249621168,0,0,0,0,0,0,0,0,0,0,0,0,0,6009.00395,11264.15815,1391.9153,1422.53385,0.00401961,7.31E-07,8.49E-07,4.21E-07
18,48.3038683,1.387002823,0.49082473,40.90961843,3763.087294,6.31049,8.18594,0.200236,531.870475,0.19248071,1.040291247,0.025,57,138.9055,1.95,3.1,31.1,45,15.06569243,26.36496176,0,6.277371847,1.255474369,0,0,0,0,0,0,0,0,0,0,0,0,0,5890.53365,10536.07955,1393.60342,1450.59739,0.00378034,7.35E-07,8.67E-07,4.27E-07
19,47.62955271,1.354164423,0.47734169,40.25116041,3772.697617,6.44453,8.71169,0.204609,521.793658,0.186973,1.09432377,0.025,64,157.25,2.33,3.1,23.5,13,15.28617358,26.75080377,0,6.369238993,1.273847799,0,0,0,0,0,0,0,0,0,0,0,0,0,5941.45271,10845.04796,1403.91119,1449.56316,0.00403784,7.25E-07,8.47E-07,4.14E-07
20,43.38247185,1.382990532,0.47728879,41.27851276,3352.162462,6.51591,8.19585,0.210486,572.808579,0.20090688,1.047679381,0.025,60,144.24,2.06,3.1,31.4,185,15.01231549,26.27155211,0,6.255131454,1.251026291,0,0,0,0,0,0,0,0,0,0,0,0,0,5880.02297,11287.36954,1395.25691,1428.45061,0.00363359,7.36E-07,8.56E-07,4.23E-07
21,24.00946397,1.044510608,0.38611185,0.122908238,51515.90939,5.29484,8.04098,0.127151,132.479158,0.12988934,0.978917886,0.032258065,29,63.546,1.45,4.48,6.7,119,9.569223684,28.70767105,9.569223684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481.10636,1211.23825,1148.58861,1195.09674,0.00298432,5.56E-07,6.56E-07,3.66E-07
22,0.401382963,0.75795387,0.266738623,128.1206363,10.35998144,4.50129,5.3901,0.157633,22.487646,0.11372797,1.386053093,0.052631579,69,168.93421,2.22,3.1,21.8,99,6.660653865,19.9819616,0,13.32130773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216.73112,12819.96856,1462.99313,1275.45048,0.000645556,5.39E-07,6.17E-07,3.18E-07
23,46.78576299,0.356683651,0.114343755,97.78103553,1587.269912,6.07777,6.49619,0.157417,108.912128,0.08885475,1.771621753,0.0625,57,138.9055,1.95,3.1,31.1,45,6.607567723,18.17081124,6.607567723,9.911351585,8.259459654,0,0,0,0,0,0,0,0,0,0,0,0,0,5992.47684,10810.0151,1273.11244,1166.91301,0.00604527,2.82E-07,3.06E-07,1.65E-07
24,10.70018002,1.353066111,0.450097513,0.238580334,17469.02035,5.07148,6.68297,0.361694,928.803437,0.40788396,0.886757103,0.071428571,29,63.546,1.45,4.48,6.7,119,4.571593402,13.71478021,0,0,9.143186804,0,0,0,0,0,0,2.285796701,0,0,0,0,0,0,4975.96827,1466.69098,980.35994,976.36568,0.001401,6.91E-07,7.63E-07,4.59E-07
25,0,0.482709051,0.286790214,107.9969905,0,3.92604,4.30721,0.0297946,0,0.01546346,1.926774473,0.090909091,29,63.546,1.45,4.48,6.7,119,27.21389504,0,0,0,6.803473761,0,6.803473761,0,13.60694752,0,0,0,0,0,0,0,0,0,-4534.0875,6991.22807,2189.86008,2288.64886,6.38E-16,4.88E-07,8.82E-07,3.14E-07
26,187.3664596,0.027781869,0.012035022,1.962137615,311972.5565,5.03994,7.12611,0.0848513,33.70044,0.04277789,1.98353155,0.033707865,29,63.546,1.45,4.48,6.7,119,27.32558153,10.93023261,0,13.66279076,8.197674459,0,0,0,10.93023261,0,0,0,5.465116306,0,0,0,0,0,8192.53452,5225.10008,1602.29755,1546.59559,0.392803,3.09E-07,3.31E-07,1.47E-07
27,26.66688274,1.864302739,0.623172784,0.515741407,29598.13135,5.75746,11.28543,0.459153,2020.932521,0.70672089,0.649694963,0.04,29,63.546,1.45,4.48,6.7,119,4.691581448,15.24763971,1.172895362,2.345790724,4.691581448,0,0,0,0,0,0,0,0,0,0,0,0,0,6205.43497,1882.78889,893.78896,914.61767,0.00394825,9.64E-07,1.05E-06,6.50E-07
28,7.344910052,1.203539513,0.376514566,5.763879146,3333.776705,4.84092,7.79386,0.304076,655.14004,0.31045407,0.979455672,0.052631579,28,58.6934,1.49,4.4,6.8,112,12.40569505,19.84911208,0,2.48113901,8.683986535,0,0,0,1.240569505,0,0,0,0,0,0,0,0,0,4930.51724,4264.99285,1116.04012,1079.01384,0.00090847,5.75E-07,6.39E-07,3.72E-07
29,0.675616473,0.301800593,0.096793277,16.88757504,130.2807419,5.66011,5.95317,0.249654,565.15825,0.18655762,1.338213919,0.075,29,63.546,1.45,4.48,6.7,119,14.27085008,22.83336013,0,2.854170017,11.41668007,0,0,0,1.427085008,0,0,0,0,0,0,0,0,0,4041.51005,5882.01009,962.56015,907.24479,7.54E-05,1.48E-07,1.77E-07,1.29E-07
30,45.58553974,0.587235397,0.222755492,71.10454626,2112.949692,4.33197,5.97718,0.106541,1.664571,0.07440402,1.431925375,0.039215686,58,140.115,1.85,3.1,29.6,635,14.03372325,26.59021247,0,12.18718072,1.10792552,0,0,0,0,0,0,0,0,0,0,0,0,0,7028.70745,11462.88545,1627.9522,1490.82259,0.0378717,5.28E-07,6.04E-07,2.76E-07
31,46.09246157,0.595958323,0.224758682,78.42585989,1938.778236,4.42105,5.95078,0.108685,2.385955,0.07681453,1.414901561,0.04,60,144.24,2.06,3.1,31.4,185,13.09941625,26.1988325,0,12.00779823,1.091618021,0,0,0,0,0,0,0,0,0,0,0,0,0,6778.10158,12705.09439,1606.68014,1456.42779,0.0234655,5.00E-07,5.74E-07,2.71E-07
32,2.391424197,1.940650242,0.607218768,66.59900231,115.2823525,6.55754,8.96828,0.392406,1797.155871,0.69246658,0.566678615,0.023255814,58,140.115,1.85,3.1,29.6,635,7.552443369,13.2167759,0,3.146851404,0.629370281,0,0,0,0,0,0,0,0,1.888110842,0,0,0,0,3726.49962,12470.27499,775.02903,735.54585,0.000233577,9.69E-07,1.03E-06,7.00E-07
33,2.543263845,1.884099893,0.595986076,64.05288129,127.4187294,6.54764,8.90301,0.386629,1642.411722,0.65456257,0.59066775,0.023255814,64,157.25,2.33,3.1,23.5,13,7.63099244,13.35423677,0,3.81549622,0,0,0,0,0,0,0,0,0,1.90774811,0,0,0,0,3758.76881,13588.25097,779.15349,743.20504,0.000237819,9.39E-07,1.00E-06,6.75E-07
34,16.83237462,1.312551687,0.4306571,51.31032233,1057.571743,4.98284,7.43227,0.214448,362.815736,0.23079849,0.929156878,0.023255814,58,140.115,1.85,3.1,29.6,635,12.38339426,21.67093996,0,4.643772848,1.547924283,0,0,0,0,0,0,0,0,3.095848566,0,0,0,0,5155.33749,14990.29479,1274.70013,1111.30076,0.00185607,6.95E-07,7.75E-07,4.36E-07
35,310.3625001,0.090333103,0.038957771,0.008918682,7485312.18,5.62773,6.57831,0.0749129,4.541895,0.05021112,1.491958455,0.04,29,63.546,1.45,4.48,6.7,119,17.41135646,29.01892744,11.60757098,5.803785488,5.803785488,0,0,0,0,0,0,0,0,0,0,0,0,0,8304.07788,1332.68806,1608.12281,1583.12142,0.850416,5.86E-07,6.13E-07,2.47E-07
36,178.4172462,0.857055219,0.284309614,0.316895742,407831.1959,10.53622,11.37049,0.233916,649.778085,0.23821466,0.981954678,0.029411765,30,65.39,1.42,4.45,6.4,-60,20.3028875,20.3028875,0,0.422976823,6.344652343,0,0,0,5.075721874,0,0,0,3.383814583,0,0,0,0,0,8564.74056,4648.31113,1366.32558,1363.12457,0.0669581,6.51E-07,7.32E-07,3.69E-07
37,173.6799451,0.874830215,0.286139811,0.274665516,403259.1377,10.38233,10.88516,0.23348,652.04732,0.23689852,0.985569693,0.029411765,30,65.39,1.42,4.45,6.4,-60,20.37763152,20.37763152,0,0.84906798,5.94347586,0,0,0,5.09440788,0,0,0,3.39627192,0,0,0,0,0,8480.28947,5009.35013,1375.65803,1372.41336,0.0460486,6.42E-07,7.22E-07,3.66E-07
38,0,0.077978175,0.057825796,0.014938309,0,3.41789,4.06344,0.00161802,0,0.0010158,1.592845705,0.0625,20,40.078,1.94,2.2,22.8,2,33.83079362,11.27693121,0,0,22.55386241,0,0,0,16.91539681,0,0,0,0,0,0,0,0,0,-19179.33046,1619.77663,2076.68852,2213.13933,1.01E-31,3.86E-08,9.90E-08,5.81E-08
39,4.182367277,0.678024665,0.217822601,9.430212561,1350.101054,7.26546,9.0113,0.207191,549.502987,0.20234759,1.023936077,0.034482759,29,63.546,1.45,4.48,6.7,119,16.54757099,24.18491144,2.545780152,1.909335114,5.728005342,0,0,2.545780152,0,0,0,0,0,0,0,0,0,0,5134.04109,5269.99141,981.72432,969.0586,0.000572945,3.56E-07,3.92E-07,2.48E-07
40,1.636533114,0.506736728,0.182509273,36.14867022,148.0841193,3.7258,6.09505,0.0716207,34.119026,0.05413794,1.322929936,0.018181818,57,138.9055,1.95,3.1,31.1,45,22.94301147,26.76684671,0,6.37305874,5.098446992,0,0,3.823835244,2.549223496,0,0,0,0,0,1.274611748,0,0,0,7289.45633,11599.44476,1669.70801,1506.47114,0.0550897,3.75E-07,4.26E-07,2.01E-07
41,5.074057194,0.482755174,0.172089089,34.55723517,480.3330065,3.83804,6.20935,0.0700752,34.443717,0.05271635,1.32928769,0.016393443,57,138.9055,1.95,3.1,31.1,45,30.4431405,26.63774793,0,6.342320936,5.073856749,0,0,0,7.610785124,0,0,0,0,0,0,0,0,0,7695.0603,11370.61082,1717.53159,1534.79577,0.137422,3.90E-07,4.33E-07,1.97E-07
42,27.78329511,1.786193268,0.581404583,0.830774521,28955.66022,4.8248,6.90189,0.30308,697.754825,0.36368861,0.833350273,0.035714286,29,63.546,1.45,4.48,6.7,119,6.997642715,20.99292814,1.399528543,2.799057086,5.598114172,0,0,0,0,0,0,0,0,0,0,0,0,0,5455.86472,2537.66464,1128.13878,1109.93999,0.00357846,8.89E-07,9.78E-07,5.40E-07
43,3.917034759,2.00169838,0.640153114,0.262642646,4495.37231,6.7457,13.83317,0.460445,2402.957336,0.81109101,0.567685988,0.038461538,29,63.546,1.45,4.48,6.7,119,7.908413466,15.81682693,0,0,4.519093409,0,0,0,0,0,0,0,0,0,0,0,0,0,4203.51763,1029.50846,759.52301,782.60148,0.000497463,1.02E-06,1.11E-06,7.34E-07
44,14.79921971,2.126983678,0.692535524,0.397193145,15335.76118,6.6636,8.63154,0.343687,1730.627426,0.50537054,0.680069319,0.037037037,30,65.39,1.42,4.45,6.4,-60,8.166890426,18.21844787,0,1.256444681,5.025778724,0,0,0,0,0,0,0,0,0,0,0,0,0,4957.92586,1591.79791,976.97116,989.24653,0.00193724,1.09E-06,1.17E-06,6.86E-07
45,0.020202594,0.473825917,0.188033976,5.266773268,11.35877003,3.47545,4.40375,0.0430281,0,0.02605253,1.651590156,0.071428571,30,65.39,1.42,4.45,6.4,-60,8.447268626,25.34180588,0,0,16.89453725,0,0,0,0,0,0,4.223634313,0,0,0,0,0,0,4667.17495,5854.10354,1944.41271,1878.06575,3.50E-06,2.43E-07,3.59E-07,1.60E-07
46,4.193821485,0.923781943,0.306993983,0.410079759,8519.582238,5.20392,8.64402,0.229067,468.372483,0.21985524,1.041899193,0.090909091,29,63.546,1.45,4.48,6.7,119,9.445166928,15.74194488,6.296777952,0,6.296777952,0,0,0,0,0,0,0,0,0,0,0,0,0,4595.19453,2480.6053,967.49543,973.50245,0.00053681,4.63E-07,5.19E-07,3.21E-07
47,4.243262914,0.935188104,0.312612174,0.375723191,8712.045122,5.24969,8.59729,0.232451,485.616655,0.22366249,1.03929364,0.090909091,29,63.546,1.45,4.48,6.7,119,9.421546713,15.70257786,6.281031142,0,6.281031142,0,0,0,0,0,0,0,0,0,0,0,0,0,4601.38591,2401.64111,962.61832,965.96897,0.000550657,4.66E-07,5.21E-07,3.22E-07
48,316.9829632,0.971295381,0.376979854,35.15734633,28943.75804,4.08361,5.65902,0.0808243,6.563467,0.06911174,1.169472804,0.028169014,48,112.411,1.61,4.33,7.2,-70,20.19405374,23.55972937,0,0.280472969,9.816553903,0,0,0,4.20709453,0,0,0,0,0,0,0,0,0,7951.00115,9316.55435,1736.91935,1664.70843,0.14408,9.39E-07,1.07E-06,4.41E-07
49,21.66145219,1.412699507,0.463773112,31.91848534,2136.556604,5.15676,8.4144,0.26213,702.745192,0.3062983,0.855799723,0.028169014,48,112.411,1.61,4.33,7.2,-70,14.77765496,17.24059746,0,0,7.388827481,0,0,0,3.078678117,0,0,0,0,0,0,0,0,0,5754.52349,7955.31822,1123.33063,1096.91292,0.00289842,7.50E-07,8.34E-07,4.80E-07
50,285.8322656,0.091702632,0.0308351,0.110188531,4093969.483,5.06104,5.97774,0.142982,93.188806,0.08041764,1.77799293,0.086956522,30,65.39,1.42,4.45,6.4,-60,5.396457093,26.98228546,0,5.396457093,18.88759983,0,0,0,0,0,2.698228546,0,0,0,0,0,0,0,7502.87874,3332.14213,1459.40209,1390.42918,0.10251,3.24E-07,3.43E-07,1.63E-07
51,64.17085582,0.554589633,0.198943407,26.18805935,7939.502967,4.61496,5.87195,0.0695311,0,0.04572945,1.520488603,0.045454545,48,112.411,1.61,4.33,7.2,-70,15.54556327,28.2646605,2.82646605,0,11.3058642,0,0,0,0,0,0,0,0,0,0,0,0,0,6618.89241,6580.97637,1498.13354,1455.71724,0.00717752,4.16E-07,4.76E-07,2.24E-07
52,83.16276603,0.888636889,0.289574141,57.79178748,4700.85174,5.61507,6.26562,0.242678,83.751235,0.1997587,1.214855713,0.090909091,30,65.39,1.42,4.45,6.4,-60,3.842166291,19.21083145,0,1.921083145,13.44758202,0,0,0,0,0,0,0,0,0,0,0,0,0,5801.60585,7555.51573,1307.98563,1161.82715,0.00837757,6.20E-07,6.67E-07,3.58E-07
53,0.253685137,0.327618328,0.123318451,0.107812638,1513.410303,3.63251,4.97234,0.0329875,0,0.02001616,1.648043721,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.69389089,13.69389089,0,0,27.38778178,0,0,0,0,0,0,0,0,0,0,0,0,0,5076.52171,2123.64761,1476.15659,1427.59311,3.34E-05,1.63E-07,2.06E-07,1.10E-07
54,0.123453088,0.221232048,0.082528766,0.036300402,1210.106518,3.9552,4.90976,0.0314114,0,0.01966931,1.59697481,0.142857143,25,54.93805,1.61,3.72,9.4,-50,0,13.45669617,0,0,26.91339233,0,0,0,0,0,0,0,0,0,0,0,0,0,4405.47036,1234.75645,1132.11601,1112.64545,1.59E-05,1.13E-07,1.38E-07,8.67E-08
55,3.835589596,0.378216582,0.135682996,0.112184975,20421.04151,3.79625,5.05915,0.0455669,0,0.02861363,1.592489145,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.23227796,13.23227796,0,0,26.46455592,0,0,0,0,0,0,0,0,0,0,0,0,0,5960.15102,2037.189,1400.92521,1351.47146,0.000495155,1.91E-07,2.27E-07,1.24E-07
56,0.086723034,0.324183086,0.124360752,0.112725764,515.0408633,3.63143,4.97262,0.0322477,0,0.01939777,1.662444098,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.81354621,13.81354621,0,0,27.62709243,0,0,0,0,0,0,0,0,0,0,0,0,0,4573.21284,2129.02986,1477.04055,1435.88124,1.06E-05,1.63E-07,2.07E-07,1.11E-07
57,0.173932366,0.312571252,0.118760941,0.105120198,1080.756767,3.69367,4.7059,0.028534,0,0.01702951,1.675561839,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.92254387,13.92254387,0,0,27.84508774,0,0,0,0,0,0,0,0,0,0,0,0,0,5024.73979,2168.52993,1499.62349,1458.4077,2.11E-05,1.57E-07,1.99E-07,1.06E-07
58,5.103691084,0.363742046,0.131452482,0.111356532,28047.60342,3.6173,4.89645,0.0462668,0,0.0290088,1.594922919,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.25250062,13.25250062,0,0,26.50500125,0,0,0,0,0,0,0,0,0,0,0,0,0,6154.01584,2035.52406,1395.68484,1352.02818,0.000643533,1.84E-07,2.20E-07,1.19E-07
59,0.718099143,0.337637784,0.121703907,0.096502091,4306.360678,3.58992,4.93571,0.0415147,0,0.02579022,1.609707101,0.111111111,25,54.93805,1.61,3.72,9.4,-50,13.37534504,13.37534504,0,0,26.75069008,0,0,0,0,0,0,0,0,0,0,0,0,0,5353.49681,1983.83968,1409.69363,1366.07065,9.14E-05,1.69E-07,2.06E-07,1.13E-07
60,0.404081877,0.797309019,0.254072872,32.0552481,40.68488971,16.95424,17.44029,0.461407,1276.759942,0.61261006,0.753182217,0.047619048,27,58.9332,1.52,4.3,7.5,64,17.52139532,0,0,0,3.893643405,0,1.946821702,1.946821702,7.78728681,0,0,0,1.946821702,0,1.946821702,0,0,0,3679.14746,7714.64071,614.83709,614.86435,6.65E-05,4.22E-07,4.48E-07,3.42E-07
61,4.094871664,1.461307787,0.518584669,0.572034584,5348.73137,13.69287,13.93222,0.295073,871.610443,0.34258727,0.861307546,0.055555556,23,50.9415,1.71,3.6,12.4,51,8.982830002,17.96566,0,0,11.2285375,0,0,0,0,0,0,0,0,0,0,0,0,0,6014.61835,3048.37838,1250.41767,1305.18562,0.000539403,7.48E-07,8.78E-07,4.61E-07
62,14.53312725,1.429019145,0.473011742,11.93962845,3499.851884,7.65002,9.36813,0.265692,912.857872,0.30663918,0.866464612,0.040816327,30,65.39,1.42,4.45,6.4,-60,14.98987148,16.86360541,2.810600902,1.873733934,5.621201803,0,0,0,1.873733934,0,0,0,0,0,0,0,0,0,4979.9929,5993.19972,1040.89853,1029.56163,0.00186531,7.24E-07,7.87E-07,4.64E-07
63,11.36959273,1.408845201,0.465904721,19.44175709,1777.901155,7.70285,10.12585,0.270435,934.410551,0.31256375,0.865215509,0.040816327,30,65.39,1.42,4.45,6.4,-60,14.96826195,16.8392947,2.806549116,1.871032744,5.613098232,0,0,0,1.871032744,0,0,0,0,0,0,0,0,0,4686.54172,6866.07464,1023.40315,1015.42032,0.0013755,7.15E-07,7.78E-07,4.61E-07
64,696.6719726,0.059578194,0.02879749,32.33254655,71627.81774,3.48221,5.19962,0.0298088,0,0.02281414,1.306593286,0.037037037,48,112.411,1.61,4.33,7.2,-70,17.65788949,26.48683424,4.414472374,0,8.828944747,0,0,0,0,0,0,0,0,0,0,0,0,0,8684.48149,6235.86323,1936.4311,1887.9172,0.249808,8.13E-07,1.03E-06,3.99E-07
65,23.35207816,1.28570591,0.438085247,0.19684628,40528.34701,4.58115,8.08398,0.17532,356.315809,0.19165146,0.914785627,0.027777778,29,63.546,1.45,4.48,6.7,119,24.83874084,18.21507661,3.311832112,0,3.311832112,0,0,3.311832112,3.311832112,0,0,0,1.655916056,0,0,0,0,0,5416.68633,1676.92531,1208.11028,1213.74424,0.00286437,6.52E-07,7.23E-07,3.92E-07
66,20.41812082,1.228393861,0.418652511,0.12914453,38318.18002,4.60238,7.91313,0.151641,210.59635,0.16722443,0.906811294,0.027777778,28,58.6934,1.49,4.4,6.8,112,24.98668523,18.32356917,3.331558031,0,3.331558031,0,0,3.331558031,3.331558031,0,0,0,1.665779016,0,0,0,0,0,5488.67631,1227.83964,1227.10153,1225.01041,0.00258771,6.31E-07,6.99E-07,3.79E-07
67,40.22666164,0.673585229,0.219403471,0.117559848,132689.1938,6.70804,6.75872,0.222468,252.553139,0.13106318,1.69741041,0.111111111,48,112.411,1.61,4.33,7.2,-70,9.469220701,9.469220701,14.20383105,0,0,0,0,0,0,4.734610351,0,0,0,0,0,0,0,0,5721.64283,1544.01764,1167.94932,1157.99926,0.00515389,3.58E-07,3.89E-07,2.09E-07
68,93.30438319,1.210451103,0.433008567,29.49130973,9989.301885,4.12249,5.22406,0.0792583,0,0.06466764,1.225625306,0.033333333,30,65.39,1.42,4.45,6.4,-60,19.8602484,30.89371973,0,1.103347133,9.930124199,0,0,0,2.206694266,0,0,0,0,0,0,0,0,0,7564.85825,11223.62361,1789.3844,1704.51064,0.0526719,7.15E-07,8.42E-07,3.45E-07
69,101.84039,0.466902027,0.197174573,49.25034939,6800.999107,3.35366,5.2064,0.0586976,0,0.04732451,1.24032144,0.033333333,25,54.93805,1.61,3.72,9.4,-50,20.74789206,32.27449876,0,0,11.5266067,0,0,0,2.30532134,0,0,0,0,0,0,0,0,0,8118.40529,6972.8242,1727.81118,1675.04934,0.114823,4.38E-07,5.62E-07,2.61E-07
70,104.1016523,0.996064895,0.32783903,78.47788994,4348.342198,5.17513,6.94697,0.22469,316.84984,0.23322017,0.963424395,0.0625,12,24.305,1.45,3.75,10.6,-40,9.193123981,21.45062262,3.06437466,0,12.25749864,0,0,0,0,0,0,0,0,0,0,0,0,0,6967.2467,8354.85331,1415.77011,1285.55467,0.0362659,8.38E-07,9.08E-07,4.57E-07
71,144.1338077,0.975964189,0.381151009,0.164072084,315836.2099,3.38999,5.88567,0.103375,5.034647,0.10361361,0.997697131,0.018867925,29,63.546,1.45,4.48,6.7,119,24.43454031,19.54763225,14.66072419,0,0,0,0,0,4.886908063,0,0,0,0,0,0,0,0,0,7163.40847,1728.60369,1420.18516,1417.6024,0.0231894,5.62E-07,6.80E-07,3.45E-07
72,42.49820883,1.052891566,0.368627599,0.121092405,91831.73449,7.17554,8.74023,0.177631,481.939734,0.17935174,0.990405769,0.017857143,48,112.411,1.61,4.33,7.2,-70,22.54246941,28.98317496,6.440705546,0,0,0,0,0,0,0,0,0,1.073450924,0,0,0,0,0,5589.26933,1328.66248,1139.29319,1171.20127,0.00509618,5.44E-07,6.08E-07,3.39E-07
73,224.604434,0.634752115,0.214188427,20.84865586,34505.27112,9.75541,11.16658,0.18929,392.798687,0.15863632,1.193232385,0.037974684,48,112.411,1.61,4.33,7.2,-70,14.97892698,28.59613332,0,0.680860317,7.489463489,0,0,0,0,0,0,0,0,0,0,0,0,0,8069.04771,8490.19975,1401.94835,1381.41734,0.0915364,6.01E-07,6.61E-07,3.20E-07
74,0.023551936,0.826328139,0.285369568,160.0365792,0.487169052,4.14728,5.39057,0.130775,30.04832,0.0991688,1.318711077,0.052631579,58,140.115,1.85,3.1,29.6,635,6.863130757,20.58939227,0,11.43855126,2.287710252,0,0,0,0,0,0,0,0,0,0,0,0,0,5475.86638,15017.85909,1684.29937,1372.92986,0.00076467,5.43E-07,6.56E-07,3.32E-07
75,123.690115,1.314122866,0.457951214,1.992958236,109507.794,5.17773,7.46635,0.191663,467.52685,0.17061941,1.123336406,0.027777778,30,65.39,1.42,4.45,6.4,-60,11.88229393,20.79401438,0,0,5.941146965,0,0,0,4.455860224,0,0,0,0,0,0,8.911720448,0,0,7625.49375,4560.75738,1708.92032,1723.98357,0.015627,7.42E-07,8.68E-07,3.73E-07
76,4.40965208,1.364101603,0.438308409,0.260374973,7125.725838,5.52422,14.25309,0.368485,1289.521508,0.4969658,0.74146954,0.04494382,30,65.39,1.42,4.45,6.4,-60,17.13895077,11.42596718,0,0,5.71298359,0.476081966,0,0,5.71298359,0,0,0,0,0,0,0,0,0,4113.84298,1377.57717,844.20575,840.48019,0.000563255,6.94E-07,7.30E-07,4.71E-07
77,181.8068782,0.387553795,0.147920062,11.07016645,52217.96569,3.35393,5.12102,0.0604579,0,0.04918098,1.229294291,0.015384615,48,112.411,1.61,4.33,7.2,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9046.48491,6226.31028,1877.54595,1773.67433,0.398504,4.52E-07,5.45E-07,2.32E-07
78,16.17012136,0.678956832,0.263816784,71.36344497,745.4463196,4.6164,5.76142,0.207775,266.068477,0.18814926,1.104309419,0.054054054,30,65.39,1.42,4.45,6.4,-60,10.5796593,22.48177601,0,1.322457413,11.90211671,0,0,0,0,0,0,0,0,0,0,0,0,0,6433.73979,7876.61082,1452.90664,1305.7761,0.014208,6.57E-07,7.41E-07,3.85E-07
79,153.993596,0.014484981,0.004441395,48.12946443,10661.04138,4.24463,5.31548,0.0568537,0,0.02654149,2.142068889,0.058823529,56,137.327,2.53,2.4,39.7,14,27.50706229,9.169020762,0,0,18.33804152,0,0,0,13.75353114,0,0,0,4.584510381,0,0,0,0,0,10325.58499,6129.85123,2182.30804,2097.50246,0.564329,2.85E-07,3.15E-07,1.12E-07
80,157.872184,0.570467355,0.208572372,48.28579008,10725.41402,3.74283,5.07085,0.0712065,4.808734,0.04916832,1.448219196,0.052631579,47,107.8682,1.65,4.44,7.9,126,22.02966238,15.42076367,0,0,8.811864952,0,0,0,6.608898714,0,0,0,4.405932476,0,2.202966238,0,0,0,7006.09764,11125.32071,1840.16921,1685.34539,0.00736271,2.40E-07,3.39E-07,1.75E-07
81,28.00925032,1.121740959,0.370922222,0.759065417,41463.3308,6.29165,8.12678,0.14514,257.856388,0.14280067,1.016381781,0.028571429,28,58.6934,1.49,4.4,6.8,112,16.07127219,19.28552663,19.28552663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352.13076,3300.61748,1171.2858,1158.39365,0.00345285,5.52E-07,6.14E-07,3.39E-07
82,97.61660323,1.759868946,0.588517658,5.807034463,39898.45218,5.10511,6.018,0.19441,107.103111,0.21165055,0.918542394,0.038461538,27,58.9332,1.52,4.3,7.5,64,12.90734642,23.97078621,1.843906632,0,7.375626527,0,0,0,0,0,0,0,0,0,0,0,0,0,6064.3971,3950.32632,1282.74112,1253.7096,0.0105138,9.35E-07,1.02E-06,5.17E-07
83,236.1040745,1.632580626,0.614949422,0.699134066,267086.2885,4.67307,6.02233,0.115011,0,0.11994236,0.958885623,0.038461538,27,58.9332,1.52,4.3,7.5,64,13.47424898,25.02360525,1.924892712,0,7.699570847,0,0,0,0,0,0,0,0,0,0,0,0,0,6619.58842,2428.22877,1409.97716,1414.05908,0.0343892,9.85E-07,1.15E-06,5.47E-07
84,2.944968727,0.368181603,0.12170946,23.89290706,402.6019644,7.44113,8.68497,0.159566,272.052725,0.11615564,1.373725756,0.036144578,27,58.9332,1.52,4.3,7.5,64,15.78968343,7.894841715,0,7.894841715,11.84226257,0,0,0,7.894841715,0,0,0,0,0,0,0,0,0,4401.16227,7563.03256,896.20149,884.67867,0.000300701,1.83E-07,2.02E-07,1.39E-07
85,1099.557162,0.753284293,0.300423112,1.695299373,1333278.102,4.98641,5.49305,0.0896596,0,0.09688773,0.925396846,0.018867925,30,65.39,1.42,4.45,6.4,-60,22.57832066,18.06265653,9.031328263,0,0,0,0,0,4.515664132,0,0,0,4.515664132,0,0,0,0,0,7735.25065,3739.37287,1658.89547,1621.30377,0.0761718,1.00E-06,1.22E-06,5.50E-07
